mnemonic,all_households,owned_households,percent_owned
E05012584,1260,894,71
E05012585,1309,653,49.9
E05012586,2477,1508,60.9
E05012587,1129,669,59.3
E05012588,1403,943,67.2
E05007117,5199,1990,38.3
E05007118,3186,2547,79.9
E05007119,4298,1755,40.8
E05007120,3061,2556,83.5
E05007121,3524,1996,56.6
E05007122,4010,1615,40.3
E05007123,3533,1982,56.1
E05007124,3749,2020,53.9
E05007125,3357,2322,69.2
E05007126,4165,2590,62.2
E05007127,3663,2389,65.2
E05007128,2959,1735,58.6
E05007129,3170,1646,51.9
E05007130,4515,1746,38.7
E05007131,3855,2123,55.1
E05007132,3264,1979,60.6
E05012589,1178,979,83.1
E05012590,1289,905,70.2
E05012591,1553,1242,80
E05012592,1223,931,76.1
E05012593,2993,2010,67.2
E05012594,2440,1926,78.9
E05012595,2430,1648,67.8
E05012596,1394,1026,73.6
E05012597,2883,2137,74.1
E05012598,1296,887,68.4
E05012599,1256,963,76.7
E05012600,1348,1078,80
E05012601,2582,1836,71.1
E05012602,1150,888,77.2
E05012603,1268,984,77.6
E05012604,2864,2045,71.4
E05012605,1131,908,80.3
E05012606,1195,957,80.1
E05012607,1319,1034,78.4
E05012608,1291,976,75.6
E05012609,1608,934,58.1
E05012610,1189,932,78.4
E05012611,2275,1593,70
E05012612,1355,988,72.9
E05012613,2474,1963,79.3
E05012614,1348,978,72.6
E05013947,2954,1830,61.9
E05013948,3297,2064,62.6
E05013949,3178,2396,75.4
E05013950,1100,774,70.4
E05013951,3274,1921,58.7
E05013952,2934,2103,71.7
E05013953,3033,2457,81
E05013954,2788,2409,86.4
E05013955,3293,2453,74.5
E05013956,2702,2074,76.8
E05013957,3261,2180,66.9
E05013958,3036,2314,76.2
E05013959,1868,1551,83
E05013960,3257,2353,72.2
E05013961,2318,1727,74.5
E05013962,3199,2322,72.6
E05013963,3000,1702,56.7
E05013964,4094,1967,48
E05013965,3303,2759,83.5
E05013966,3098,2493,80.5
E05011058,2629,2135,81.2
E05011059,2943,1590,54
E05011060,3100,1992,64.3
E05011061,3327,1273,38.3
E05011062,3121,1431,45.9
E05011063,3018,1297,43
E05011064,3326,1632,49.1
E05011065,2751,1293,47
E05011066,2912,1619,55.6
E05011067,2377,1975,83.1
E05011068,2565,1585,61.8
E05011069,3462,1207,34.9
E05011070,2398,1638,68.3
E05011071,3068,1628,53.1
E05011072,2648,2001,75.6
E05011073,2566,1880,73.3
E05004721,1101,808,73.4
E05004723,986,761,77.2
E05004724,1134,817,72
E05004725,3385,2489,73.5
E05004726,4530,2716,60
E05004727,1211,836,69
E05004728,2372,1673,70.5
E05004729,952,699,73.4
E05004730,1050,801,76.3
E05004731,2529,1395,55.2
E05004732,1401,985,70.3
E05004733,972,739,76
E05004735,1169,806,68.9
E05004736,1235,900,72.9
E05004737,3655,2788,76.3
E05004738,1343,919,68.4
E05004739,1288,1011,78.5
E05004741,1549,928,59.9
E05004742,2607,1642,63
E05004743,2257,1714,75.9
E05004744,2113,1482,70.1
E05004745,1083,719,66.4
E05009315,1146,798,69.6
E05012981,3200,2141,66.9
E05012982,4252,2308,54.3
E05012983,2986,1940,65
E05012984,2677,2059,76.9
E05012985,3523,2924,83
E05012986,3276,2450,74.8
E05012987,1030,758,73.6
E05004805,2759,1720,62.3
E05004806,3422,1502,43.9
E05004807,2664,1692,63.5
E05004808,2412,1614,66.9
E05004810,2630,1433,54.5
E05004811,3709,1923,51.8
E05004812,2785,1437,51.6
E05004813,2916,1557,53.4
E05004814,3100,1687,54.4
E05004815,2493,1357,54.4
E05004816,2671,1378,51.6
E05004817,2254,1438,63.8
E05009316,2688,2066,76.9
E05012734,5786,3853,66.6
E05012735,6725,4561,67.8
E05012736,3929,2677,68.1
E05012737,3524,2840,80.6
E05012738,4752,3347,70.4
E05012739,4020,3139,78.1
E05012740,2047,1407,68.7
E05012741,6218,4431,71.3
E05012742,3811,2710,71.1
E05012743,4212,2830,67.2
E05012744,3843,2699,70.2
E05012745,7307,3165,43.3
E05012746,1808,1269,70.2
E05012747,6047,4637,76.7
E05012748,2057,1459,70.9
E05012749,6343,3803,60
E05012750,1586,1214,76.5
E05012751,3376,2711,80.3
E05012752,2028,1449,71.4
E05012753,4314,3329,77.2
E05012754,5789,4437,76.6
E05012755,2118,1479,69.8
E05012756,1781,1646,92.4
E05012757,2173,1288,59.3
E05012758,1938,1395,72
E05012759,5248,3000,57.2
E05012760,2215,1530,69.1
E05012761,3825,2592,67.8
E05012762,1930,1383,71.7
E05012763,2649,1148,43.3
E05012764,1145,795,69.4
E05012765,1153,898,77.9
E05012766,1107,789,71.3
E05012767,1583,784,49.5
E05012768,1348,1056,78.3
E05012769,1458,883,60.6
E05012770,1178,878,74.5
E05012771,3493,2596,74.3
E05012772,1380,627,45.4
E05012773,1034,641,62
E05012774,1470,786,53.5
E05012775,1695,867,51.2
E05012776,1916,1399,73
E05012777,2596,1167,45
E05012778,1019,803,78.8
E05012779,2357,1643,69.7
E05012780,1056,829,78.5
E05012781,2750,1405,51.1
E05012782,981,711,72.5
E05012783,1280,878,68.6
E05012784,3632,1771,48.8
E05012785,1226,873,71.2
E05012786,1408,682,48.4
E05012787,1451,834,57.5
E05012788,1190,611,51.3
E05012789,2657,1658,62.4
E05012790,3447,2261,65.6
E05012791,2803,1115,39.8
E05012792,2659,1386,52.1
E05012793,2725,1419,52.1
E05012794,1071,577,53.9
E05012795,1217,880,72.3
E05012796,1026,724,70.6
E05012797,2180,1111,51
E05012798,1829,1318,72.1
E05012799,1354,974,71.9
E05012800,1868,1414,75.7
E05012801,3034,1531,50.5
E05012802,2924,1370,46.9
E05012803,2397,1819,75.9
E05012804,1085,849,78.2
E05012805,913,628,68.8
E09000001,4914,1794,36.5
E05014053,1420,328,23.1
E05014054,3387,1591,47
E05014055,3358,1220,36.3
E05014056,2788,1337,48
E05014057,3075,1328,43.2
E05014058,4913,2399,48.8
E05014059,3023,1828,60.5
E05014060,5166,2163,41.9
E05014061,3862,906,23.5
E05014062,4526,1774,39.2
E05014063,3250,1311,40.3
E05014064,3767,2541,67.5
E05014065,5422,1964,36.2
E05014066,4376,1203,27.5
E05014067,5339,2332,43.7
E05014068,1956,691,35.3
E05014069,5288,2286,43.2
E05014070,4528,1722,38
E05014071,4450,2396,53.8
E05013628,7097,4508,63.5
E05013629,5990,4245,70.9
E05013630,7394,2787,37.7
E05013631,7978,3467,43.5
E05013632,4472,1239,27.7
E05013633,7469,2580,34.5
E05013634,3968,1384,34.9
E05013635,6991,4372,62.5
E05013636,6899,3325,48.2
E05013637,7210,4290,59.5
E05013638,3995,2494,62.4
E05013639,7562,4354,57.6
E05013640,7651,4008,52.4
E05013641,4893,3391,69.3
E05013642,5028,2205,43.9
E05013643,8268,3523,42.6
E05013644,4793,3241,67.6
E05013645,6919,4419,63.9
E05013646,5483,3646,66.5
E05013647,4844,2720,56.2
E05013648,7751,4060,52.4
E05013649,6457,2686,41.6
E05013650,4285,2763,64.5
E05013651,5514,2701,49
E05011217,4442,3286,74
E05011218,6835,3871,56.6
E05011219,6309,5020,79.6
E05011220,6476,5287,81.6
E05011221,5991,5176,86.4
E05011222,6542,4046,61.8
E05011223,5964,4564,76.5
E05011224,5931,4433,74.7
E05011225,5107,2340,45.8
E05011226,6192,4908,79.3
E05011227,4256,3112,73.1
E05011228,4062,2798,68.9
E05011229,4330,3287,75.9
E05011230,6538,4123,63.1
E05011231,4674,2252,48.2
E05011232,5707,1922,33.7
E05011233,5948,4993,83.9
E05013496,4489,1987,44.3
E05013497,3766,1506,40
E05013498,5508,2308,41.9
E05013499,5719,1870,32.7
E05013500,7331,2921,39.8
E05013501,8061,2270,28.2
E05013502,5702,3307,58
E05013503,7648,1845,24.1
E05013504,3782,1867,49.4
E05013505,3877,2374,61.2
E05013506,3944,1808,45.8
E05013507,7043,3068,43.6
E05013508,5388,2893,53.7
E05013509,6225,1414,22.7
E05013510,7242,1279,17.7
E05013511,4331,1936,44.7
E05013512,2826,1664,58.9
E05013513,5944,2754,46.3
E05013514,4932,1993,40.4
E05013515,4627,1762,38.1
E05013516,2667,373,14
E05013517,7561,2397,31.7
E05013987,8019,4545,56.7
E05013988,7149,5385,75.3
E05013989,4285,3708,86.5
E05013990,7589,5261,69.3
E05013991,6718,3775,56.2
E05013992,4392,3674,83.7
E05013993,6268,4829,77
E05013994,7467,4913,65.8
E05013995,5682,2064,36.3
E05013996,2287,1914,83.7
E05013997,7053,5826,82.6
E05013998,5918,5164,87.3
E05013999,5994,4649,77.6
E05014000,4633,2535,54.7
E05014001,4729,3379,71.5
E05014002,8405,3908,46.5
E05014003,6910,5789,83.8
E05014004,5494,3569,65
E05014005,6703,4782,71.3
E05014006,7614,4881,64.1
E05014007,6814,3668,53.8
E05014008,5709,4811,84.3
E05013652,5991,2449,40.9
E05013653,4612,1081,23.4
E05013654,3403,849,24.9
E05013655,2816,619,22
E05013656,5064,1927,38.1
E05013657,3303,1577,47.7
E05013658,5187,1519,29.3
E05013659,3724,1960,52.6
E05013660,5111,1271,24.9
E05013661,4449,2079,46.7
E05013662,5059,952,18.8
E05013663,3307,1144,34.6
E05013664,4375,1341,30.7
E05013665,5560,1087,19.6
E05013666,4420,807,18.3
E05013667,5658,2091,37
E05013668,4966,895,18
E05013669,4870,582,12
E05013670,5548,1693,30.5
E05013671,5343,1585,29.7
E05011462,4635,2883,62.2
E05011463,6851,2888,42.2
E05011464,6091,3122,51.3
E05011465,7343,2695,36.7
E05011466,5722,4423,77.3
E05011467,7219,3965,54.9
E05011468,7372,1652,22.4
E05011469,4137,3186,77
E05011470,3636,1049,28.9
E05011471,4050,1987,49.1
E05011472,4476,2368,52.9
E05011473,3697,2401,64.9
E05011474,3953,3087,78.1
E05011475,2406,1265,52.6
E05011476,5897,3880,65.8
E05011477,3791,2708,71.4
E05011478,6006,5006,83.3
E05011479,5249,1780,33.9
E05011480,3715,2857,76.9
E05011481,4250,3261,76.7
E05011482,6038,4307,71.3
E05011483,3834,2716,70.8
E05011484,7753,3961,51.1
E05011485,7094,2968,41.8
E05011486,7041,3570,50.7
E05011487,7355,3281,44.6
E05011488,6492,2949,45.4
E05011489,6843,3457,50.5
E05013518,5050,2649,52.5
E05013519,4809,2140,44.5
E05013520,6213,2355,37.9
E05013521,6693,2946,44
E05013522,5886,1941,33
E05013523,6110,2793,45.7
E05013524,6759,3433,50.8
E05013525,6207,2746,44.2
E05013526,4608,2732,59.3
E05013527,7058,2458,34.8
E05013528,5237,3056,58.4
E05013529,5477,2744,50.1
E05013530,5583,3556,63.7
E05013531,6139,2951,48.1
E05013532,5616,2289,40.8
E05013533,5015,1929,38.5
E05013534,5657,3101,54.8
E05013535,5918,2969,50.2
E05013536,7235,2353,32.5
E05013537,2844,1268,44.6
E05013538,4248,1697,39.9
E05013539,1800,746,41.4
E05013540,7296,3770,51.7
E05013541,6197,3193,51.5
E05013672,2959,2155,72.8
E05013673,3836,1889,49.2
E05013674,5636,2591,46
E05013675,3974,1809,45.5
E05013676,4878,3764,77.2
E05013677,4049,1539,38
E05013678,4021,2646,65.8
E05013679,6256,1651,26.4
E05013680,6408,2555,39.9
E05013681,3675,2712,73.8
E05013682,6145,2821,45.9
E05013683,3288,2194,66.7
E05013684,5747,2801,48.7
E05013685,5826,2082,35.7
E05013686,4574,2158,47.2
E05013687,3258,2211,67.9
E05013688,4202,2301,54.8
E05013689,4536,1651,36.4
E05013690,5447,3669,67.4
E05013691,5965,3252,54.5
E05013692,5668,3352,59.1
E05013693,5496,3575,65
E05013694,5581,1874,33.6
E05013695,5503,3327,60.5
E05013696,3999,2769,69.2
E05014072,6301,2545,40.4
E05014073,6798,3548,52.2
E05014074,4523,1965,43.4
E05014075,4054,1456,35.9
E05014076,6422,2645,41.2
E05014077,3421,1451,42.4
E05014078,4242,3009,70.9
E05014079,6294,3719,59.1
E05014080,4784,1149,24
E05014081,4619,1905,41.2
E05014082,5032,1703,33.8
E05014083,3934,2061,52.4
E05014084,2749,1010,36.7
E05014085,3437,1611,46.9
E05014086,5694,3540,62.2
E05014087,7598,2521,33.2
E05014088,5860,3076,52.5
E05014089,4760,2139,44.9
E05014090,4616,1297,28.1
E05014091,3958,1171,29.6
E05014092,5719,1301,22.7
E05014093,4647,1179,25.4
E05014094,4609,928,20.1
E05009367,4106,1200,29.2
E05009368,5191,1236,23.8
E05009369,5469,2006,36.7
E05009370,3999,1079,27
E05009371,4060,1182,29.1
E05009372,5690,1232,21.7
E05009373,5370,1496,27.9
E05009374,4946,1050,21.2
E05009375,6254,1073,17.2
E05009376,5532,1069,19.3
E05009377,5381,890,16.5
E05009378,6290,1167,18.6
E05009379,4931,1387,28.1
E05009380,5333,1794,33.6
E05009381,5584,1400,25.1
E05009382,3803,887,23.3
E05009383,5211,1111,21.3
E05009384,3238,774,23.9
E05009385,5573,2071,37.2
E05009386,5195,1235,23.8
E05009387,4927,724,14.7
E05013733,3787,1044,27.6
E05013734,3658,1062,29
E05013735,3872,1366,35.3
E05013736,3877,804,20.7
E05013737,4803,1264,26.3
E05013738,5361,1765,32.9
E05013739,3375,1304,38.6
E05013740,3364,1304,38.8
E05013741,3609,879,24.4
E05013742,3206,759,23.7
E05013743,5300,2256,42.6
E05013744,4645,2375,51.1
E05013745,3121,1540,49.3
E05013746,3079,1096,35.6
E05013747,5138,1599,31.1
E05013748,2625,445,17
E05013749,3594,943,26.2
E05013750,3142,1368,43.5
E05013751,4501,1025,22.8
E05013752,4201,910,21.7
E05013753,2988,980,32.8
E05013585,3318,2263,68.2
E05013586,4096,1477,36.1
E05013587,5104,1159,22.7
E05013588,6086,2960,48.6
E05013589,4880,2889,59.2
E05013590,6189,2271,36.7
E05013591,3069,1003,32.7
E05013592,5773,2927,50.7
E05013593,6704,2784,41.5
E05013594,3813,2111,55.4
E05013595,5342,1512,28.3
E05013596,5649,1238,21.9
E05013597,4074,1425,35
E05013598,3457,893,25.8
E05013599,5441,1421,26.1
E05013600,4920,2126,43.2
E05013601,6040,1705,28.2
E05013602,4038,1156,28.6
E05013603,5849,2134,36.5
E05013604,5067,1802,35.6
E05013605,6190,1860,30
E05013542,2887,2160,74.8
E05013543,3678,2353,64
E05013544,4728,2991,63.3
E05013545,4779,2581,54
E05013546,4495,1634,36.4
E05013547,3941,1910,48.5
E05013548,5023,2912,58
E05013549,3528,2564,72.7
E05013550,5174,3439,66.5
E05013551,4179,2298,55
E05013552,3055,2284,74.8
E05013553,4248,1916,45.1
E05013554,3159,2036,64.5
E05013555,5000,3384,67.7
E05013556,5586,4218,75.5
E05013557,2908,1938,66.6
E05013558,3329,1471,44.2
E05013559,5328,2937,55.1
E05013560,5056,3044,60.2
E05013561,3385,1644,48.6
E05013562,2586,1094,42.3
E05013563,3584,1880,52.5
E05013967,1816,866,47.7
E05013968,5149,4381,85.1
E05013969,6438,4730,73.5
E05013970,3512,3072,87.5
E05013971,6581,3362,51.1
E05013972,3359,2788,83
E05013973,5643,4004,71
E05013974,5947,4060,68.3
E05013975,6474,3129,48.3
E05013976,5295,4261,80.5
E05013977,4886,4113,84.2
E05013978,5487,4040,73.6
E05013979,5117,3706,72.4
E05013980,5904,3243,54.9
E05013981,3519,1721,48.9
E05013982,6202,4553,73.4
E05013983,4479,2420,54
E05013984,3987,2917,73.2
E05013985,6313,4582,72.6
E05013986,5165,4430,85.8
E05013564,5149,2872,55.8
E05013565,3800,2420,63.7
E05013566,6628,3363,50.7
E05013567,6752,5051,74.8
E05013568,2328,1551,66.6
E05013569,4943,1697,34.3
E05013570,4821,1915,39.7
E05013571,5467,3632,66.4
E05013572,3732,2008,53.8
E05013573,6042,4538,75.1
E05013574,4757,2811,59.1
E05013575,4515,2784,61.7
E05013576,5095,2590,50.8
E05013577,6223,4423,71.1
E05013578,4203,3259,77.5
E05013579,6139,4149,67.6
E05013580,6413,3165,49.4
E05013581,6519,3008,46.1
E05013582,6324,2750,43.5
E05013583,4734,2123,44.8
E05013584,4651,1722,37
E05013606,5316,2353,44.3
E05013607,3647,895,24.5
E05013608,3365,1646,48.9
E05013609,5730,2649,46.2
E05013610,5815,3103,53.4
E05013611,4459,2319,52
E05013612,4991,1816,36.4
E05013613,4221,2191,51.9
E05013614,5692,2562,45
E05013615,3871,2084,53.8
E05013616,5659,2654,46.9
E05013617,4329,2127,49.1
E05013618,3549,1690,47.6
E05013619,4708,2235,47.5
E05013620,3636,1014,27.9
E05013621,3040,1078,35.5
E05013622,5154,1970,38.2
E05013623,4805,3080,64.1
E05013624,4879,1785,36.6
E05013625,5453,2623,48.1
E05013626,5273,2970,56.3
E05013627,5366,2200,41
E05013697,6013,1764,29.3
E05013698,5554,1711,30.8
E05013699,5069,1052,20.8
E05013700,5043,851,16.9
E05013701,5867,1584,27
E05013702,4920,1267,25.8
E05013703,6103,1238,20.3
E05013704,6013,2324,38.6
E05013705,6439,1959,30.4
E05013706,5365,1182,22
E05013707,5853,1563,26.7
E05013708,5364,1251,23.3
E05013709,6151,1603,26.1
E05013710,5647,1527,27
E05013711,5472,1269,23.2
E05013712,6113,1810,29.6
E05013713,5513,1785,32.4
E05009388,3835,1484,38.7
E05009389,4006,1334,33.3
E05009390,3893,1765,45.3
E05009391,3749,1123,30
E05009392,4348,953,21.9
E05009393,4171,1456,34.9
E05009394,2778,472,17
E05009395,4668,1219,26.1
E05009396,3804,452,11.9
E05009397,3842,1448,37.7
E05009398,2698,1080,40
E05009399,3620,462,12.8
E05009400,2674,968,36.2
E05009401,3637,1459,40.1
E05009402,4398,1697,38.6
E05009403,3925,1517,38.6
E05009404,2771,799,28.8
E05009405,4078,1505,36.9
E05013928,2379,1831,77
E05013929,2561,1662,64.9
E05013930,3458,1800,52.1
E05013931,3706,2646,71.4
E05013932,2667,1751,65.7
E05013933,3820,2585,67.7
E05013934,2452,1468,59.9
E05013935,4155,3062,73.7
E05013936,2050,1439,70.2
E05013937,4205,2400,57.1
E05013938,4293,1813,42.2
E05013939,2496,2034,81.5
E05013940,3710,2309,62.2
E05013941,4164,1732,41.6
E05013942,2481,1747,70.4
E05013943,5341,2699,50.5
E05013944,4964,2262,45.6
E05013945,4185,2744,65.6
E05013946,2543,1949,76.6
E05014095,6615,2101,31.8
E05014096,6712,1318,19.6
E05014097,6309,2072,32.8
E05014098,4088,857,21
E05014099,4220,1897,45
E05014100,4250,1050,24.7
E05014101,5434,1566,28.8
E05014102,7103,2469,34.8
E05014103,4374,1579,36.1
E05014104,6564,2505,38.2
E05014105,6499,1709,26.3
E05014106,6913,2965,42.9
E05014107,4627,1113,24.1
E05014108,5529,1427,25.8
E05014109,4551,1372,30.1
E05014110,4714,1332,28.3
E05014111,6862,1423,20.7
E05014112,6633,3258,49.1
E05014113,4021,1602,39.8
E05014114,4630,2182,47.1
E05014115,6533,2708,41.5
E05014116,4087,1882,46
E05014117,4848,1031,21.3
E05014118,3863,812,21
E05014119,4703,2241,47.7
E05013714,4643,1374,29.6
E05013715,7385,2878,39
E05013716,7348,2695,36.7
E05013717,6264,3796,60.6
E05013718,6205,3550,57.2
E05013719,7097,1692,23.8
E05013720,6888,2976,43.2
E05013721,6131,1423,23.2
E05013722,6411,3145,49.1
E05013723,6304,3205,50.8
E05013724,7965,3600,45.2
E05013725,6239,2935,47
E05013726,6141,3293,53.6
E05013727,3804,959,25.2
E05013728,4232,970,22.9
E05013729,7627,4046,53
E05013730,7825,3219,41.1
E05013731,7118,3075,43.2
E05013732,6761,2398,35.5
E05013810,4461,2118,47.5
E05013811,3520,2608,74.1
E05013812,4760,2020,42.4
E05013813,4236,1597,37.7
E05013814,4212,1806,42.9
E05013815,4178,2330,55.8
E05013816,3759,1785,47.5
E05013817,4298,1888,43.9
E05013818,4106,2553,62.2
E05013819,4106,3194,77.8
E05013820,3056,2181,71.4
E05013821,3889,2091,53.8
E05013822,3436,1910,55.6
E05013823,5123,3012,58.8
E05013824,4084,1782,43.6
E05013825,4822,3206,66.5
E05013826,2452,1152,47
E05013827,3889,2757,70.9
E05013828,4221,2453,58.1
E05013829,5120,3025,59.1
E05013904,5480,1577,28.8
E05013905,4560,1657,36.3
E05013906,3823,820,21.4
E05013907,2796,557,19.9
E05013908,6206,1664,26.8
E05013909,4298,1713,39.9
E05013910,5442,2235,41.1
E05013911,3810,1455,38.2
E05013912,5859,1756,30
E05013913,4437,1771,39.9
E05013914,4135,1708,41.3
E05013915,5062,1681,33.2
E05013916,4687,1634,34.9
E05013917,4520,1280,28.3
E05013918,5740,1669,29.1
E05013919,4223,1707,40.4
E05013920,5817,1452,25
E05013921,2947,1320,44.8
E05013922,3658,807,22.1
E05013923,6748,1562,23.1
E05013924,6805,1413,20.8
E05013925,4523,762,16.8
E05013926,4596,1831,39.8
E05013927,5333,1545,29
E05011234,4981,2822,56.7
E05011235,4895,3230,66
E05011236,5247,3477,66.3
E05011237,5408,3049,56.4
E05011238,6176,3583,58
E05011239,4187,3120,74.5
E05011240,3680,1789,48.6
E05011241,3977,2456,61.8
E05011242,5254,3207,61
E05011243,5231,3431,65.6
E05011244,4704,2245,47.7
E05011245,5741,3195,55.7
E05011246,4107,914,22.3
E05011247,4557,1497,32.9
E05011248,4427,2845,64.3
E05011249,3719,2869,77.1
E05011250,4306,2457,57.1
E05011251,4572,2280,49.9
E05011252,5122,3199,62.5
E05011253,4745,2098,44.2
E05011254,3059,2187,71.5
E05011255,5615,3272,58.3
E05013774,4290,2475,57.7
E05013775,4125,2926,70.9
E05013776,4439,3091,69.6
E05013777,4401,2576,58.5
E05013778,4254,2950,69.3
E05013779,4095,2454,59.9
E05013780,4635,2857,61.6
E05013781,3750,2320,61.9
E05013782,5002,3049,61
E05013783,5227,2882,55.1
E05013784,4544,2525,55.6
E05013785,4805,3161,65.8
E05013786,5046,2584,51.2
E05013787,4166,2852,68.5
E05013788,4721,3029,64.2
E05013789,4855,2722,56.1
E05013790,4325,3003,69.4
E05013791,4024,2902,72.1
E05011095,4106,903,22
E05011096,6833,1504,22
E05011097,3842,1489,38.8
E05011098,6123,1184,19.3
E05011099,3884,2091,53.8
E05011100,3769,2577,68.4
E05011101,4336,2091,48.2
E05011102,4795,751,15.7
E05011103,5912,2828,47.8
E05011104,7201,1666,23.1
E05011105,5808,1188,20.5
E05011106,7158,1745,24.4
E05011107,7161,1308,18.3
E05011108,6644,2001,30.1
E05011109,7438,1311,17.6
E05011110,5790,1111,19.2
E05011111,4001,2018,50.4
E05011112,6922,1577,22.8
E05011113,6220,2064,33.2
E05011114,3647,814,22.3
E05011115,6431,2036,31.7
E05011116,6902,1408,20.4
E05011117,5893,2081,35.3
E05013754,4155,3230,77.7
E05013755,4865,3164,65
E05013756,4630,3398,73.4
E05013757,3600,2904,80.7
E05013758,4085,3224,78.9
E05013759,2756,1659,60.2
E05013760,4176,3382,81
E05013761,3131,1506,48.1
E05013762,4420,2080,47.1
E05013763,4067,2206,54.2
E05013764,2958,2344,79.2
E05013765,5407,2200,40.7
E05013766,4251,2994,70.4
E05013767,5594,2539,45.4
E05013768,4468,2865,64.1
E05013769,4245,2883,67.9
E05013770,4980,3140,63.1
E05013771,4654,2832,60.9
E05013772,3208,2190,68.3
E05013773,2695,2303,85.5
E05009317,7251,1682,23.2
E05009318,9509,2261,23.8
E05009319,8412,2369,28.2
E05009320,5276,1666,31.6
E05009321,4524,969,21.4
E05009322,5047,1001,19.8
E05009323,8556,1793,21
E05009324,6139,1782,29
E05009325,7529,1489,19.8
E05009326,2927,972,33.2
E05009327,7803,1737,22.3
E05009328,2861,510,17.8
E05009329,4840,851,17.6
E05009330,5797,2032,35.1
E05009331,7413,1583,21.4
E05009332,4492,803,17.9
E05009333,5058,1050,20.8
E05009334,4259,889,20.9
E05009335,5468,1215,22.2
E05009336,7380,1227,16.6
E05013882,5652,2149,38
E05013883,3823,1259,32.9
E05013884,4868,2703,55.5
E05013885,4707,3126,66.4
E05013886,3559,2425,68.1
E05013887,5831,2707,46.4
E05013888,5487,2560,46.7
E05013889,3553,2168,61
E05013890,4991,3094,62
E05013891,4484,1754,39.1
E05013892,4983,1974,39.6
E05013893,5697,2290,40.2
E05013894,5096,2994,58.8
E05013895,5557,2552,45.9
E05013896,4832,1724,35.7
E05013897,4817,2247,46.6
E05013898,3197,1402,43.9
E05013899,4563,2012,44.1
E05013900,2900,1609,55.5
E05013901,5012,3204,63.9
E05013902,5647,2793,49.5
E05013903,3638,1604,44.1
E05014009,7432,3669,49.4
E05014010,8504,2734,32.1
E05014011,7482,3431,45.9
E05014012,5042,1182,23.4
E05014013,6850,3273,47.8
E05014014,5883,2391,40.6
E05014015,2819,639,22.7
E05014016,4607,2861,62.1
E05014017,6695,1881,28.1
E05014018,6900,2632,38.1
E05014019,6659,1960,29.4
E05014020,4426,1905,43
E05014021,5192,3036,58.5
E05014022,7441,3738,50.2
E05014023,6646,3104,46.7
E05014024,6958,2583,37.1
E05014025,4926,2449,49.7
E05014026,4364,1996,45.7
E05014027,6524,3381,51.8
E05014028,8299,3276,39.5
E05014029,6603,2682,40.6
E05014030,7145,3522,49.3
E05013792,6085,2191,36
E05013793,6211,1951,31.4
E05013794,4544,622,13.7
E05013795,5105,1135,22.2
E05013796,4690,1297,27.7
E05013797,4942,1765,35.7
E05013798,5521,1589,28.8
E05013799,4464,1582,35.4
E05013800,4976,1473,29.6
E05013801,6186,1900,30.7
E05013802,5242,1577,30.1
E05013803,4997,1031,20.6
E05013804,5097,1056,20.7
E05013805,5575,1969,35.3
E05013806,5297,1189,22.4
E05013807,5034,1375,27.3
E05013808,6237,1419,22.8
E05013809,4605,831,18
E05002249,6491,2918,45
E05002250,2664,2172,81.5
E05002251,7515,3236,43.1
E05002252,6643,3378,50.9
E05002253,3191,2842,89.1
E05002254,3691,2730,74
E05002255,5984,3026,50.6
E05002256,6395,4932,77.1
E05002257,3983,2775,69.7
E05002258,4996,4237,84.8
E05002259,3991,2897,72.6
E05002260,5519,4221,76.5
E05002261,5263,2147,40.8
E05002262,4433,2436,55
E05002263,5305,4128,77.8
E05002264,4635,2662,57.4
E05002265,5581,3825,68.5
E05002266,6116,4643,75.9
E05002267,6354,3954,62.2
E05002268,5422,3544,65.4
E05002269,3791,2730,72
E05002270,3495,2693,77.1
E05002271,2351,1808,76.9
E05002272,4935,3702,75
E05002273,2883,1551,53.8
E05002274,2126,1597,75.1
E05002275,1988,1505,75.7
E05002276,3339,2004,60
E05002277,2492,1805,72.4
E05002278,2938,1832,62.4
E05002279,1892,1347,71.2
E05002280,3440,2208,64.2
E05002281,3744,2277,60.8
E05002282,2062,1699,82.4
E05002283,2382,1332,55.9
E05002284,1983,1596,80.5
E05002285,3588,1825,50.9
E05002286,3138,2453,78.2
E05002287,2796,1174,42
E05002288,2173,1827,84.1
E05012132,1694,1208,71.3
E05012133,1365,1065,78
E05012134,1531,978,63.9
E05012135,1446,1079,74.6
E05012136,4332,3097,71.5
E05012137,2776,2129,76.7
E05012138,1535,994,64.8
E05012139,5039,3226,64
E05012140,1874,1093,58.3
E05012141,3740,1707,45.6
E05012142,3081,1765,57.3
E05012143,5671,3118,55
E05012144,3328,1986,59.7
E05012145,3638,2830,77.8
E05012146,1568,1127,71.9
E05012147,1644,981,59.7
E05012148,3137,2044,65.2
E05012149,1410,1158,82.1
E05012150,3059,2022,66.1
E05012151,2991,2202,73.6
E05012152,1396,820,58.7
E05012153,4165,3614,86.8
E05012154,3165,2521,79.7
E05012155,3067,2270,74
E05013864,4763,955,20.1
E05013865,4327,1813,41.9
E05013866,4672,2998,64.2
E05013867,3622,3103,85.7
E05013868,4211,1946,46.2
E05013869,4621,2044,44.2
E05013870,3793,3049,80.4
E05013871,4640,1462,31.5
E05013872,3488,2519,72.2
E05013873,4587,2289,49.9
E05013874,3823,1831,47.9
E05013875,4594,1583,34.5
