mnemonic,all_households,owned_households,percent_owned
E05008984,2724,2216,81.4
E05008985,3150,2135,67.8
E05008986,3388,2125,62.7
E05008988,1102,791,71.8
E05010758,3705,2585,69.8
E05010759,3611,2784,77.1
E05010760,3425,2435,71.1
E05010178,1864,1038,55.7
E05010179,1643,1319,80.3
E05010180,1651,816,49.4
E05010181,1890,1284,67.9
E05010182,1762,1280,72.6
E05010183,1775,1278,72
E05010184,1333,925,69.4
E05010185,1553,1150,74.1
E05010186,2043,1474,72.1
E05010187,1278,640,50.1
E05010188,1542,1186,76.9
E05010189,1750,1052,60.1
E05010190,1706,1287,75.4
E05010191,1602,935,58.4
E05010192,1864,1270,68.1
E05010193,1561,1140,73
E05010194,1260,989,78.5
E05010195,1896,1380,72.8
E05010196,1479,1094,74
E05010197,1603,1041,64.9
E05010198,1465,1106,75.5
E05010199,1888,1285,68.1
E05010200,1826,1308,71.6
E05010201,1185,933,78.7
E05010202,1479,1200,81.1
E05010203,1765,1197,67.8
E05010204,1819,1287,70.8
E05010205,1665,1237,74.3
E05010206,1705,1238,72.6
E05010207,1304,1125,86.3
E05010208,1608,1283,79.8
E05010209,1528,990,64.8
E05010210,1908,1484,77.8
E05010211,1624,1141,70.3
E05010212,1974,1389,70.4
E05010213,1647,1337,81.2
E05012615,2580,1752,67.9
E05012616,2715,2100,77.3
E05012617,2223,1828,82.2
E05012618,4087,3273,80.1
E05012619,4303,3288,76.4
E05012620,4317,3328,77.1
E05012621,4073,1437,35.3
E05012622,5025,2292,45.6
E05012623,4945,3335,67.4
E05012624,4311,2963,68.7
E05012625,4472,2295,51.3
E05012626,1457,1099,75.4
E05012627,4344,2937,67.6
E05012628,2981,1858,62.3
E05012629,3277,2379,72.6
E05012630,3521,1871,53.1
E05012631,3984,2915,73.2
E05009823,1227,1051,85.7
E05009824,1279,958,74.9
E05009825,1535,1137,74.1
E05009826,1473,1133,76.9
E05009827,1235,1024,82.9
E05009828,2762,2281,82.6
E05009829,1502,1108,73.8
E05009830,1206,774,64.2
E05009831,1380,965,69.9
E05009832,1500,674,44.9
E05009833,1270,1108,87.2
E05009834,1258,872,69.3
E05009835,1376,1134,82.4
E05009836,1496,1306,87.3
E05009837,800,701,87.6
E05009838,1329,1165,87.7
E05009839,1161,1069,92.1
E05009840,1330,925,69.5
E05009841,1188,1097,92.3
E05009842,1502,1180,78.6
E05009843,698,551,78.9
E05009844,1444,995,68.9
E05009845,1292,1110,85.9
E05009846,1401,1125,80.3
E05009847,1586,1014,63.9
E05009848,1955,1203,61.5
E05009849,1258,1087,86.4
E05009850,1281,1003,78.3
E05009851,1257,1114,88.6
E05009852,1286,1126,87.6
E05007846,1589,1243,78.2
E05007847,913,713,78.1
E05007848,1600,1349,84.3
E05007849,2802,1922,68.6
E05007850,1973,1346,68.2
E05007851,890,666,74.8
E05007852,2101,1598,76.1
E05007853,959,762,79.5
E05007854,3036,1987,65.4
E05007855,869,691,79.5
E05007856,837,612,73.1
E05007857,1017,789,77.6
E05007858,2799,1232,44
E05007859,1804,1411,78.2
E05007860,1982,1291,65.1
E05007861,839,710,84.6
E05007862,893,683,76.5
E05007863,1804,1166,64.6
E05007864,2049,1349,65.8
E05007865,1434,1175,81.9
E05007866,1821,1348,74
E05007867,885,734,82.9
E05007868,2863,1724,60.2
E05007869,2587,1950,75.4
E05007870,3857,2132,55.3
E05007871,2677,1491,55.7
E05007872,3522,1932,54.9
E05007873,2416,1908,79
E05007874,3793,2257,59.5
E05007875,3795,2608,68.7
E05007876,2202,1304,59.2
E05007877,2509,1652,65.8
E05007878,2655,2060,77.6
E05007879,3512,2423,69
E05007880,3031,1670,55.1
E05007881,2261,1696,75
E05007882,3730,2808,75.3
E05007883,5716,2380,41.6
E05007884,3550,2908,81.9
E05007885,2303,1064,46.2
E05007886,3474,2282,65.7
E05007887,2434,1230,50.5
E05007888,2109,1541,73.1
E05007889,3771,1870,49.6
E05007890,2479,1934,78
E05007891,2532,1797,71
E05007892,2654,949,35.8
E05007893,2220,1627,73.3
E05007894,2455,1704,69.4
E05007895,1411,1052,74.6
E05007896,3325,1839,55.3
E05007897,1236,1039,84.1
E05007898,1135,936,82.5
E05007899,1267,888,70.1
E05007900,2420,1748,72.2
E05007901,1203,850,70.7
E05007902,1120,883,78.8
E05007903,1163,660,56.7
E05007904,2675,1736,64.9
E05007905,2699,2253,83.5
E05007906,2195,1522,69.3
E05007907,2244,1106,49.3
E05007908,1228,1009,82.2
E05007909,1094,859,78.5
E05007910,2470,1200,48.6
E05007911,2229,1560,70
E05007912,1249,980,78.5
E05007913,1706,1100,64.5
E05007914,1308,969,74.1
E05007915,1205,878,72.9
E05007916,1255,879,70
E05007917,2547,2075,81.5
E05007918,2372,1535,64.7
E05007919,3117,2370,76
E05007920,1597,1177,73.7
E05007921,1101,860,78.1
E05007922,3971,2553,64.3
E05007923,1378,1047,76
E05007924,1079,735,68.1
E05007925,1247,982,78.7
E05007926,1111,903,81.3
E05010502,3944,2659,67.4
E05010503,3887,2722,70
E05010504,4019,3271,81.4
E05010505,4489,2556,56.9
E05010506,3962,2465,62.2
E05010507,4561,2644,58
E05010508,4147,3069,74
E05010509,1020,897,87.9
E05010510,4466,3275,73.3
E05010511,4298,2818,65.6
E05010512,2444,1747,71.5
E05010513,4082,3035,74.4
E05011118,9057,4755,52.5
E05011119,4423,2467,55.8
E05011120,7100,3504,49.4
E05011121,6773,3166,46.7
E05011122,3881,1392,35.9
E05011123,9668,4634,47.9
E05011124,8169,4813,58.9
E05011125,3986,1401,35.1
E05011126,5523,1329,24.1
E05011127,3696,1387,37.5
E05011128,5931,2042,34.4
E05011129,8291,4376,52.8
E05011130,7805,5016,64.3
E05011131,7087,4227,59.6
E05011132,4212,1472,34.9
E05011133,4955,2539,51.2
E05011134,6315,2990,47.3
E05011135,9183,4785,52.1
E05011136,5170,2475,47.9
E05011137,4119,1940,47.1
E05011138,9033,4393,48.6
E05011139,4062,1711,42.1
E05011140,7886,5448,69.1
E05011141,3997,3167,79.2
E05011142,3555,1610,45.3
E05011143,6766,4029,59.5
E05011144,9949,4961,49.9
E05011145,3544,1741,49.1
E05011146,4382,2944,67.2
E05011147,3641,1546,42.5
E05011148,4889,2971,60.8
E05011149,4902,2243,45.8
E05011150,8126,4466,55
E05011151,13034,2287,17.5
E05011152,9692,5554,57.3
E05011153,3425,1295,37.8
E05011154,9160,4698,51.3
E05011155,4913,807,16.4
E05011156,4471,739,16.5
E05011157,8380,3235,38.6
E05011158,4445,3140,70.6
E05011159,8587,5824,67.8
E05011160,7784,5435,69.8
E05011161,4934,2552,51.7
E05011162,4585,2427,52.9
E05011163,8768,5565,63.5
E05011164,4441,2550,57.4
E05011165,5266,2359,44.8
E05011166,8166,5560,68.1
E05011167,5354,3063,57.2
E05011168,10720,2891,27
E05011169,4248,2687,63.3
E05011170,7742,3322,42.9
E05011171,5427,3158,58.2
E05011172,4364,2665,61.1
E05011173,9211,4382,47.6
E05011174,3858,3122,80.9
E05011175,4247,3349,78.9
E05011176,4245,2729,64.3
E05011177,4728,3839,81.2
E05011178,4159,3035,73
E05011179,8296,6562,79.1
E05011180,7034,5564,79.1
E05011181,3790,3217,84.9
E05011182,4050,1791,44.2
E05011183,3693,2015,54.6
E05011184,9652,4543,47.1
E05011185,4209,2859,67.9
E05011186,4290,2258,52.6
E05001218,6987,5342,76.5
E05001219,7568,4128,54.5
E05001220,6838,4387,64.2
E05001221,6201,4927,79.5
E05001222,7448,2798,37.6
E05001223,8586,4304,50.1
E05001224,7148,4487,62.8
E05001225,8250,4493,54.5
E05001226,8929,5120,57.3
E05001227,7888,3723,47.2
E05001228,8772,1825,20.8
E05001229,7469,4574,61.2
E05001230,7717,4081,52.9
E05001231,4687,3892,83
E05001232,8032,4404,54.8
E05001233,6865,4435,64.6
E05001234,7941,5426,68.3
E05001235,6812,4715,69.2
E05001236,5555,4331,78
E05001237,6208,3907,62.9
E05001238,6747,3186,47.2
E05001239,6052,3393,56.1
E05001240,6379,3634,57
E05001241,5721,3409,59.6
E05001242,5769,3702,64.2
E05001243,5895,4118,69.9
E05001244,5567,3967,71.3
E05001245,5267,4336,82.3
E05001246,4902,3746,76.4
E05001247,5179,4407,85.1
E05001248,5333,4384,82.2
E05001249,5379,3238,60.2
E05001250,6038,3324,55.1
E05001251,5098,4142,81.2
E05001252,5321,4028,75.7
E05001253,5647,3656,64.7
E05001254,6357,3142,49.4
E05001255,6091,2891,47.5
E05001256,5065,3869,76.4
E05001257,5780,3700,64
E05001258,6252,4234,67.7
E05001259,5475,4314,78.8
E05001260,5137,2998,58.4
E05001261,5149,3082,59.9
E05001262,4765,2992,62.8
E05001263,5120,3303,64.5
E05001264,6242,3267,52.3
E05001265,4957,2590,52.2
E05001266,5121,3399,66.4
E05001267,5457,2715,49.8
E05001268,5248,2301,43.8
E05001269,5575,2688,48.2
E05001270,5871,3054,52
E05001271,4855,3453,71.1
E05001272,5118,3497,68.3
E05001273,5860,3175,54.2
E05001274,5612,2440,43.5
E05001275,5481,3309,60.4
E05001276,5019,2618,52.2
E05001277,5342,2459,46
E05001278,6277,2226,35.5
E05001279,6006,2934,48.9
E05001280,5082,3147,61.9
E05001281,5007,2678,53.5
E05001282,5898,3192,54.1
E05001283,6036,2487,41.2
E05001284,5319,3760,70.7
E05001285,6531,4982,76.3
E05001286,4777,3914,81.9
E05001287,5824,2397,41.2
E05001288,4466,3829,85.7
E05001289,5118,3891,76
E05001290,5517,2708,49.1
E05001291,4668,3877,83.1
E05001292,5627,4209,74.8
E05001293,5241,4217,80.5
E05001294,5204,3946,75.8
E05001295,5332,4620,86.6
E05001296,4774,3764,78.8
E05001297,5042,3976,78.9
E05001298,5536,4218,76.2
E05001299,5281,3764,71.3
E05001300,5221,2561,49.1
E05001301,5990,4529,75.6
E05001302,5599,4035,72.1
E05001303,5447,2654,48.7
E05001304,6329,2455,38.8
E05001305,5729,2475,43.2
E05001306,5387,2725,50.6
E05001307,5655,3143,55.6
E05001308,5594,3468,62
E05001309,6604,2935,44.4
E05001310,4732,3810,80.5
E05001311,5307,2823,53.2
E05001312,4892,3629,74.2
E05001313,4694,3950,84.1
E05001314,5533,2523,45.6
E05001315,5186,3410,65.8
E05001316,7079,2755,38.9
E05001317,4994,3488,69.8
E05001318,5548,4948,89.2
E05001319,5049,3431,68
E05001320,6882,3404,49.5
E05001321,6331,2681,42.3
E05001322,4924,2951,59.9
E05001323,4267,2366,55.4
E05001324,5026,3308,65.8
E05001325,6605,2717,41.1
E05001326,5267,2376,45.1
E05001327,6226,2881,46.3
E05001328,4782,2837,59.3
E05001329,5328,2432,45.6
E05001330,6036,1833,30.4
E05001331,5167,3441,66.6
E05001332,5113,2921,57.1
E05001333,5467,2670,48.8
E05001334,4981,4098,82.3
E05001335,4962,1431,28.8
E05001336,4978,3146,63.2
E05001337,5048,3880,76.9
E05001338,4844,3588,74.1
E05001339,4881,3207,65.7
E05001340,4909,3050,62.1
E05010805,1418,1085,76.5
E05010806,4092,1908,46.6
E05010807,5197,1797,34.6
E05010808,4193,1826,43.5
E05010809,4710,2002,42.5
E05010810,4234,2961,69.9
E05010811,4775,2536,53.1
E05010812,4828,2602,53.9
E05010813,2727,2256,82.7
E05010814,4131,2920,70.7
E05010815,2997,1510,50.4
E05010816,3642,2335,64.1
E05010817,4014,1700,42.4
E05010818,4357,2217,50.9
E05010819,4315,2801,64.9
E05010820,3723,2062,55.4
E05010821,4517,2271,50.3
E05010822,4167,2069,49.7
E05010823,4343,2745,63.2
E05010824,4495,3048,67.8
E05010825,2290,1500,65.5
E05010826,1362,744,54.6
E05002193,2656,2158,81.2
E05002194,4663,2157,46.3
E05002195,2991,2331,77.9
E05002196,4772,2948,61.8
E05002197,3238,1943,60
E05002198,4929,2127,43.2
E05002199,4837,2069,42.8
E05002200,4648,1344,28.9
E05002201,3017,2282,75.6
E05002202,4826,2574,53.3
E05002203,4955,2748,55.5
E05002204,3032,2092,69
E05002205,3144,1532,48.7
E05002206,4624,2853,61.7
E05002207,4467,2617,58.6
E05002208,7346,1443,19.6
E05002209,2901,2263,78
E05002210,3217,2042,63.5
E05002211,4666,3045,65.3
E05002212,4204,3211,76.4
E05002213,4446,3009,67.7
E05002214,4472,2621,58.6
E05002215,4057,3379,83.3
E05002216,5557,1846,33.2
E05002217,4708,3127,66.4
E05002218,5668,2307,40.7
E05002219,4446,3045,68.5
E05002220,4480,3178,70.9
E05002221,4639,2938,63.3
E05002222,5141,2919,56.8
E05002223,4193,2671,63.7
E05002224,3956,3248,82.1
E05002225,5974,2027,33.9
E05002226,4628,2649,57.2
E05002227,3852,3114,80.8
E05002228,3926,2737,69.7
E05002229,4084,2704,66.2
E05002230,3891,2155,55.4
E05002231,3961,2211,55.8
E05002232,2842,2187,77
E05002233,2272,1939,85.3
E05002234,2805,2017,71.9
E05002235,5272,2348,44.5
E05002236,3555,2055,57.8
E05002237,2653,2125,80.1
E05002238,2461,1841,74.8
E05002239,4643,2842,61.2
E05002240,2456,1993,81.1
E05002241,2650,1760,66.4
E05002242,3534,2316,65.5
E05002243,3066,2059,67.2
E05002244,2564,1794,70
E05002245,3225,2837,88
E05002246,2849,1156,40.6
E05002247,2369,1052,44.4
E05002248,5217,2626,50.3
E05008751,3504,2626,74.9
E05008752,3281,2748,83.8
E05008753,4592,1355,29.5
E05008754,4088,1715,42
E05008755,1918,1441,75.1
E05008756,2976,1723,57.9
E05008757,2175,1457,67
E05008758,2295,1553,67.7
E05008759,3964,2044,51.6
E05008760,3332,2535,76.1
E05008761,4205,1611,38.3
E05008762,1776,1272,71.6
E05008763,2980,1825,61.2
E05008764,1557,858,55.1
E05008765,3556,2520,70.9
E05008766,1555,1210,77.8
E05008767,2125,1259,59.2
E05008768,3975,1859,46.8
E05008769,3355,2362,70.4
E05008770,1572,1282,81.6
E05008771,2916,2375,81.4
E05008772,3056,1557,50.9
E05008773,1418,1088,76.7
E05008774,1655,1294,78.2
E05008775,2668,2005,75.1
E05008776,2908,2164,74.4
E05008777,1552,1224,78.9
E05008779,6792,4808,70.8
E05008780,2083,1390,66.7
E05008781,2055,1690,82.2
E05008782,4466,2970,66.5
E05008783,4975,3449,69.3
E05008785,6316,4519,71.5
E05008786,2329,1446,62.1
E05008787,3630,2706,74.5
E05008790,3832,3022,78.9
E05008791,1824,1422,78
E05008792,5884,4304,73.1
E05008793,2170,1722,79.4
E05008796,6353,4386,69
E05008797,6254,4359,69.7
E05008798,5200,3825,73.6
E05008800,1975,1079,54.6
E05008801,3726,2685,72.1
E05008803,4358,3009,69
E05008804,2444,1772,72.5
E05008805,6493,4954,76.3
E05008806,1652,976,59.1
E05008807,4010,3030,75.6
E05008808,1874,1542,82.3
E05012843,5804,4450,76.7
E05012844,4222,3348,79.3
E05012845,2393,1428,59.7
E05012846,4509,2784,61.7
E05012847,1716,1287,75
E05012848,3921,2479,63.2
E05012849,1918,1327,69.2
E05012850,5579,3752,67.3
E05013050,4441,1773,39.9
E05013051,4001,1888,47.2
E05013052,2448,1002,40.9
E05013053,3747,2113,56.4
E05013054,3936,1718,43.6
E05013055,4084,1499,36.7
E05013056,4389,1659,37.8
E05013057,2660,883,33.2
E05013058,1649,900,54.6
E05013059,4331,1628,37.6
E05013060,4155,2179,52.4
E05013061,4042,1788,44.2
E05013062,4867,2102,43.2
E05013063,3720,2001,53.8
E05011560,2351,1647,70.1
E05011561,2762,2106,76.2
E05011562,1231,967,78.6
E05011563,2845,1560,54.8
E05011564,1905,1334,70
E05011565,4216,2812,66.7
E05011566,2703,1899,70.3
E05011567,1451,1080,74.4
E05011568,4100,2569,62.7
E05011569,2878,1814,63
E05011570,2729,1628,59.7
E05011571,2773,2129,76.8
E05011572,2356,1835,77.9
E05011573,2902,1924,66.3
E05009491,2479,1691,68.2
E05009492,1916,1488,77.7
E05009493,1122,764,68.1
E05009494,1135,436,38.4
E05009495,2063,1622,78.6
E05009496,2119,1556,73.4
E05009497,1050,693,66
E05009498,1195,787,65.9
E05009499,1144,867,75.8
E05009500,3553,2102,59.2
E05009501,3105,2253,72.6
E05009502,3331,2335,70.1
E05009503,1447,615,42.5
E05009504,2448,1332,54.4
E05009505,2333,1754,75.2
E05009506,1080,684,63.3
E05009507,3001,2345,78.1
E05009508,1361,1012,74.4
E05009509,1293,780,60.3
E05009510,1013,590,58.2
E05009511,1191,938,78.8
E05009512,1256,890,70.9
E05009513,2302,1072,46.6
E05009514,1140,842,73.9
E05011256,1527,1242,81.3
E05011257,3749,2385,63.6
E05011258,1511,1168,77.3
E05011259,1687,1264,74.9
E05011260,4338,2864,66
E05011261,1257,1053,83.8
E05011262,1408,1144,81.2
E05011263,2682,1887,70.4
E05011264,2873,2414,84
E05011265,2875,2155,75
E05011266,5362,2232,41.6
E05011267,1445,1135,78.5
E05011268,4583,3143,68.6
E05011269,2891,1993,68.9
E05011270,3597,2241,62.3
E05011271,1285,989,77
E05011272,1496,786,52.5
E05011273,4826,3376,70
E05011274,5284,3325,62.9
E05011275,4658,3380,72.6
E05011276,2805,2031,72.4
E05011277,1634,1255,76.8
E05011278,2803,2058,73.4
E05011279,2370,1691,71.4
E05011280,3292,2447,74.3
E05011281,4636,3365,72.6
E05011282,1500,1108,73.9
E05011283,1741,1309,75.2
E05011284,1483,1041,70.2
E05011285,1596,1118,70.1
E05011286,1347,976,72.5
E05011289,2912,2152,73.9
E05011291,4622,2821,61
E05011292,1428,1110,77.7
E05011293,1613,1207,74.8
E05011294,2105,1514,71.9
E05011295,1309,1033,78.9
E05011296,4426,3154,71.3
E05011297,4689,2839,60.5
E05011298,3068,2172,70.8
E05011300,3466,2360,68.1
E05011301,4711,3093,65.7
E05011304,3166,2206,69.7
E05011305,1608,1181,73.4
E05011306,1384,1043,75.4
E05011307,1302,952,73.1
E05013880,2846,2064,72.5
E05013881,3001,2253,75.1
E05014031,4361,2577,59.1
E05014032,2618,1764,67.4
E05014169,1630,1081,66.3
E05014170,3057,2035,66.6
E05004021,4872,3941,80.9
E05004022,5050,4006,79.3
E05004023,4591,3917,85.3
E05004024,3496,2590,74.1
E05004025,5894,3131,53.1
E05004026,5717,3340,58.4
E05004027,3567,2761,77.4
E05004028,5808,2563,44.1
E05004029,5825,3342,57.4
E05004030,5380,2507,46.6
E05004031,5168,2873,55.6
E05004032,4096,1802,44
E05004033,4009,1655,41.3
E05004034,3406,2779,81.6
E05004035,5499,4239,77.1
E05004036,3979,2849,71.6
E05010365,3967,3035,76.5
E05010366,2154,1477,68.6
E05010367,2903,1455,50.1
E05010368,4259,1975,46.4
E05010369,2722,1728,63.5
E05010370,2630,1979,75.2
E05010371,1194,939,78.6
E05010372,2556,1831,71.6
E05010374,3784,3066,81
E05010378,2522,1799,71.3
E05010379,2381,1710,71.8
E05010380,1160,904,77.9
E05010382,1230,945,76.8
E05010383,1323,1025,77.5
E05010384,2516,1808,71.9
E05010385,2450,1841,75.1
E05010388,2652,1724,65
E05010389,2806,1832,65.3
E05010390,1169,862,73.7
E05012961,1182,949,80.3
E05012962,2766,1949,70.5
E05012963,3092,1867,60.4
E05012964,2496,1738,69.6
E05012965,2851,1971,69.1
E05012966,3090,1808,58.5
E05012967,3127,1874,59.9
E05004067,3149,2030,64.5
E05004068,2886,1533,53.1
E05004069,3448,2109,61.2
E05004070,2315,1919,82.9
E05004071,1552,1305,84.1
E05004072,1652,1233,74.6
E05004073,1448,1154,79.7
E05004074,1775,1205,67.9
E05004075,1569,1327,84.6
E05004076,2779,2000,72
E05004077,2470,1753,71
E05004078,2168,1816,83.8
E05004079,791,641,81
E05004080,1517,1314,86.6
E05004081,2828,1918,67.8
E05004082,2689,2325,86.5
E05004083,2650,2313,87.3
E05004084,2776,1933,69.6
E05004085,2635,2160,82
E05004086,3061,2551,83.3
E05004087,3137,2320,74
E05004088,2013,1559,77.4
E05004089,2555,1714,67.1
E05004090,2727,2323,85.2
E05004091,2291,1942,84.8
E05004092,3117,2396,76.9
E05004093,2607,2145,82.3
E05004094,2632,2225,84.5
E05004095,2502,2029,81.1
E05004096,2180,1803,82.7
E05004097,2751,1970,71.6
E05004098,4436,3068,69.2
E05004099,4450,3187,71.6
E05004100,1275,980,76.9
E05004101,2400,1724,71.8
E05004102,2460,2060,83.7
E05004103,3831,2732,71.3
E05004104,2663,1691,63.5
E05004105,3366,2787,82.8
E05004106,3697,1614,43.7
E05004107,6345,3235,51
E05004108,2191,1875,85.6
E05004109,3819,2478,64.9
E05004110,2682,2239,83.5
E05004111,3760,2249,59.8
E05004112,2353,1895,80.5
E05004113,3318,2528,76.2
E05004114,3275,2643,80.7
E05004115,4313,3131,72.6
E05004116,2226,1886,84.7
E05004117,2566,1682,65.5
E05004118,2738,1620,59.2
E05004119,2296,1667,72.6
E05010827,4453,2698,60.6
E05010828,5555,2550,45.9
E05010829,5682,2077,36.6
E05010830,4413,2572,58.3
E05010831,3980,3204,80.5
E05010832,4394,3503,79.7
E05010833,4455,3670,82.4
E05010834,5728,3441,60.1
E05010835,6397,3423,53.5
E05010836,5409,2949,54.5
E05010837,4300,3504,81.5
E05010838,4371,3553,81.3
E05010839,4502,3290,73.1
E05010840,4541,2119,46.7
E05010841,4011,2998,74.7
E05010842,4113,3297,80.2
E05010843,3405,2629,77.2
E05004147,849,671,79
E05004148,1954,1330,68.1
E05004149,2922,2190,74.9
E05004150,915,729,79.7
E05004151,1629,1346,82.6
E05004152,1873,1478,78.9
E05004153,2817,1885,66.9
E05004154,2923,2028,69.4
E05004155,2669,1686,63.2
E05004157,939,680,72.4
E05004158,879,640,72.8
E05004159,1940,1059,54.6
E05004160,2125,954,44.9
E05004161,1871,1062,56.8
E05004162,1782,1472,82.6
E05004163,1927,1451,75.3
E05004164,1846,1524,82.6
E05004165,1980,1400,70.7
E05004166,1721,1426,82.9
E05004167,1045,673,64.4
E05004169,1976,1412,71.5
E05004170,945,726,76.8
E05004171,930,747,80.3
E05004172,1050,595,56.7
E05004173,1649,1346,81.6
E05004174,1140,879,77.1
E05004175,2593,1722,66.4
E05004176,1796,1258,70
E05004177,1899,1040,54.8
E05004178,2076,1138,54.8
E05008940,1035,793,76.6
E05008941,852,643,75.5
E05004179,3287,1616,49.2
E05004180,3480,2675,76.9
E05004181,2842,1816,63.9
E05004182,3145,1786,56.8
E05004183,3905,1719,44
E05004184,3218,1413,43.9
E05004185,3551,1547,43.6
E05004186,4634,2980,64.3
E05004187,3132,1539,49.1
E05004188,2991,1715,57.3
E05004189,3678,1542,41.9
E05004190,1828,1509,82.5
E05004191,1971,1522,77.2
E05004192,1995,1352,67.8
E05004193,1542,1301,84.4
E05004194,1743,1435,82.3
E05004195,1941,1305,67.2
E05004196,1076,579,53.8
E05004197,2242,1392,62.1
E05004198,1561,1261,80.8
E05004199,1811,1433,79.1
E05004200,1798,1519,84.5
E05004201,1377,1164,84.5
E05004202,1937,1401,72.3
E05004203,937,721,76.9
E05004204,875,733,83.8
E05004205,1763,1352,76.7
E05004206,1499,1278,85.3
E05010844,2549,2098,82.3
E05010845,2930,2199,75.1
E05010846,2571,2086,81.1
E05010847,2562,2308,90.1
E05010848,2747,2256,82.1
E05010849,2529,2278,90.1
