mnemonic,percent_1parent
E05002260,6.6
E05002261,8.4
E05002262,9.9
E05002263,5.1
E05002264,7
E05002265,7.7
E05002266,6.9
E05002267,9.5
E05002268,8.3
E05002269,6.8
E05002270,5.5
E05002271,5.4
E05002272,5.1
E05002273,7.4
E05002274,5
E05002275,3.7
E05002276,5.8
E05002277,4.8
E05002278,9.2
E05002279,7.7
E05002280,6.1
E05002281,7.5
E05002282,4.6
E05002283,8.1
E05002284,6.1
E05002285,7.6
E05002286,4.4
E05002287,6.7
E05002288,2.9
E05012132,4.1
E05012133,2.4
E05012134,6.1
E05012135,3.4
E05012136,5.4
E05012137,4.3
E05012138,3.1
E05012139,4.9
E05012140,4.2
E05012141,5.3
E05012142,6.7
E05012143,6.3
E05012144,5.2
E05012145,4.5
E05012146,5.2
E05012147,6.6
E05012148,6.9
E05012149,4.7
E05012150,7.2
E05012151,5.3
E05012152,5.4
E05012153,3.7
E05012154,5.5
E05012155,5.6
E05013864,4.1
E05013865,8.6
E05013866,6.4
E05013867,3.9
E05013868,11
E05013869,7.5
E05013870,4.9
E05013871,4.5
E05013872,7.4
E05013873,10.1
E05013874,5.8
E05013875,4
E05013876,8.4
E05013877,5.5
E05013878,8.2
E05013879,8.4
E05009337,8
E05009338,12.5
E05009339,7.7
E05009340,9.6
E05009341,6.4
E05009342,9.6
E05009343,9
E05009344,7.8
E05009345,8.4
E05009346,11.8
E05009347,9.1
E05009348,8
E05009349,7.2
E05009350,5.3
E05009351,7.6
E05012494,4.9
E05012495,5
E05012496,3.7
E05012497,4.2
E05012498,3.6
E05012499,7.9
E05012500,3.9
E05012501,6.1
E05012502,6.2
E05012503,4.5
E05012504,4.5
E05012505,5.4
E05012506,4.5
E05012507,4
E05012508,7.6
E05012509,4.9
E05012510,3.7
E05012511,5.9
E05012512,5
E05002372,7.7
E05002373,6.2
E05002374,3.9
E05002375,4.6
E05002376,4.8
E05002377,5.2
E05002378,4.5
E05002379,3
E05002380,4.6
E05002381,4.5
E05002382,2.4
E05002383,3.7
E05002384,7.1
E05002385,3.6
E05002386,6.4
E05002387,3.5
E05002388,8.5
E05002389,5.9
E05002390,2.8
E05002391,4.8
E05002392,6.1
E05002393,4.5
E05002394,5.4
E05002395,5
E05002396,3.6
E05009406,11.1
E05009407,8.6
E05009408,8.5
E05009409,7.9
E05009410,9.2
E05009411,6.6
E05009412,7.5
E05009413,8.3
E05009414,5.9
E05009415,10.2
E05009416,6.2
E05009417,6.3
E05009418,4.7
E05009419,8.4
E05009420,8.7
E05009421,7.2
E05009422,9.1
E05009423,9.2
E05009424,14.3
E05002420,3.8
E05002421,4.6
E05002422,8.9
E05002423,5.4
E05002424,7.9
E05002425,6.3
E05002426,9.3
E05002427,8.4
E05002428,8.8
E05002429,6.5
E05002430,5
E05002431,4.7
E05002432,3
E05002433,4.4
E05002434,4.3
E05002435,7.7
E05002436,4.3
E05002437,5.3
E05002438,6.6
E05002439,5.5
E05002440,7
E05002441,7.1
E05002442,6.1
E05002443,13.3
E05002444,6.4
E05002445,8.6
E05002446,4.5
E05002447,4.5
E05002448,9.6
E05002449,6.7
E05002450,7.5
E05002451,9.8
E05002452,9.6
E05002453,3.5
E05002454,6.5
E05002455,5
E05002456,3.6
E05002457,5.9
E05002458,13.3
E05002459,6.4
E05002460,7
E05002461,4.7
E05002462,8.6
E05002463,8.5
E05002464,7.8
E05002465,4
E05002466,11.4
E05002467,7.6
E05002468,5.2
E05002469,7.2
E05002470,9.5
E05013359,3.5
E05013360,2.6
E05013361,6.9
E05013362,2.8
E05013363,8.2
E05013364,3.9
E05013365,2.8
E05013366,8.4
E05013367,6.2
E05013368,4
E05013369,3.6
E05013370,6.6
E05013371,4.2
E05013372,3.7
E05013373,5.3
E05013374,7.2
E05013375,6
E05013376,3.8
E05013377,6.9
E05013378,3.1
E05013379,3.4
E05013380,8.8
E05013381,6.5
E05013382,8.5
E05013383,11.5
E05013384,7.4
E05013385,5.5
E05013386,8.1
E05013387,5.7
E05013388,14.3
E05013389,10.8
E05013390,5.9
E05013391,8
E05013392,5
E05013393,5.8
E05013394,4.8
E05013395,4.4
E05013396,4.1
E05013397,6.4
E05013120,6.1
E05013121,4.5
E05013122,5.9
E05013123,5.2
E05013124,6.2
E05013125,8.9
E05013126,5.6
E05013127,7
E05013128,6.2
E05013129,5
E05013130,4.8
E05013131,6
E05013132,5.8
E05013133,6.2
E05013134,4.7
E05013135,4.7
E05013136,6.7
E05013137,5.6
E05013138,3.9
E05013139,3.8
E05013140,4.6
E05013141,5.5
E05013142,6.1
E05013143,4.7
E05013144,5.3
E05013145,4
E05013146,3.8
E05013147,4.7
E05013148,4.7
E05013149,4.2
E05013150,5.1
E05013151,4.5
E05013152,5.4
E05013153,5.4
E05013154,3.4
E05013155,2.7
E05013156,4.1
E05013157,8.4
E05013158,4.5
E05013159,8.3
E05013160,5.6
E05013161,4.4
E05013162,4.9
E05013163,7.2
E05013164,5.1
E05013165,4.9
E05013166,6
E05013167,7
E05013168,4.9
E05011574,9.3
E05011575,10.7
E05011576,8.9
E05011577,3.5
E05011578,7.1
E05011579,4.2
E05011580,6.7
E05011581,6
E05011582,4.7
E05011201,5.5
E05011202,10.4
E05011203,6.3
E05011204,6.9
E05011205,7.2
E05011206,4.7
E05011207,8.1
E05011208,12.5
E05011209,5.3
E05011210,5.1
E05011211,11.5
E05011212,3.2
E05011213,6.8
E05011214,14.9
E05011215,7.3
E05011216,8.8
E05011583,5.1
E05011584,1.9
E05011585,5.3
E05011586,3.6
E05011587,6.9
E05011588,8.2
E05011589,6.6
E05011590,6.7
E05011591,11.8
E05011592,4.8
E05011593,5.4
E05011594,7.5
E05011595,7.1
E05011596,6.8
E05011597,2.5
E05011598,5.9
E05011599,3.5
E05011600,5.9
E05011601,3.5
E05011602,3.2
E05011603,5
E05011604,8.5
E05011605,2
E05011606,3.6
E05011607,4.6
E05011608,5.3
E05011609,5
E05011610,11.3
E05011611,3
E05011612,5.8
E05011613,3
E05011614,4
E05011615,4.7
E05011616,4.5
E05011617,6.3
E05011618,6.7
E05011619,4.1
E05011620,4.6
E05011621,6.2
E05011622,4.1
E05011623,6.7
E05011624,1.9
E05011625,2.2
E05011626,3.6
E05011627,2.8
E05011628,5.1
E05011629,6.5
E05011630,4.7
E05011631,4.6
E05011632,4.7
E05011633,2.4
E05011634,3.1
E05011635,7.6
E05011636,2.9
E05011637,3.8
E05011638,3.6
E05011639,5.5
E05011640,10.5
E05011641,4.1
E05011642,5.5
E05011643,3.7
E05011644,7.2
E05011645,3
E05011646,4.5
E05011647,4.4
E05011648,8.6
E05011649,4.6
E05011650,3.2
E05011651,2.7
E05011652,3.4
E05011653,3.6
E05011654,3.6
E05011655,6.9
E05011656,6.6
E05011657,4.8
E05011658,2.3
E05011659,6.6
E05011660,5.6
E05011661,5.1
E05011662,7.4
E05011663,7.3
E05011664,2.5
E05011665,2.8
E05013078,3.1
E05013079,5.1
E05013080,8.1
E05013081,5.1
E05013082,5.7
E05013083,3.6
E05013084,3.7
E05013085,5.3
E05013086,5.1
E05013087,8.1
E05013088,3.3
E05013089,9.5
E05013090,7.9
E05013091,8
E05013092,3.2
E05013093,5.3
E05013094,4.4
E05013095,5.5
E05012290,4.1
E05012291,2.3
E05012292,8.6
E05012293,5.8
E05012294,4.2
E05012295,5.9
E05012296,8
E05012297,2.1
E05012298,3.9
E05012299,5.1
E05012300,3.4
E05012301,5.4
E05012302,4.7
E05012303,3.3
E05012304,3.3
E05012305,3.8
E05012306,2.2
E05012307,2.8
E05012308,3.7
E05012309,5.6
E05012310,5
E05012311,4.5
E05012312,4.6
E05012313,8
E05012314,7.6
E05012315,3.7
E05012316,3.4
E05012317,4.2
E05012318,5.4
E05012319,4.4
E05012320,8.9
E05011187,5.1
E05011188,6.8
E05011189,7.6
E05011190,4
E05011191,8.5
E05011192,6
E05011193,9.3
E05011194,5.3
E05011195,5.7
E05011196,7.9
E05011197,4.6
E05011198,4.5
E05011199,5.1
E05011200,3.1
E05004516,5.2
E05004517,3.6
E05004518,6.4
E05004519,7.3
E05004520,2.4
E05004521,3.5
E05004522,2.6
E05004523,7
E05004524,3.7
E05004525,4.2
E05004526,4.9
E05004527,3.5
E05004528,4.3
E05004529,5.4
E05004530,4.1
E05014138,3.5
E05014139,4.2
E05014140,5.8
E05014141,5.5
E05014142,5.3
E05014143,10.6
E05014144,16.8
E05014145,9
E05014146,7.8
E05014147,6.4
E05014148,4
E05014149,7.4
E05014150,3.7
E05014151,7.1
E05009352,5.3
E05009353,3.7
E05009354,6.9
E05009355,4.1
E05009356,3.2
E05009357,6.3
E05009358,4.4
E05009359,5.5
E05009360,5
E05009361,4.2
E05009362,4.3
E05004566,8.6
E05004567,12.6
E05004568,5.4
E05004569,10.8
E05004570,4.5
E05004571,4.2
E05004572,7.1
E05004573,4.2
E05004574,4.5
E05004575,4.2
E05004576,4.9
E05004577,7.6
E05004578,13.6
E05004579,4.3
E05004580,2.5
E05004581,1.9
E05004582,2.6
E05004583,4
E05004584,2.9
E05004585,1.3
E05004586,3.7
E05004587,3.2
E05004588,6.6
E05004589,5
E05004590,4.3
E05004592,3.5
E05004593,5.9
E05004596,6.8
E05004597,9.2
E05004598,3.1
E05004599,5.4
E05004600,3.3
E05004601,3.8
E05004602,5.7
E05004603,2.3
E05004604,5.5
E05004605,5.4
E05004606,4.4
E05004607,4.8
E05004608,6.4
E05004609,5.4
E05004610,5.7
E05004611,6.9
E05004612,6.4
E05004613,6
E05008932,2.5
E05008933,4.5
E05008934,2.1
E05008989,7.4
E05008990,8.7
E05008991,7.5
E05008992,5.1
E05008993,6.8
E05008994,3.8
E05008995,5.5
E05008996,8.1
E05008997,4.5
E05008998,4.8
E05008999,6.9
E05009000,7.9
E05009001,5.3
E05012085,10.4
E05012088,9.7
E05012093,1.9
E05012097,2.7
E05012098,3.3
E05012100,4.1
E05012102,3.9
E05012927,2.1
E05012928,7.1
E05012929,4.7
E05012930,7.1
E05012931,4.8
E05012932,2.9
E05012933,4.5
E05012934,2.9
E05012935,2.5
E05012936,3.9
E05012937,5.1
E05012938,6.5
E05012939,5
E05010995,3.5
E05010996,3.4
E05010997,3.6
E05010998,3.9
E05010999,4.7
E05011000,5.5
E05011001,4.4
E05011002,5.3
E05011003,9.4
E05011004,3.6
E05011005,4.5
E05011006,6
E05011007,5.6
E05011008,3.4
E05011009,5.7
E05011010,3.9
E05011743,10.9
E05011744,10.3
E05011745,4.7
E05011746,2.8
E05011747,11.4
E05011748,7
E05011749,4.8
E05011750,8.2
E05011751,4.9
E05011752,2.1
E05011753,7
E05011754,9.1
E05011755,6
E05011756,3.4
E05011757,4.9
E05011758,3.8
E05011759,6.4
E05011760,7.2
E05011761,8.6
E05011762,6.6
E05011763,9.5
E05011764,8.8
E05011765,4.9
E05011766,7.1
E05011767,4
E05011768,6.4
E05011769,7.7
E05011770,16.3
E05011771,4.3
E05011772,5.9
E05011773,4.1
E05011774,4.6
E05011775,8.8
E05011776,8.6
E05011777,5.7
E05011778,3.2
E05011779,3.9
E05011780,6.1
E05011781,5.3
E05010392,4.7
E05010393,3.4
E05010395,4.5
E05010396,7.2
E05010397,6.2
E05010398,5.8
E05010399,7.7
E05010402,7.9
E05010404,4.2
E05010405,6.5
E05010407,3
E05010408,3.5
E05010409,6.7
E05010410,5.4
E05010411,6.1
E05012953,5.7
E05012954,3.3
E05012955,4.2
E05012956,6.9
E05012990,8.1
E05012991,5.9
E05012392,5.7
E05012393,5.5
E05012394,6.1
E05012395,9.1
E05012396,7.5
E05012397,8.3
E05012398,7.3
E05012399,3.9
E05012400,3.2
E05012401,3.6
E05012402,7.5
E05012403,8.9
E05012404,9.7
E05012405,8.2
E05012406,10
E05012407,11.1
E05012408,12.5
E05012409,7.4
E05012410,7
E05012411,4.9
E05012855,3.1
E05012856,7.5
E05012857,10.1
E05012858,3.6
E05012859,4.1
E05012860,4
E05012861,4.1
E05012862,5.4
E05012863,8.5
E05012864,8.1
E05012865,5.3
E05012866,11.8
E05012867,5
E05012868,12.9
E05012869,7.8
E05012870,3.9
E05012871,6
E05004964,4.8
E05004965,3
E05004966,9.4
E05004967,4.9
E05004968,2.8
E05004969,4.1
E05004970,4.1
E05004971,13.6
E05004972,10.2
E05004973,5.5
E05004974,7.3
E05004975,10.6
E05004976,3.2
E05004977,2.5
E05004978,10.5
E05004979,11.9
E05004980,5.4
E05004981,7.5
E05004982,3.9
E05004983,1.6
E05004984,3.7
E05004985,4.9
E05004986,4.5
E05004987,5.6
E05004989,3.1
E05004990,5.5
E05004991,6.8
E05004992,8.3
E05004993,5.1
E05004994,5.8
E05004995,8.8
E05004996,7.8
E05004997,2.8
E05004999,5
E05005000,6.1
E05005001,2.2
E05005002,14.4
E05005003,7.2
E05005004,8.2
E05005006,5.6
E05005007,4.8
E05008553,4.4
E05008554,4.5
E05008555,6.3
E05005010,3.8
E05005011,6
E05005012,6.1
E05005013,7
E05005014,8.1
E05005016,6.6
E05005017,3.3
E05005018,3.4
E05005021,5.3
E05005026,5.6
E05005027,3.4
E05005028,7.1
E05005029,4.5
E05005031,10.4
E05005032,8.6
E05009956,6.6
E05009958,3
E05009959,3.4
E05009960,4.3
E05009961,4.4
E05009962,3.9
E05009963,3.7
E05009964,6
E05009965,6.8
E05011558,4.8
E05011559,5
E05010015,4.4
E05010016,6.9
E05010017,10.3
E05010018,6.8
E05010019,10.9
E05010020,4.1
E05010021,4.1
E05010022,4.6
E05010023,6.2
E05010024,3.3
E05010025,2.5
E05010026,5.1
E05010027,6.2
E05009544,6.6
E05009545,5.9
E05009546,6.1
E05009547,4.2
E05009548,8.3
E05009549,4.5
E05009550,4.8
E05009551,6.6
E05009552,7.5
E05009553,6.8
E05009554,3.7
E05009555,8.8
E05009556,8.5
E05009557,7
E05009558,7.6
E05009559,6
E05009560,13.6
E05009561,8.9
E05009562,6.3
E05009563,6.6
E05009564,10
E05009565,8
E05009566,2
E05009567,3.9
E05005081,8.3
E05005082,2
E05005083,5.1
E05005084,4.3
E05005085,8
E05005086,3.9
E05005087,3.3
E05005088,12.9
E05005089,11.5
E05005090,11.7
E05005091,6.1
E05005092,3.2
E05005093,11.6
E05005094,6.9
E05005095,12.5
E05005096,8.1
E05005097,5.4
E05005098,7.6
E05005099,10
E05005100,5.6
E05005101,4.3
E05005102,4.6
E05005103,6.4
E05009568,4.5
E05009569,8.3
E05009570,5.1
E05009571,8.9
E05009572,4.8
E05009573,4.3
E05009574,5.4
E05009575,2.9
E05009577,5
E05009578,5.2
E05009579,2.8
E05009580,6.5
E05009582,7.8
E05009583,5.8
E05009584,7.1
E05009585,8.4
E05009586,7.3
E05009587,9.8
E05009588,6.1
E05009589,4.9
E05009590,6.1
E05009591,4.5
E05012988,8.7
E05012989,8
E05005130,6.9
E05005131,4.1
E05005132,7.4
E05005133,5
E05005134,4.1
E05005135,5.1
E05005136,4.6
E05005137,5.4
E05005138,5.6
E05005139,6
E05005140,3.5
E05005141,5.3
E05005142,4.1
E05005143,8.5
E05005144,6.8
E05005145,6.4
E05005146,7
E05005147,8.4
E05005148,5
E05005149,3.7
E05010921,5.5
E05010922,5.7
E05010923,7.6
E05010924,10.2
E05010925,4.6
E05010926,6.2
E05010928,5.8
E05010929,2.7
E05010930,4.1
E05010932,4.9
E05010933,3.9
E05010934,3.4
E05011348,6.5
E05011349,5.8
E05012968,7.4
E05012969,4.3
E05013096,10.1
E05013097,13.6
E05013098,4.6
E05013099,8.1
E05013100,5
E05013101,5.7
E05013102,4.7
E05013103,2.2
E05013104,6.4
E05013105,4
E05013106,7.8
E05013107,9.3
E05013108,6.7
E05013109,4.4
E05013110,11.3
E05013111,4.4
E05013112,3.7
E05013113,7.3
E05013114,3.6
E05013115,2.8
E05013116,5
E05013117,6.2
E05013118,3
E05013119,6.1
E05009733,3.8
E05009734,5.8
E05009735,2.9
E05009736,4.8
E05009740,6.7
E05009742,2.9
E05009743,3.4
E05009749,5.8
E05009751,3.8
E05011701,5.4
E05011702,5.4
E05011703,6.2
E05011704,2.9
E05011705,4.2
E05011707,2.7
E05011708,2.7
E05011710,5.2
E05011711,4
E05011712,3.6
E05012853,4.9
E05012854,5.1
E05009754,5.9
E05009755,7.1
E05009757,4.6
E05009769,4.7
E05009770,4.8
E05009771,5.4
E05011713,5.5
E05011714,3.4
E05011715,5.4
E05011717,6.5
E05011718,3.4
E05011719,4.8
E05012970,3.8
E05012971,3.9
E05012972,3.5
E05012973,6.6
E05012974,7.3
E05012975,4.8
E05012976,2.6
E05012977,5
E05012978,5.4
E05012979,6.2
E05012980,5.4
E05012992,6.4
E05006627,4.5
E05006628,3.4
E05006629,4.6
E05006632,8.1
E05006634,4.2
E05006637,6.4
E05006638,5.9
E05006639,5.9
E05006640,5
E05006642,3.9
E05006643,4.3
E05006644,3.6
E05006645,4.1
E05006646,5.1
E05006647,4.1
E05006648,9.3
E05006649,6.5
E05006650,4.4
E05006651,4
E05006652,5.8
E05006653,4.9
E05009363,3.6
E05009364,4.4
E05009365,5.3
E05010781,2.8
E05010782,3.8
E05010783,3.2
E05011074,4.2
E05011075,6.1
E05011076,5.2
E05011077,5.5
E05011078,3.3
E05011079,5.9
E05011080,5.2
E05011081,6.8
E05011082,4.6
E05011083,3.8
E05011084,4.5
E05011085,5.4
E05011086,9.4
E05011087,6
E05011088,5.1
E05011089,4.2
E05007273,2.2
E05007274,3
E05007275,9.3
E05007276,4
E05007277,5.9
E05007278,3.1
E05007279,2.8
E05007280,7.7
E05007281,7
E05007282,2.7
E05007283,6.7
E05007284,5.6
E05007285,4.2
E05007286,4.9
E05007287,5.3
E05007288,4.7
E05007289,4.5
E05007290,4.6
E05007291,3.5
E05007292,4.4
E05007293,4.1
E05007294,3.4
E05007295,4.1
E05007296,5.1
E05007297,2.6
E05007298,2.8
E05007299,2.6
E05007300,3.9
E05007301,3.3
E05007302,4.6
E05007303,7.5
E05007304,5
E05007305,3.4
E05007306,7.6
E05007307,4.3
E05007308,3.6
E05007309,4.2
E05007310,4.1
E05007311,3.7
E05007312,4.3
E05007313,3.6
E05007314,1.5
E05007315,3.6
E05007316,2.8
E05007317,2.1
E05007318,3.2
E05007319,4.1
E05007320,2.8
E05007321,2.6
E05007322,7.8
E05007323,8.2
E05007324,3.4
E05007325,3
E05007326,2.2
E05007327,3.2
E05007328,4.7
E05012872,5.1
E05012873,3.9
E05012874,5.8
E05012875,7.4
E05012876,5.8
E05012877,5.5
E05012878,7
E05012879,3.6
E05012880,4.6
E05012881,3.6
E05012882,6
E05012883,7
E05012884,4.3
E05012885,8.3
E05012886,9.5
E05012887,7.5
E05012888,6.5
E05012889,7.6
E05012890,6.2
E05012891,7.8
E05012892,4.1
E05012893,2.2
E05012894,6
E05012895,4.6
E05012896,5.4
E05012897,4.2
E05012898,2.3
E05012899,4
E05012900,4.8
E05007362,4.6
E05007363,5.9
E05007364,8.7
E05007365,5.7
E05007366,5.4
E05007367,6.3
E05007368,4.2
E05007369,3.7
E05007370,5.1
E05007371,6.1
E05007372,8.7
E05007373,10.1
E05007374,5.7
E05012026,5
E05012027,5.9
E05012028,3.7
E05012029,5.5
E05012030,5.1
E05012031,3.5
E05012032,4.3
E05012033,9
E05012034,3.4
E05012035,5.8
E05012036,3.4
E05012037,5.6
E05012038,5.3
E05012039,4.6
E05007391,2.7
E05007392,4.6
E05007393,2
E05007394,6.9
E05007395,6.2
E05007396,2.9
E05007397,6.4
E05007398,4.6
E05007399,6.5
E05007400,7.6
E05007401,4.7
E05007402,5.3
E05007403,10.2
E05007404,5.8
E05007405,3.7
E05007406,9.9
E05007407,9.5
E05007408,2
E05007409,5.1
E05007410,4.9
E05007411,2.5
E05007412,2
E05007413,3.7
E05007414,3.8
E05007415,4.9
E05007416,4
E05007417,3.4
E05007418,3
E05007419,3.5
E05007420,4.7
E05007421,5.5
E05007422,4.5
E05007423,5
E05007424,5.4
E05007425,5.3
E05007426,4.1
E05007427,5.7
E05007428,3
E05007429,6.9
E05007430,6.6
E05007431,3.7
E05007432,5.2
E05007433,3.5
E05007434,5
E05007435,4.1
E05007436,3.2
E05007437,5.2
E05007438,4.5
E05007439,5.1
E05010795,5.4
E05010796,5.8
E05010797,6.4
E05010798,3.5
E05010799,8.8
E05010800,3.6
E05010801,6
E05010802,3.9
E05010803,3.3
E05010804,5
E05007562,3.8
E05007563,5.8
E05007564,4.3
E05007565,8.5
E05007566,5.4
E05007567,4.2
E05007568,5.1
E05007569,6.3
E05007570,5.4
E05007571,7.8
E05007572,3
E05007573,8.8
E05007574,7.1
E05007575,4.4
E05009800,1.9
E05009801,4.1
E05009802,4.8
E05009803,3.7
E05009804,5.1
E05009805,4.5
E05009806,7.4
E05009807,6.4
E05009808,9.3
E05009809,2.9
E05009810,4.9
E05009811,5
E05009812,2.6
E05009813,6.6
E05009814,5.8
E05009815,3.3
E05009816,6.7
E05009817,2.8
E05009818,7.8
E05009819,6.6
E05009820,3.7
E05009821,4.4
E05009822,5.9
E05011666,3.2
E05011667,6.3
E05011668,6
E05011669,6
E05011670,6.1
E05011671,3.7
E05011672,4.1
E05011673,2.5
E05011674,4.7
E05011675,4.6
E05011676,3.5
E05011677,3.9
E05011678,3.6
E05011679,5.2
E05011680,7
E05011681,4.6
E05011682,3.6
E05011683,4.2
E05011684,5.5
E05011685,5.1
E05011686,5.7
E05012914,10.7
E05012915,9.9
E05012916,5.3
E05012917,5.9
E05012918,8.1
E05012919,7.1
E05012920,7.4
E05012921,7.4
E05012922,8
E05012923,5.1
E05012924,8.1
E05012925,8.1
E05012926,7.8
E05011812,5.5
E05011813,2.6
E05011814,8.9
E05011815,4.1
E05011816,3.5
E05011817,5.6
E05011818,5.2
E05011819,5.9
E05011820,3.6
E05011821,4.9
E05011822,3.7
E05011823,2.7
E05011824,4.6
E05011825,3.9
E05011826,5.1
E05011827,2.8
E05011828,4.1
E05011829,5.2
E05011830,4.6
E05011831,4.3
E05011832,3.9
E05011833,3
E05007668,6.1
E05007669,4.4
E05007670,3.7
E05007671,5.8
E05007672,3.2
E05007673,3.8
E05007674,3.7
E05007675,6.3
E05007676,6.8
E05007677,4.9
E05007678,4.1
E05007679,6
E05007680,6.6
E05007681,5.6
E05007682,4.2
E05007683,3
E05007684,5.2
E05007685,4.1
E05007686,4.7
E05007687,6.4
E05007688,6.1
E05007689,3.2
E05007690,5.5
E05007691,3.4
E05007692,5.3
E05007693,4.6
E05007694,7.5
E05007695,6.8
E05007696,7.3
E05007697,5.6
E05007698,6
E05007699,4.2
E05007700,4.7
E05007701,4.4
E05007702,10.2
E05007703,2.9
E05007704,4.1
E05007705,5.9
E05007706,7.5
E05012461,4.2
E05012462,4.1
E05012463,3.2
E05012464,3.5
E05012465,4
E05012466,8.3
E05012467,4.1
E05012468,4.1
E05012469,4.5
E05012470,8.8
E05012471,2.6
E05012472,5.2
E05012473,3.8
E05012474,4.4
E05012475,5.2
E05012476,6.1
E05012477,5.9
E05012478,3.3
E05012479,5.6
E05012480,3.2
E05012481,6.7
E05012482,6.1
E05012483,5.1
E05012484,8.3
E05012485,2.1
E05012486,4.2
E05012487,4.8
E05012488,12.2
E05012489,5
E05012490,6.6
E05012491,2.7
E05012492,6.2
E05012493,3.1
E05010885,6.2
E05010886,10.1
E05010887,4.4
E05010888,3.6
E05010889,6.3
E05010890,7.4
E05010891,5.5
E05010892,3.4
E05010893,2.8
E05010894,1.6
E05010895,2.4
E05010896,6.5
E05010897,7.1
E05010898,12.3
E05010899,7
E05010900,15.4
E05010901,9.5
E05010902,8.1
E05010903,7.6
E05010904,6.2
E05010905,2.7
E05010906,6.1
E05010907,11.3
E05010908,9.3
E05010909,2.9
E05010910,6.8
E05010911,5.3
E05010912,6.3
E05010913,8.5
E05010914,3.7
E05010915,6.2
E05010916,5.5
E05010917,2.9
E05010918,5
E05010276,4.9
E05010277,4.3
E05010278,3.9
E05010279,6.7
E05010280,5.5
E05010281,2
E05010282,3.8
E05010283,4.4
E05010284,4.6
E05010285,2.5
E05010286,5.3
E05010287,3.6
E05010288,4.1
E05010289,3.9
E05010290,4.7
E05010291,4.2
E05010292,5.7
E05010293,7.4
E05010294,4.5
E05010295,3.9
E05010296,3.8
E05010297,15.7
E05010298,7.1
E05010299,4.6
E05010300,4.2
E05010301,7
E05010302,5.9
E05010303,6.6
E05010304,7.2
E05010305,5.2
E05010306,11.2
E05010307,9.1
E05010308,3.3
E05010309,3.3
E05010310,5.2
E05012104,5.8
E05012105,3.5
E05012106,4.7
E05012107,6.6
E05012108,5.2
E05012109,10
E05012110,4.2
E05012111,7.6
E05012112,8.3
E05012113,5.6
E05012114,5.3
E05012115,3.4
E05012116,4.9
E05012117,6.6
E05012118,4.8
E05012119,6.8
E05012120,6.1
E05012121,8.5
E05012122,3.6
E05012123,3.2
E05012124,7
E05012125,5.8
E05012126,8.2
E05012127,5.7
E05012128,5.2
E05012129,6.4
E05012130,6.1
E05012131,6.2
E05002078,9
E05002079,4.2
E05002080,10.6
E05002081,3.3
E05002082,9.5
E05002083,5.1
E05002084,8.8
E05002085,9.3
E05002086,6.6
E05002087,5.5
E05002088,7.6
E05002089,5.6
E05002090,4.8
E05002091,4.7
E05002092,5
E05002093,10.5
E05002094,6.6
E05002095,9.2
E05002096,6.6
E05002097,6.8
E05012254,9.6
E05012255,3.9
E05012256,5.5
E05012257,6.9
E05012258,5.3
E05012259,9.1
E05012260,4.9
E05012261,4.5
E05012262,10.1
E05012263,4.4
E05012264,5.7
E05012265,6.4
E05012266,5.3
E05012267,6.5
E05012268,7.9
E05012269,2.8
E05008954,4.5
E05008955,4.3
E05008956,4.7
E05008957,4.9
E05008958,6.7
E05008960,8.8
E05008961,6.2
E05008962,6.6
E05008963,5.7
E05008965,8.6
E05008966,3
E05008967,6.1
E05008968,8.2
E05008969,4.2
E05008970,5.5
E05008971,11.4
E05008972,5.1
E05010755,4.5
E05010756,4.9
E05010757,11.9
E05013273,8.7
E05013274,5.2
E05013275,6.4
E05013276,4.5
E05013277,4.1
E05013278,10.2
E05013279,6.9
E05013280,5.5
E05013281,5.9
E05013282,4.1
E05013284,2.4
E05013286,6.4
E05013288,3.2
E05013289,8.2
E05013290,4.9
E05013291,8.5
E05013292,5.1
E05013293,7.8
E05013295,7.5
E05013297,5
E05013298,6.1
E05013301,6.7
E05013302,8
E05013303,5.6
E05013305,4
E05013306,3.5
E05013307,4
E05013308,6
E05013309,3
E05013311,5.5
E05013312,4.3
E05013313,4
E05013314,5.2
E05013315,5.5
E05013317,6.2
E05013319,8.1
E05013320,9.4
E05013321,5.4
E05013323,6.3
E05013324,4.4
E05013325,2.8
E05013327,4.2
E05013329,8.8
E05013330,5.3
E05013331,6.4
E05013336,8.2
E05013337,3.6
E05013338,5.9
E05013341,3.6
E05013346,7.4
E05013347,3.9
E05013348,7.3
E05013349,6.5
E05013350,4.6
E05013351,6.6
E05013353,6.1
E05013354,7.4
E05013355,4.3
E05013356,7.2
E05013357,4.8
E05013358,4.7
E05013836,7.6
E05013837,3.2
E05013838,3.7
E05013839,5.8
E05013840,4.5
E05013841,4.9
E05013842,4.1
E05013843,5.4
E05013844,4.8
E05013845,4.7
E05013846,3.8
E05013847,6.8
E05013848,6.5
E05013849,4.6
E05013850,6.5
E05013851,5.2
E05013852,4
E05013853,5.7
E05013854,7.6
E05013855,6.5
E05013856,6.5
E05013857,4.8
E05013858,6.5
E05013859,3.9
E05013860,5.8
E05013861,5
E06000053,3.4
E05013398,3.9
E05013399,3.2
E05013400,3.7
E05013401,8.9
E05013402,5.5
E05013403,3.7
E05013405,3.8
E05013406,4.9
E05013407,4.5
E05013408,2.9
E05013409,5.9
E05013410,2.6
E05013411,6.4
E05013412,6.9
E05013413,8.2
