mnemonic,unemployed
E05010466,5.5
E05010467,4.2
E05010468,3.1
E05010469,4.5
E05010470,3.7
E05010471,8.2
E05010472,4.2
E05010473,5.5
E05010474,3.8
E05010475,4.2
E05010476,7.8
E05010477,4.3
E05010478,4.8
E05012632,1.9
E05012633,1.7
E05012634,1.3
E05012635,1.7
E05012636,2.3
E05012637,1.4
E05012638,1.4
E05012639,1.6
E05012640,1.6
E05012641,2.2
E05012642,2
E05012643,1.8
E05012644,1.8
E05012645,2.6
E05012646,1.7
E05012270,6.4
E05012271,4.7
E05012272,5.6
E05012273,5.4
E05012274,4
E05012275,5.5
E05012276,3.2
E05012277,6.5
E05012278,4.3
E05012279,3.7
E05012280,4.7
E05012281,7.5
E05012282,3.6
E05012283,5.8
E05012284,4.7
E05012285,5.5
E05012286,7.9
E05012287,7.4
E05012288,3.7
E05012289,2.7
E05013213,3.9
E05013214,2.3
E05013215,2.8
E05013216,1.9
E05013217,2.9
E05013218,3.7
E05013219,1.8
E05013220,1.9
E05013221,3.2
E05013222,3.1
E05013223,2.6
E05013224,2.1
E05013225,2.3
E05013226,1.9
E05013227,3.7
E05013228,2.9
E05013229,3.2
E05013230,2.5
E05013231,2
E05013232,2.2
E05013233,2.2
E05013234,2.8
E05013235,2.8
E05013236,2.3
E05013237,3
E05013238,3.5
E05013239,3.6
E05013240,3.8
E05013241,2.3
E05013242,2
E05013243,2.5
E05013244,1.7
E05013245,2
E05013246,6.2
E05013247,5.1
E05013248,2.8
E05013249,2.6
E05013250,2.5
E05013251,4.6
E05013252,2.1
E05013253,2.3
E05013254,2
E05013255,2.6
E05013256,3.3
E05013257,2.3
E05013258,4.5
E05013259,2
E05013260,1.8
E05013261,2.1
E05013262,2.5
E05013263,2.8
E05013264,4.3
E05013265,1.8
E05013266,3.4
E05013267,4.5
E05013268,2.4
E05013269,2.6
E05003280,2.8
E05003281,1.4
E05003282,2.1
E05003283,1.8
E05003284,1.9
E05003286,2.5
E05003287,1.7
E05003289,2
E05003290,2.1
E05003292,2.6
E05003293,3
E05003295,3.2
E05003296,2.6
E05003297,2.2
E05003299,3.4
E05003300,1.9
E05003301,2
E05003302,2
E05008520,2.5
E05008521,2.4
E05008522,2.8
E05008523,1.9
E05008524,1.6
E05011983,1.8
E05011984,1.7
E05011985,2.2
E05011986,1.8
E05011987,2.8
E05011988,2.6
E05011989,2.3
E05011990,1.9
E05011991,2.9
E05011992,2.8
E05011993,3
E05011994,2.3
E05011995,2
E05011996,2.5
E05011997,2.6
E05011998,2.7
E05011999,2.1
E05003323,2.5
E05003324,2.2
E05003325,1.7
E05003326,2.5
E05003327,3.4
E05003328,2.4
E05003329,2.4
E05003330,3.4
E05003331,1.5
E05003332,3.8
E05003333,3
E05003334,3.9
E05003335,4.1
E05003336,3.2
E05003337,3.7
E05003338,3.4
E05003339,2.7
E05003340,1.7
E05003341,1.7
E05003342,2.3
E05003343,1.8
E05003344,1.7
E05003345,0.6
E05003346,1.8
E05003347,1.4
E05003348,2
E05003349,2
E05003350,1.9
E05003351,1.4
E05003352,2
E05003353,3.9
E05003354,1.9
E05003355,1.5
E05003356,1.2
E05003357,1.7
E05003358,2.5
E05003359,2
E05003360,2.2
E05003361,2.4
E05003362,1.8
E05003363,1.4
E05003364,1.9
E05003365,1.6
E05003366,1.6
E05010604,3.6
E05010605,2.1
E05010606,3.7
E05010607,3.6
E05010608,2.6
E05010609,2
E05010610,2.9
E05010611,2.8
E05010612,3.7
E05010613,1.9
E05010614,2.7
E05010615,2.8
E05010616,2.8
E05010617,2.4
E05010618,2.5
E05010619,2.3
E05010620,2.1
E05010621,1.9
E05010622,2.5
E05010623,3.6
E05010624,1.5
E05010625,0.9
E05010626,3.9
E05010627,2.4
E05010628,1.3
E05010629,2.4
E05010630,2.4
E05010631,1.5
E05010632,5.2
E05010633,3.7
E05010634,2.9
E05010635,2.2
E05010636,1.6
E05010637,3.3
E05010638,2.6
E05010639,2.9
E05010640,2.3
E05010641,2
E05010642,3
E05010643,2.3
E05010644,2.2
E05010645,1.7
E05010646,3.3
E05010647,2.1
E05010648,2.8
E05010649,1.8
E05010650,3.9
E05012040,1.1
E05012041,1.7
E05012042,1.8
E05012043,2.8
E05012044,3.1
E05012045,1.8
E05012046,2.3
E05012047,2.1
E05012048,1.6
E05012049,2.4
E05012050,2.6
E05012051,1.7
E05012052,2.8
E05012053,2.6
E05012054,2.8
E05012055,2.5
E05012056,2.6
E05012057,2.1
E05012058,0.9
E05012059,2.2
E05012060,2
E05012061,2.1
E05012062,2.7
E05012063,1.6
E05008809,2
E05008810,2.6
E05008811,1.9
E05008812,1.7
E05008813,2.3
E05008814,2.3
E05008815,2.1
E05008816,2.6
E05008817,3.1
E05008818,1.7
E05008819,1.9
E05008820,2.9
E05008821,2.4
E05008822,2.2
E05008823,2.5
E05005408,2.8
E05005409,2
E05005410,1.9
E05005411,2.2
E05005412,2.4
E05005413,2.6
E05005414,2.7
E05005416,3.4
E05005417,1.7
E05005418,2.2
E05005419,2
E05005420,2.5
E05005421,1.9
E05005422,3.4
E05005423,2.9
E05005424,2.1
E05009619,2.2
E05009620,3.4
E05005426,1.9
E05005427,2
E05005428,2.3
E05005429,2.6
E05005430,1.8
E05005431,1.3
E05005432,5.6
E05005433,2.3
E05005434,2.6
E05005435,4.4
E05005436,4.7
E05005437,3.6
E05005438,2.8
E05005439,3.4
E05005440,5
E05005441,4.8
E05005442,2.6
E05005443,2.2
E05005444,2
E05005445,1.6
E05005446,2.4
E05005447,2
E05005448,2.5
E05005449,2.3
E05005450,2.6
E05005451,1.5
E05005452,2.6
E05005453,1.3
E05011964,2
E05011965,2.1
E05011966,1.7
E05011967,1.7
E05011968,1.1
E05011969,2.1
E05011970,1.9
E05011971,2.2
E05011972,1.3
E05011973,2.3
E05011974,2
E05011975,2.4
E05011976,2.1
E05011977,1.8
E05011978,1.8
E05011979,1.7
E05011980,1.5
E05011981,1.8
E05011982,2.1
E05005479,1.5
E05005480,1.6
E05005481,2.5
E05005482,2.4
E05005483,1.5
E05005484,1.3
E05005485,2.7
E05005486,2
E05005487,3.2
E05005488,2.6
E05005489,2.5
E05005490,2.4
E05005491,2.1
E05005492,1.9
E05005493,1.9
E05005494,1.3
E05005495,2.2
E05005496,1.3
E05005497,3.1
E05005498,1.5
E05005499,0.9
E05005500,1.6
E05005501,2.6
E05005502,2.4
E05005503,2.8
E05005504,2
E05005505,2
E05005506,2.9
E05005507,1.5
E05005508,2.1
E05005509,1.6
E05005510,2.4
E05010090,2.4
E05010091,1.8
E05010092,2.5
E05010093,1.9
E05010094,2.4
E05010095,2.6
E05010096,2.1
E05010097,2.4
E05010098,3.2
E05010099,1.5
E05010100,2.2
E05010101,2.1
E05010102,2.6
E05010103,3.1
E05010104,2.1
E05010105,3.2
E05010106,2.9
E05010107,2.4
E05010108,3.5
E05010109,2.6
E05010110,2.3
E05010111,2.5
E05010112,2.4
E05010113,1.4
E05010114,2.1
E05010115,2.1
E05010116,2.2
E05010117,2.9
E05010118,2.9
E05010119,2.1
E05010120,2.2
E05010121,2.8
E05010122,2.8
E05010123,2.6
E05010124,1.3
E05010125,2.3
E05010126,1.4
E05010127,1.7
E05005531,2.5
E05005532,3.7
E05005533,2.6
E05005534,3.6
E05005535,3
E05005536,3.5
E05005537,2.5
E05005538,3.6
E05005539,2.9
E05005540,2.6
E05009621,2.1
E05009622,3.3
E05009623,2.6
E05009624,2.1
E05009625,2.7
E05009626,2.4
E05009627,2.3
E05009628,3.2
E05009629,2.6
E05009630,3.9
E05009631,2.7
E05009632,2.9
E05009633,1.9
E05009634,3.9
E05009635,3.1
E05009873,3.3
E05009874,1.9
E05009875,2.3
E05009876,3.5
E05009877,2.7
E05009878,2.8
E05009879,3
E05009880,2
E05009881,1.1
E05009882,2.5
E05009883,2.2
E05009884,2.2
E05009885,2.2
E05009886,4.7
E05009887,2
E05009888,3.9
E05009889,2.4
E05009890,3.2
E05009891,3
E05009892,1.8
E05009893,4.2
E05009894,2.7
E05009895,2.2
E05009896,1.8
E05009897,4.6
E05009898,2.1
E05009899,3.1
E05009900,2.7
E05009901,2.3
E05009902,1.7
E05009903,4.3
E05009904,3.8
E05009905,1.7
E05009906,4.9
E05009907,2
E05009908,0.8
E05009909,2.8
E05010784,5
E05010785,3.2
E05010786,6.6
E05010787,5.8
E05010788,4.1
E05010789,4.2
E05010790,2.2
E05010791,4.1
E05010792,3.4
E05010793,5.2
E05010794,2.9
E05005618,1.7
E05005619,2
E05005620,2.6
E05005621,2.2
E05005622,1.7
E05005623,1.3
E05005624,2
E05005625,2.3
E05005626,1.7
E05005627,2.4
E05005628,1.7
E05005629,2.1
E05005630,1.9
E05005631,2.2
E05005632,2.7
E05005633,1.8
E05005634,2.7
E05005635,2.2
E05005636,2.3
E05005637,1.9
E05005638,3
E05005639,2.6
E05005640,3
E05005641,2
E05005642,2.9
E05005643,1.9
E05005644,2.4
E05005645,2.4
E05005646,2.4
E05005647,3.4
E05005648,2.8
E05005649,2.4
E05005650,2.4
E05005651,2.1
E05005652,2.7
E05005653,2.6
E05005654,2.2
E05005655,2.6
E05005656,2.3
E05005657,3.2
E05005658,1.8
E05005659,3.2
E05005660,2.6
E05005661,2.5
E05010148,2.4
E05010149,2.3
E05010150,1.6
E05010151,2.1
E05010152,2.3
E05010153,2
E05010154,2.2
E05010155,2.2
E05010156,2.4
E05010157,1.9
E05010158,2.1
E05010159,2.6
E05010160,2.3
E05010161,5.4
E05010162,3.4
E05010163,3.9
E05010164,3.5
E05010165,3.2
E05010166,1.9
E05010167,2
E05010168,2
E05010169,1.9
E05010170,2.2
E05010171,2.2
E05010172,2.2
E05010173,3.1
E05010174,2
E05010175,2.5
E05010176,1.8
E05010177,1.9
E05009636,1.7
E05009637,1.8
E05009638,1.8
E05009639,2.1
E05009640,4.8
E05009641,4.2
E05009642,5.3
E05009643,3.1
E05009644,2.1
E05009645,1.9
E05009646,2.5
E05009647,1.2
E05009648,2.1
E05009649,1.9
E05009650,2.3
E05009651,1.6
E05009652,1.6
E05009653,1.6
E05009654,1.4
E05009655,1.7
E05010673,4.1
E05010674,2.2
E05010675,3
E05010676,4.3
E05010677,4.2
E05010678,3.1
E05010679,3
E05010680,3.2
E05010681,3.2
E05010682,3.1
E05010683,3.1
E05010684,2
E05010685,1.8
E05010686,2.5
E05010687,4
E05010688,2.3
E05010689,2.6
E05010690,2.6
E05010691,3.2
E05010692,4.2
E05010693,1.8
E05010694,2.4
E05010695,2.1
E05006377,2
E05006378,1.4
E05006379,2.1
E05006380,1.5
E05006381,1.4
E05006382,2.7
E05006383,2.6
E05006384,2.9
E05006385,3
E05006386,1.7
E05006387,3
E05006388,2.7
E05006389,1.7
E05006390,1.7
E05006391,2
E05006392,1.9
E05006393,2.7
E05006394,2.6
E05006395,2
E05006396,2.3
E05006397,2.1
E05006398,1.7
E05006399,2.6
E05006400,2
E05006401,3.8
E05010514,2
E05010515,2
E05010516,4.7
E05010517,4
E05010518,2.4
E05010519,3.1
E05010520,1.7
E05010521,1.7
E05010522,3.1
E05010523,2.1
E05010524,2.7
E05010525,3.9
E05010526,1.5
E05010527,2.7
E05010528,2.1
E05010529,3.3
E05010530,3.1
E05010531,3.4
E05010532,1.9
E05010533,2.2
E05009689,3.1
E05009690,2.1
E05009691,3.4
E05009692,2.7
E05009693,2.6
E05009694,2.9
E05009695,3.4
E05009696,3.7
E05009697,1.6
E05009698,2.8
E05009699,2.5
E05009700,3.6
E05009701,1.9
E05009702,2.6
E05009703,2.1
E05009704,2.2
E05009705,2.9
E05009706,2
E05009707,1.9
E05008857,2.3
E05008858,1.4
E05008859,3
E05008860,3.7
E05008861,2.8
E05008862,4.5
E05008863,1.1
E05008864,1.3
E05008865,2.1
E05008866,1.9
E05008867,2.2
E05008868,2.8
E05008869,4.1
E05008870,1.8
E05008871,1.8
E05008872,1
E05008873,3.5
E05008874,2.4
E05008875,2.9
E05008876,2.5
E05008877,4.5
E05008878,2.6
E05008879,5.4
E05008880,1.9
E05008881,2.3
E05008882,2.5
E05008883,3.1
E05008884,4
E05008885,3.1
E05008886,3.8
E05008887,3
E05008888,3
E05008889,2.7
E05008890,4.3
E05008891,2.9
E05008892,2.4
E05010064,2
E05010066,2.3
E05010067,2.6
E05010068,3
E05010070,1.8
E05010071,2.8
E05010072,1.2
E05010073,2.4
E05010075,1.7
E05010076,5.3
E05010077,1.2
E05010078,2.7
E05010079,1.9
E05010080,2.4
E05010081,2.2
E05010082,1.8
E05010083,1.6
E05011552,2.4
E05011553,2.8
E05011554,3.4
E05011555,1.9
E05009708,1.4
E05009709,2
E05009710,2.4
E05009711,1
E05009712,2.2
E05009713,2.4
E05009714,2.3
E05009715,2
E05009716,1.8
E05009717,2.9
E05009718,3.1
E05009719,2
E05009720,2
E05009721,1.8
E05009722,3
E05009723,1.8
E05009724,2.6
E05009725,2.3
E05009726,1.7
E05009727,2.1
E05009728,1.8
E05009729,2
E05009730,1.6
E05009731,1.3
E05009732,3.7
E05009438,1.7
E05009439,2.3
E05009440,1.6
E05009441,2.5
E05009442,1.7
E05009443,1.5
E05009444,2
E05009445,2.2
E05009446,2.2
E05009447,2.8
E05009448,1.8
E05009449,2.9
E05009450,2.9
E05009452,2.2
E05009453,2.7
E05009454,2.5
E05009455,1.7
E05009456,3.2
E05009457,2.4
E05009458,1.8
E05009459,4.3
E05009460,2.2
E05009461,1.6
E05009462,1.6
E05009463,2.2
E05009464,2.5
E05009465,2
E05009466,2.2
E05009467,2.5
E05009468,2.8
E05009469,2.6
E05009470,2.3
E05009471,2
E05009472,1.3
E05009473,2.2
E05009474,3
E05009475,1.6
E05009476,1.9
E05009478,2.9
E05009479,2.9
E05009480,3.1
E05009481,2.3
E05009482,3.3
E05009485,2.2
E05009486,2
E05009487,2.2
E05009488,2.2
E05009489,3.4
E05009490,2
E05012957,2.2
E05012958,2
E05012959,1.8
E05012960,1.9
E05009966,2.1
E05009967,2.1
E05009968,4.3
E05009969,5.8
E05009970,2.1
E05009971,3.8
E05009972,3.2
E05009973,3.5
E05009974,3.2
E05009975,1.8
E05009976,2.5
E05009977,3.7
E05009978,3.5
E05009979,2.6
E05009980,2.8
E05009981,3.4
E05009982,4.2
E05009983,4
E05009984,2.5
E05009985,2.4
E05009986,2
E05009987,3.4
E05009988,2.8
E05009989,2.7
E05009990,3.2
E05009991,2.1
E05009992,3.6
E05009993,6
E05009994,1.8
E05009995,3.6
E05008714,3.7
E05008715,2.8
E05008716,4.9
E05008717,3.8
E05008718,2.8
E05008719,3.3
E05008720,4.1
E05008721,3
E05008722,3.1
E05008723,4.8
E05008724,3.8
E05008725,3.2
E05008726,2.6
E05008727,4.9
E05008728,3.7
E05008729,3.6
E05008730,3.2
E05008731,3.1
E05008732,3.1
E05008733,1.6
E05008734,7.6
E05008735,3.8
E05008736,3.2
E05008737,5.4
E05008738,4.2
E05008739,3.6
E05008740,1.9
E05008741,4.2
E05008742,1.7
E05008743,3.6
E05008744,4.8
E05008745,4
E05008746,2.5
E05008747,3.3
E05008748,3.6
E05008749,4.2
E05008750,1.9
E05008136,3.9
E05008137,2.4
E05008138,2.4
E05008139,1.8
E05008140,5.7
E05008141,2.1
E05008142,2.5
E05008143,2.1
E05008144,2.5
E05008145,2.5
E05008146,2.5
E05008147,2.6
E05008148,1.8
E05008149,1.5
E05008150,3.1
E05008151,1.8
E05008152,1.5
E05008153,2
E05008154,1.2
E05008155,2.2
E05008156,1.2
E05008157,1.9
E05008158,1.8
E05008159,2.3
E05008160,3.4
E05008161,2.3
E05008162,2.1
E05008163,1.8
E05008164,2.3
E05008165,1.9
E05008166,2.2
E05008167,2.8
E05008168,1.6
E05008169,2.8
E05008170,2.1
E05008171,3.9
E05008172,1.5
E05008173,3
E05008174,2.2
E05008178,1.9
E05008179,2.2
E05008180,2.9
E05008181,2.1
E05008183,2.4
E05008186,2.2
E05008187,2.3
E05008188,2.5
E05008189,2.5
E05008190,3.5
E05008191,1.8
E05008192,2
E05008193,3.3
E05008194,2.5
E05008195,2.7
E05008196,2.1
E05008198,2.5
E05009281,2
E05009282,2.9
E05009283,2.9
E05009284,2.9
E05009285,1.7
E05009286,2.2
E05009287,2.1
E05006902,3
E05006903,4
E05006904,3.9
E05006905,3.7
E05006906,2.6
E05006907,2.8
E05006908,3.1
E05006909,2.6
E05006910,2.6
E05006911,2.6
E05006912,3.7
E05006913,2.5
E05006914,2.5
E05006915,2.8
E05006916,2.7
E05006917,2
E05006918,4.2
E05006919,2
E05006920,2.5
E05006921,1.5
E05006922,4.3
E05006923,2.1
E05006924,3.4
E05006925,4.4
E05006926,2.1
E05006927,3
E05006928,2.2
E05006929,1.9
E05006930,4.1
E05006931,3.7
E05006932,2.1
E05006933,2.4
E05006934,1.8
E05006935,2
E05006936,3.3
E05006937,1.8
E05010651,2.1
E05010652,2.1
E05010653,1.8
E05010654,2.6
E05010655,3.1
E05010656,3.5
E05010657,2
E05010658,3.2
E05010659,1.2
E05010660,3.5
E05010661,3.3
E05010662,2.1
E05010663,2.3
E05010664,2.5
E05010665,1.6
E05010666,1.9
E05010667,2
E05010668,2
E05010669,2.7
E05010670,2.8
E05010671,2.7
E05010672,2.5
E05011415,2
E05011416,3
E05011417,2.5
E05011418,2.1
E05011419,3
E05011420,3.7
E05011421,6.7
E05011422,3
E05011423,3.7
E05011424,1.1
E05011425,2.3
E05011426,1
E05011427,2.4
E05011428,2.5
E05011429,3.3
E05011430,2.8
E05011431,3.1
E05011432,5.8
E05011433,2.4
E05011434,2.7
E05011435,2.3
E05006988,3
E05006989,1.7
E05006990,2.3
E05006991,3.1
E05006992,2.7
E05006993,1.8
E05006994,2.7
E05006995,2.5
E05006996,2.9
E05006997,2.7
E05006998,1.6
E05006999,3.2
E05007000,1.7
E05007001,2.8
E05007002,2
E05007003,2.5
E05007004,1.5
E05007005,1.8
E05007006,1.5
E05007007,3.5
E05007008,1.6
E05007009,1.8
E05007010,2.3
E05007011,2.8
E05007012,2.9
E05010479,1.9
E05010480,1.4
E05010481,3.5
E05010482,3.2
E05010483,3.7
E05010484,1.8
E05010485,3.5
E05010486,1.5
E05010487,1.9
E05010488,1.5
E05010489,3.2
E05010490,2.2
E05010491,2.5
E05010492,3.5
E05010493,1.7
E05010494,1.3
E05010495,3.7
E05010496,1.7
E05010497,2.3
E05010498,1.8
E05010499,1.8
E05010500,2.5
E05010501,1.6
E05007039,2.8
E05007040,1.2
E05007041,3.7
E05007042,1.5
E05007043,1.6
E05007044,1.4
E05007045,2
E05007046,2.1
E05007047,1.6
E05007048,2
E05007049,1.9
E05007050,2.4
E05007051,1.8
E05007052,1.8
E05007053,1.7
E05007054,1.9
E05007055,1.6
E05007056,1.3
E05007057,1.4
E05007058,1.5
E05007059,1.5
E05007060,2.3
E05007061,3
E05007062,2.7
E05007063,1.4
E05007064,1
E05007065,0.9
E05007066,3.1
E05007067,3.2
E05007068,3.3
E05007069,3.3
E05007070,4.1
E05007071,3.2
E05007072,3.3
E05007073,3.6
E05007074,2.2
E05007075,3.3
E05007457,3.1
E05007458,3.7
E05007459,1.8
E05007460,3.3
E05007461,2.5
E05007462,2.7
E05007463,3.3
E05007464,2.2
E05007465,3.1
E05007466,2
E05007467,2.6
E05007468,3.2
E05007469,2.6
E05007470,1.7
E05007471,2.7
E05007472,2.4
E05007473,2.6
E05007474,4.1
E05007475,2.7
E05007476,3.2
E05007477,3.2
E05007478,3.8
E05007479,1.9
E05007480,4.3
E05007481,3.6
E05007482,2.5
E05007483,4
E05007484,3.1
E05007485,3.3
E05007486,2.2
E05007487,3
E05007488,2.7
E05007489,3.9
E05007490,2.3
E05008974,3.9
E05008975,1.6
E05008976,2.1
E05008977,2.2
E05008979,2.3
E05008980,1.3
E05008981,3.4
E05008982,3.1
E05008983,2.2
E05008984,1.7
E05008985,2.3
E05008986,2.3
E05008988,1.4
E05010758,2.6
E05010759,2.2
E05010760,2.6
E05010178,2.7
E05010179,1.6
E05010180,2.3
E05010181,2.5
E05010182,2.3
E05010183,1.6
E05010184,2.5
E05010185,1.3
E05010186,2.8
E05010187,2.5
E05010188,1.6
E05010189,2
E05010190,2.3
E05010191,2.3
E05010192,2.1
E05010193,1.7
E05010194,2
E05010195,1.6
E05010196,1.7
E05010197,2.1
E05010198,1.5
E05010199,2.2
E05010200,1.7
E05010201,2.3
E05010202,1.3
E05010203,2.2
E05010204,3.1
E05010205,2.6
E05010206,2.1
E05010207,1.3
E05010208,1.9
E05010209,2.2
E05010210,1.5
E05010211,2.4
E05010212,1.7
E05010213,1.6
E05012615,2.9
E05012616,2
E05012617,1.9
E05012618,3
E05012619,2.1
E05012620,2.4
E05012621,4.2
E05012622,3
E05012623,3
E05012624,2.2
E05012625,3.5
E05012626,2
E05012627,2.9
E05012628,2.7
E05012629,2.6
E05012630,3.1
E05012631,2.7
E05009823,2.1
E05009824,2.2
E05009825,2.7
E05009826,2
E05009827,1.8
E05009828,1.8
E05009829,2.8
E05009830,3.2
E05009831,3.2
E05009832,4.9
E05009833,2.2
E05009834,3
E05009835,1.7
E05009836,1.6
E05009837,1.9
E05009838,2.7
E05009839,1.6
E05009840,3.3
E05009841,1.7
E05009842,2.6
E05009843,2.5
E05009844,2.8
E05009845,2.8
E05009846,2.5
E05009847,2.6
E05009848,3
E05009849,1.7
E05009850,3.6
E05009851,2.1
E05009852,1.5
E05007846,1.9
E05007847,1.7
E05007848,1.9
E05007849,2.6
E05007850,2.8
E05007851,1.6
E05007852,2.3
E05007853,1.4
E05007854,2.6
E05007855,1.7
E05007856,2.3
E05007857,1.9
E05007858,3.6
E05007859,1.9
E05007860,2.5
E05007861,1.8
E05007862,1.6
E05007863,2.9
E05007864,2.2
E05007865,2
E05007866,2.6
E05007867,1.6
E05007868,3
E05007869,2.4
E05007870,3.4
E05007871,3.5
E05007872,4
E05007873,2.3
E05007874,3.1
E05007875,2.1
E05007876,4.3
E05007877,2.9
E05007878,2.1
E05007879,3.4
E05007880,3.6
E05007881,2.3
E05007882,2.7
E05007883,5
E05007884,2.3
E05007885,5.3
E05007886,3
E05007887,3.9
E05007888,4.8
E05007889,4.3
E05007890,1.9
E05007891,2.5
E05007892,4.8
E05007893,2.4
E05007894,2.7
E05007895,2
E05007896,2.8
E05007897,1.1
E05007898,1.7
E05007899,1.6
E05007900,1.4
E05007901,2.1
E05007902,2.1
E05007903,3.3
E05007904,2.3
E05007905,2
E05007906,2.4
E05007907,3.3
E05007908,1.3
E05007909,1.9
E05007910,3
E05007911,2.5
E05007912,2.6
E05007913,1.9
E05007914,1.8
E05007915,2.2
E05007916,2.7
E05007917,1.2
E05007918,2.2
E05007919,2.1
E05007920,2.1
E05007921,2
E05007922,2.5
E05007923,2.2
E05007924,2
E05007925,2.2
E05007926,1.3
E05010502,3.1
E05010503,2.6
E05010504,2.4
E05010505,3.3
E05010506,3.9
E05010507,3.7
E05010508,2.4
E05010509,2.2
E05010510,2.4
E05010511,3.4
E05010512,2.3
E05010513,2.3
E05011118,5.9
E05011119,5
E05011120,7.4
E05011121,8.1
E05011122,7.5
E05011123,5.7
E05011124,5.2
E05011125,8.7
E05011126,8.8
E05011127,7.3
E05011128,6.5
E05011129,4
E05011130,4.2
E05011131,5.9
E05011132,6.1
E05011133,5.4
E05011134,6
E05011135,4.7
E05011136,4.8
E05011137,6.8
E05011138,6.5
E05011139,7
E05011140,4.7
E05011141,3.1
E05011142,8.5
E05011143,5.5
E05011144,4.5
E05011145,6.7
E05011146,4
E05011147,8.6
E05011148,4.4
E05011149,5.9
E05011150,6
E05011151,9
E05011152,4.6
E05011153,9.6
E05011154,4.9
E05011155,10.9
E05011156,12.1
E05011157,7.3
E05011158,3.2
E05011159,4.4
E05011160,4.9
E05011161,5.4
E05011162,4.7
E05011163,5
E05011164,5.7
E05011165,6.1
E05011166,4.5
E05011167,7.2
E05011168,7.4
E05011169,5.1
E05011170,7.5
E05011171,6.3
E05011172,4.5
E05011173,6.7
E05011174,2.4
E05011175,2.7
E05011176,3.6
E05011177,2.7
E05011178,2.7
E05011179,2.5
E05011180,2.6
E05011181,2.1
E05011182,6.7
E05011183,7.5
E05011184,6.1
E05011185,4.4
E05011186,6.1
E05001218,2.8
E05001219,4.7
E05001220,3.7
E05001221,2.7
E05001222,6.6
E05001223,4.2
E05001224,4.5
E05001225,4.6
E05001226,5
E05001227,5
E05001228,10.7
E05001229,4.7
E05001230,5.4
E05001231,3.5
E05001232,4.7
E05001233,3.9
E05001234,3.1
E05001235,3.3
E05001236,3
E05001237,3.7
E05001238,5.8
E05001239,4.5
E05001240,4.9
E05001241,4.4
E05001242,4
E05001243,3
E05001244,3.4
E05001245,2.6
E05001246,3
E05001247,2.5
E05001248,2.5
E05001249,4.6
E05001250,5
E05001251,2.9
E05001252,2.6
E05001253,3.8
E05001254,4.9
E05001255,5.4
E05001256,2.7
E05001257,3.6
E05001258,3.3
E05001259,2.6
E05001260,5.4
E05001261,4.6
E05001262,4.5
E05001263,4.5
E05001264,4.7
E05001265,4.8
E05001266,4
E05001267,5.1
E05001268,6.1
E05001269,5.5
E05001270,5.6
E05001271,3.9
E05001272,3.9
E05001273,5
E05001274,6.9
E05001275,4
E05001276,6.9
E05001277,5.8
E05001278,7.6
E05001279,6
E05001280,4.8
E05001281,5.4
E05001282,4.3
E05001283,6.4
E05001284,3.4
E05001285,2.6
E05001286,2.9
E05001287,5.7
E05001288,2.3
E05001289,3.2
E05001290,5.7
E05001291,2
E05001292,3.2
E05001293,2
E05001294,2.9
E05001295,2
E05001296,2.6
E05001297,2.4
E05001298,2.9
E05001299,2.7
E05001300,5.4
E05001301,2.9
E05001302,2.8
E05001303,5.8
E05001304,5.9
E05001305,5.8
E05001306,5.7
E05001307,4.8
E05001308,3.9
E05001309,5.8
E05001310,3.3
E05001311,5.7
E05001312,2.7
E05001313,2.6
E05001314,5.8
E05001315,3.3
E05001316,5.9
E05001317,3.4
E05001318,2.3
E05001319,3.9
E05001320,5.2
E05001321,6
E05001322,4.6
E05001323,6.1
E05001324,4.5
E05001325,7.1
E05001326,6.6
E05001327,6.9
E05001328,5.2
E05001329,7
E05001330,8.1
E05001331,4.2
E05001332,5.6
E05001333,6.8
E05001334,3.1
E05001335,9.2
E05001336,4.8
E05001337,3.2
E05001338,3
E05001339,3.8
E05001340,4.5
E05010805,2.4
E05010806,4.3
E05010807,5
E05010808,4.5
E05010809,4.4
E05010810,2.9
E05010811,3.4
E05010812,4
E05010813,2
E05010814,2.7
E05010815,3.8
E05010816,3.6
E05010817,4.6
E05010818,4
E05010819,2.2
E05010820,4
E05010821,4.1
E05010822,4.2
E05010823,3
E05010824,2.7
E05010825,3.1
E05010826,2
E05002193,3.6
E05002194,6.3
E05002195,2.7
E05002196,4.5
E05002197,5
E05002198,8
E05002199,6.1
E05002200,6
E05002201,3.6
E05002202,5.3
E05002203,4.5
E05002204,4.2
E05002205,4.9
E05002206,4.6
E05002207,4.9
E05002208,8.7
E05002209,3.2
E05002210,4.5
E05002211,3.7
E05002212,2.5
E05002213,3.2
E05002214,3
E05002215,2.4
E05002216,5.8
E05002217,3
E05002218,5.7
E05002219,3
E05002220,2.9
E05002221,4
E05002222,3.7
E05002223,3.9
E05002224,2.7
E05002225,4.6
E05002226,4.5
E05002227,2.5
E05002228,3.8
E05002229,3.7
E05002230,4.5
E05002231,4
E05002232,3.4
E05002233,2.9
E05002234,3.5
E05002235,4.9
E05002236,3.9
E05002237,2.9
E05002238,2.5
E05002239,4.1
E05002240,2.9
E05002241,4
E05002242,2.9
E05002243,3.3
E05002244,2.9
E05002245,2.2
E05002246,5.5
E05002247,5.1
E05002248,4.6
E05008751,3.2
E05008752,2.1
E05008753,5.4
E05008754,4.7
E05008755,2.6
