mnemonic,unemployed
E05013431,2.3
E05013432,1.6
E05013433,2
E05013434,2.3
E05013435,1.7
E05013436,2.4
E05013437,2
E05013438,2
E05013439,1.7
E05013440,2.8
E05013441,1.5
E05013442,2.7
E05013443,2.6
E05013444,1.6
E05013446,2.5
E05013447,2.2
E05013448,2.1
E05013449,2.1
E05013450,2.5
E05013451,1.9
E05013452,1.6
E05013453,2.5
E05013455,2
E05013457,2
E05013458,1.7
E05013459,1.9
E05013460,2.2
E05013461,2.2
E05013462,3.1
E05013463,2.8
E05013464,2.7
E05013465,2.3
E05013466,2.6
E05013467,3
E05013468,2.2
E05013469,2.8
E05013470,1.9
E05013471,1.9
E05013472,2
E05013473,2.8
E05013474,2.4
E05013475,1.9
E05013476,2.1
E05013477,2.8
E05013478,4
E05013479,2.8
E05013480,2.2
E05013481,2.8
E05013482,2.8
E05013483,2.1
E05013484,1.8
E05013485,2.1
E05013486,2.4
E05013487,2.1
E05013488,2.4
E05013489,2
E05013490,2
E05013491,2.8
E05013492,1.9
E05013493,2.2
E05013494,2
E05013495,1.9
E05013832,2.4
E05013833,2.7
E05013834,2.5
E05013835,2
E05012649,2.9
E05012650,2.2
E05012651,3.6
E05012652,5.3
E05012653,7.3
E05012654,2
E05012655,2.9
E05012656,2
E05012657,2.8
E05012658,2.6
E05012659,2.5
E05012660,2.7
E05012661,5.2
E05012662,2.4
E05012663,3.3
E05012664,1.6
E05012665,3.5
E05012666,2.6
E05012667,3.8
E05012668,2
E05012669,3
E05012670,3.2
E05012671,2.5
E05012672,2.4
E05012673,2.7
E05012674,3
E05012675,3.5
E05012676,2.8
E05012677,3.6
E05012678,3.8
E05012679,2.6
E05012680,4.2
E05012681,5.8
E05012682,1.8
E05012683,2.4
E05012684,1.8
E05012685,2.1
E05012686,2.3
E05012687,2
E05012688,1.9
E05012689,1.8
E05012690,1.9
E05012691,1.6
E05012692,1.8
E05012693,1.6
E05012694,2.5
E05012695,2
E05012696,2.1
E05012697,2.9
E05012698,2.3
E05012699,1.7
E05012700,1.3
E05012701,1.8
E05012702,1.9
E05012703,1.3
E05012704,2.3
E05012705,1.9
E05012706,2.4
E05012707,1.8
E05012708,4.2
E05012709,2.9
E05012710,2.2
E05012711,2.1
E05012712,2.6
E05012713,1.6
E05012714,2.7
E05012715,2.2
E05012716,1.7
E05012717,2.9
E05012718,1.9
E05012719,1.6
E05012720,1.9
E05012721,1.6
E05012722,2.5
E05012723,3
E05012724,1.9
E05012725,2.1
E05012726,1.9
E05012727,1.5
E05012728,2.4
E05012729,3.3
E05012730,2.5
E05012731,1.8
E05012732,1.8
E05012733,1.7
E05011782,2.7
E05011783,1.5
E05011784,1.8
E05011785,1.5
E05011786,1.3
E05011787,1.8
E05011788,1.9
E05011789,1.5
E05011790,2.2
E05011791,1.9
E05011792,1.6
E05011793,1.9
E05011794,3.2
E05011795,3
E05011796,1.8
E05011797,2.2
E05011798,1.8
E05011799,2.2
E05011800,1.6
E05011801,1.6
E05011802,1.8
E05011803,1.4
E05011804,1.9
E05011805,1.5
E05011806,1.5
E05011807,2.3
E05011808,1.4
E05011809,2.3
E05011810,1.5
E05011811,2.1
E05011011,1.7
E05011012,5
E05011013,2.7
E05011014,2.8
E05011015,3
E05011016,4.1
E05011017,3.3
E05011018,2
E05011019,2.8
E05011020,4.7
E05011021,2.4
E05011022,2.2
E05011023,2.5
E05003510,2.4
E05003511,2.3
E05003512,1.9
E05003513,2.1
E05003514,1.3
E05003515,2.6
E05003516,2.1
E05003517,1.7
E05003518,2.2
E05003519,2.1
E05003520,2.2
E05003521,1.6
E05003522,2.3
E05003524,1.5
E05003525,2
E05003526,1.8
E05003527,2
E05003528,1.3
E05003529,2.4
E05003530,1.6
E05003531,2.5
E05008546,2
E05008547,1.8
E05008548,2
E05012412,4.4
E05012413,2.3
E05012414,3.1
E05012415,2.1
E05012416,1.9
E05012417,1.3
E05012418,2.1
E05012419,1.8
E05012420,1.8
E05012421,2.3
E05012422,2.5
E05012423,2.2
E05012424,2.2
E05012425,3.6
E05012426,3.1
E05012427,1.9
E05012428,2.1
E05012429,2.1
E05012430,2.2
E05012431,1.8
E05012432,2.4
E05012433,1.5
E05012434,1.8
E05012435,2.6
E05012436,2.3
E05010128,1.7
E05010129,1.3
E05010130,1.7
E05010131,2.1
E05010132,1.8
E05010133,2
E05010134,1
E05010135,2
E05010136,1.8
E05010137,1.7
E05010138,2.3
E05010139,1.8
E05010140,1.8
E05010141,2
E05010142,1.9
E05010143,2
E05010144,2.8
E05010145,1.7
E05010146,1.8
E05010147,1.6
E05011892,2.3
E05011893,2.4
E05011894,1.5
E05011895,2
E05011896,1.7
E05011897,2.2
E05011898,3
E05011899,1.8
E05011900,2.2
E05011901,2.3
E05011902,2.3
E05011903,1.4
E05011904,1.7
E05011905,1.6
E05011906,2
E05011907,1.8
E05011908,1.9
E05011909,2.4
E05011910,1.9
E05011911,1.4
E05011912,1.7
E05011913,2.9
E05011914,2
E05011915,3.1
E05011916,3.1
E05011917,3.3
E05011918,3
E05011919,2.9
E05011920,2.8
E05011921,1.5
E05011922,2.4
E05011923,2.6
E05011924,3
E05011925,1.9
E05011926,1.7
E05011927,1.5
E05011928,2.1
E05011929,2
E05011930,2.3
E05011931,1.9
E05010550,1.5
E05010551,1.5
E05010552,1.6
E05010553,2
E05010554,2.1
E05010555,2.8
E05010556,1.4
E05010557,1.7
E05010558,1.9
E05010559,1.9
E05010560,1.2
E05010561,2
E05010562,2.3
E05010563,2.4
E05010564,2
E05010565,2.1
E05010566,1.6
E05010567,2.7
E05004288,3.2
E05004289,2.6
E05004290,2.1
E05004291,1.9
E05004292,1.9
E05004293,1.9
E05004294,3.5
E05004295,2.9
E05004296,1.8
E05004297,3.5
E05004298,2.6
E05004299,3.1
E05004300,2.6
E05004301,3.2
E05004302,5.2
E05004303,3.4
E05004304,2.8
E05004305,2.1
E05004306,1.3
E05004307,2
E05010696,2.9
E05010697,1.9
E05010698,1
E05010699,1.7
E05010700,1.8
E05010701,1.8
E05010702,3.1
E05010703,2.4
E05010704,2
E05010705,2
E05010706,2
E05010707,2.8
E05010708,1.6
E05010709,1.9
E05010710,2.1
E05010711,2.6
E05010712,2
E05010713,2.8
E05010714,1.9
E05010715,1.6
E05010716,1.9
E05010717,1.4
E05010718,2.5
E05010719,1.8
E05010720,1.5
E05010721,1.2
E05010722,2.1
E05010723,2.3
E05010724,1.6
E05010725,2.8
E05010726,2
E05010727,3.5
E05012156,2.4
E05012157,2.2
E05012158,2.7
E05012159,2.9
E05012160,2.4
E05012161,1.7
E05012162,3.2
E05012163,1.8
E05012164,2.4
E05012165,3.7
E05012166,2.2
E05012167,2.5
E05012168,2.4
E05012169,2.1
E05012170,2.2
E05012171,2
E05012172,2.1
E05012173,2.9
E05012174,1.8
E05012175,2.3
E05012176,1.6
E05010950,2.1
E05010951,2.6
E05010952,2.7
E05010953,4.9
E05010954,4.3
E05010955,2.3
E05010956,2.2
E05010957,1.8
E05010958,4
E05010959,3.1
E05010960,1.8
E05010961,3.6
E05010962,3.5
E05010963,4
E05010964,2.5
E05010965,2.4
E05010966,2.8
E05010967,4.5
E05010969,2.2
E05010972,2.4
E05010973,2.2
E05010975,1.8
E05010976,1.9
E05010981,2
E05010982,1.4
E05010986,2.3
E05010987,2.5
E05010988,3.8
E05010990,2.2
E05010991,3.3
E05010992,1.7
E05013187,2.3
E05013188,1.9
E05013189,2
E05013190,1.9
E05013191,1.8
E05013192,1.7
E05013193,2.1
E05013194,1.8
E05013195,1.9
E05013196,2.2
E05013197,3
E05013198,2
E05013199,1.7
E05013212,2.6
E05012064,1.8
E05012065,3.2
E05012066,1.9
E05012067,1.8
E05012068,2.5
E05012069,2.3
E05012070,1.4
E05012071,2.9
E05012072,2.3
E05012073,1.3
E05012074,2.5
E05012075,2
E05012076,2.2
E05012077,2.4
E05012078,2.3
E05012079,2.2
E05012080,2.4
E05012081,1.7
E05012082,2.9
E05012083,1.9
E05014360,2.3
E05014361,1.9
E05014362,2.4
E05014363,3
E05014370,2.1
E05014371,1.9
E05014372,1.7
E05014373,2
E05014378,2.7
E05014381,2.5
E05014388,2.3
E05014342,2
E05014343,2
E05014344,3.7
E05014345,4.1
E05014346,2.4
E05014348,2.1
E05014349,1.8
E05014353,1.8
E05014364,3
E05014365,1.9
E05014367,1.6
E05014376,2.4
E05014341,2.1
E05014347,1.8
E05014350,1.9
E05014351,2.5
E05014352,2.5
E05014354,1.9
E05014356,2.2
E05014357,1.6
E05014366,2.2
E05014369,1.9
E05014379,1.8
E05014380,1.9
E05014389,2.4
E05014390,2.6
E05014391,3.2
E05014392,2.2
E05014393,2.4
E05014339,2.4
E05014340,1.9
E05014355,1.9
E05014358,1.4
E05014359,2.3
E05014368,2.4
E05014374,2.1
E05014375,1.8
E05014377,2.1
E05014382,3.7
E05014383,2.7
E05014384,2.1
E05014385,1.4
E05014386,2.2
E05014387,2.5
W05001492,2.3
W05001493,2
W05001494,2.1
W05001495,2.3
W05001496,2.8
W05001497,2.1
W05001498,2.8
W05001499,2
W05001500,4
W05001501,2.5
W05001502,2.7
W05001503,6.4
W05001504,3.6
W05001505,3.4
W05001506,1.9
W05001507,1.2
W05001508,5
W05001509,2.6
W05001510,3
W05001511,2.6
W05001512,2.8
W05001513,3
W05001514,1.7
W05001515,1.5
W05001516,2.9
W05001517,8.2
W05001518,3.7
W05001519,4.6
W05001520,1.1
W05001521,1.8
W05001522,1.7
W05001523,4.1
W05001524,2.9
W05001525,2.5
W05001526,3.6
W05001527,3.9
W05001528,5.2
W05001529,2.1
W05001530,6.4
W05001531,3.7
W05001532,2.3
W05001533,1.8
W05001534,3.7
W05001535,4.2
W05001536,4.1
W05001537,2.7
W05001538,3.3
W05001539,1.6
W05001540,1.7
W05001541,2.9
W05001542,1.9
W05001543,1.4
W05001544,2.5
W05001545,1.6
W05001546,3.8
W05001547,1.5
W05001548,1.1
W05001549,0.7
W05001550,1.6
W05001551,1.9
W05001552,2.6
W05001553,2.9
W05001554,2.5
W05001555,4.7
W05001556,2.2
W05001557,2.6
W05001558,2
W05001559,2.8
W05001560,3.9
W05001561,2.8
W05001562,2.4
W05001563,3.3
W05001564,3.2
W05001565,2.6
W05001566,2.8
W05001567,1.7
W05001568,2.3
W05001569,1.7
W05001570,2.6
W05001403,2.2
W05001404,3
W05001405,3.3
W05001406,2
W05001407,3.7
W05001408,2.7
W05001409,3.2
W05001410,3.3
W05001411,1.2
W05001412,3.2
W05001413,1.9
W05001414,5.6
W05001415,2.9
W05001416,3.8
W05001417,3.4
W05001418,2.5
W05001419,2
W05001420,2.4
W05001421,1.1
W05001422,5.6
W05001423,3.2
W05001424,2.1
W05001425,3
W05001426,2.1
W05001427,3.6
W05001428,2.8
W05001429,3.3
W05001430,3.9
W05001431,0.4
W05001432,1.8
W05001332,1.2
W05001333,2.3
W05001334,3
W05001335,1.5
W05001336,2.8
W05001337,2.1
W05001338,1.6
W05001339,2.1
W05001340,1.2
W05001341,2.1
W05001342,1.5
W05001343,1.5
W05001344,2.8
W05001345,3.2
W05001346,2.8
W05001347,3
W05001348,2.9
W05001349,2.8
W05001350,3.5
W05001351,2.6
W05001352,4.3
W05001353,3.6
W05001354,2.7
W05001355,7
W05001356,2.8
W05001357,1.5
W05001358,2.9
W05001359,1
W05001360,0.9
W05001571,2.1
W05001572,3.1
W05001573,2.5
W05001574,2.6
W05001575,2.2
W05001576,3
W05001577,3.4
W05001578,2.9
W05001579,2
W05001580,3.7
W05001581,2
W05001582,1.9
W05001583,2.9
W05001584,3.1
W05001585,2.7
W05001586,2.6
W05001587,5.5
W05001588,2.9
W05001589,3
W05001590,3.4
W05001591,1.8
W05001592,2.5
W05001593,1.8
W05001594,2.8
W05001595,1.9
W05001596,4.5
W05001597,3.3
W05001598,3.2
W05001599,2.5
W05001600,2.8
W05001601,3.1
W05001602,2.3
W05001603,2.8
W05001604,2.8
W05001605,2.1
W05001606,4.4
W05001607,3.5
W05001608,1.8
W05001609,2.1
W05001610,3.2
W05001611,3.6
W05001612,2.9
W05001613,2.5
W05001614,2.8
W05001615,2.2
W05001713,6
W05001714,3.3
W05001715,1.6
W05001716,1.8
W05001717,2.1
W05001718,3.3
W05001719,2.6
W05001720,4.2
W05001721,3.2
W05001722,3.1
W05001723,3.6
W05001724,3
W05001725,2.3
W05001726,2.2
W05001727,3
W05001728,2.5
W05001729,3.3
W05001730,2.1
W05001731,1.9
W05001732,3.5
W05001733,4.4
W05001734,2.8
W05001735,2.2
W05001736,1.6
W05001737,3.3
W05001738,4.1
W05001739,2.8
W05001740,2.5
W05001741,2.2
W05001742,3
W05001743,2.2
W05001744,1.3
W05001745,2.3
W05001746,1.7
W05001747,4.3
W05001748,2.2
W05001749,3.1
W05001750,3.4
W05001751,2.1
W05001752,2.9
W05001753,5.8
W05001754,3.1
W05001755,2.3
W05001756,2.3
W05001757,2.9
W05001758,3.5
W05001759,2.2
W05001760,3.6
W05001761,4.6
W05001298,1.9
W05001299,1.7
W05001300,6.8
W05001301,2.6
W05001302,6.5
W05001303,1.3
W05001304,1.9
W05001305,1.7
W05001306,2.6
W05001307,6.1
W05001308,3.4
W05001309,2
W05001310,5.4
W05001311,2
W05001312,1.6
W05001313,2.4
W05001314,1.7
W05001315,2.2
W05001316,1.9
W05001317,2.7
W05001318,1.7
W05001319,2.1
W05001320,1.8
W05001321,2
W05001322,1.8
W05001323,2.2
W05001324,2.4
W05001325,1.8
W05001326,1.8
W05001327,4.3
W05001328,1.6
W05001329,2.8
W05001330,2.9
W05001331,1.3
W05001433,2.4
W05001434,1.6
W05001435,2.1
W05001436,1.6
W05001437,1.6
W05001438,1.1
W05001439,2.4
W05001440,1.3
W05001441,1.5
W05001442,2.5
W05001443,3.5
W05001444,3.2
W05001445,5.1
W05001446,4.7
W05001447,3.8
W05001448,2
W05001449,2.5
W05001450,2
W05001451,2.7
W05001452,1.8
W05001453,1.5
W05001454,2.6
W05001455,2.3
W05001456,2.1
W05001457,2.1
W05001458,2.3
W05001459,2.4
W05001460,1.7
W05001461,2.5
W05001462,2.8
W05001463,4.4
W05001464,3
W05001465,4.4
W05001466,2.5
W05001467,4.1
W05001468,2.6
W05001469,2.8
W05001470,2.5
W05001471,2.8
W05001472,3.3
W05001473,3.6
W05001474,5.1
W05001475,4.8
W05001476,3.2
W05001477,4.6
W05001478,4.2
W05001479,4
W05001480,1
W05001481,1.2
W05001482,2.1
W05001483,2.7
W05001484,2
W05001485,2.1
W05001486,1.7
W05001487,1.5
W05001488,2.8
W05001489,3
W05001490,1.3
W05001491,2
W05001177,1.4
W05001178,2.3
W05001179,2.4
W05001180,3.1
W05001181,3.3
W05001182,2.1
W05001183,3.1
W05001184,2.7
W05001185,2.3
W05001186,2.1
W05001187,4
W05001188,2
W05001189,2.4
W05001190,2.3
W05001191,3.2
W05001192,3.7
W05001193,4.1
W05001194,2
W05001195,1.7
W05001196,2
W05001197,2.5
W05001198,2.3
W05001199,2.9
W05001200,2
W05001201,1.1
W05001202,2.8
W05001203,2.3
W05001204,2.5
W05001205,1.9
W05001206,2.2
W05001207,2
W05001208,1.9
W05001209,2
W05001210,1.5
W05001211,1.9
W05001212,2
W05001213,2.2
W05001214,3.5
W05001215,4
W05001216,1.8
W05001217,3.3
W05001218,2.6
W05001219,1.6
W05001220,2.2
W05001221,1.7
W05001222,1.5
W05001223,2.1
W05001224,3.1
W05001225,3
W05001226,4.2
W05001227,1.8
W05001039,2
W05001040,3.1
W05001041,5.8
W05001042,2.7
W05001043,3.2
W05001044,3.1
W05001045,2.6
W05001046,2.1
W05001047,2.9
W05001048,2.2
W05001049,2.2
W05001050,5
W05001051,1.8
W05001052,2.5
W05001053,2.4
W05001054,1.1
W05001055,3.1
W05001056,2.1
W05001057,2.6
W05001058,2.1
W05001059,4.4
W05001060,2.2
W05001061,1.8
W05001062,3.4
W05001063,2.4
W05001064,3.3
W05001065,4.6
W05001066,5
W05001067,5.8
W05001068,6.6
W05001069,2.7
W05001070,2.9
W05001679,2.7
W05001680,2.4
W05001681,2.6
W05001682,2.1
W05001683,4.1
W05001684,3.3
W05001685,3.3
W05001686,2.6
W05001687,1.5
W05001688,1.9
W05001689,1.9
W05001690,2
W05001691,2.9
W05001692,2.3
W05001693,3.9
W05001694,2.8
W05001695,3.1
W05001696,3.3
W05001697,2.1
W05001698,2
W05001699,2.5
W05001700,3.1
W05001701,4.3
W05001702,2.5
W05001703,3
W05001704,3.1
W05001705,3
W05001706,2.6
W05001707,3.1
W05001708,2.5
W05001709,1.7
W05001710,2.7
W05001711,3.6
W05001712,3.5
W05001228,2.6
W05001229,2.9
W05001230,2
W05001231,3.4
W05001232,3.2
W05001233,3.1
W05001234,3.1
W05001235,2.6
W05001236,3.8
W05001237,3
W05001238,2.5
W05001239,3.7
W05001240,3.5
W05001241,2.2
W05001242,2.6
W05001243,3.8
W05001244,3.6
W05001245,2.4
W05001246,1.7
W05001247,3.5
W05001248,3.1
W05001249,2.3
W05001250,1.9
W05001251,3.4
W05001252,3.3
W05001253,2.7
W05001254,2.3
W05001255,2.9
W05001379,3
W05001380,4.2
W05001381,3.8
W05001382,4.7
W05001383,2.6
W05001384,4.5
W05001385,1.9
W05001386,2.5
W05001387,2.8
W05001388,4
W05001389,2.4
W05001390,2.7
W05001391,2.3
W05001392,2.1
W05001393,1.1
W05001394,2.4
W05001395,2.8
W05001396,3.2
W05001397,1.8
W05001398,1.9
W05001399,2.8
W05001400,3.3
W05001401,1.8
W05001402,1.5
W05001270,6.5
W05001271,5.8
W05001272,4.8
W05001273,3.2
W05001274,7
W05001275,2.9
W05001276,5.4
W05001277,3.3
W05001278,5.5
W05001279,5.1
W05001280,2.2
W05001281,2.4
W05001282,2.7
W05001283,3.6
W05001284,2.4
W05001285,4.1
W05001286,3.9
W05001287,2.4
W05001288,3.2
W05001289,6.3
W05001290,2.4
W05001291,2.2
W05001292,2.1
W05001293,4.4
W05001294,3.3
W05001295,4.8
W05001296,4.4
W05001297,2.6
W05001071,3.2
W05001072,2.9
W05001073,3.1
W05001074,2.5
W05001075,2.9
W05001076,2.6
W05001077,2.8
W05001078,2.9
W05001079,5.8
W05001080,3.3
W05001081,3.7
W05001082,3.6
W05001083,2.7
W05001084,4.6
W05001085,3.4
W05001086,2.7
W05001087,2.9
W05001088,2
W05001089,2.3
W05001090,2.2
W05001091,3.7
W05001092,3.4
W05001093,3.4
W05001094,2.3
W05001095,3.4
W05001096,4.7
W05001097,2.7
W05001098,1.7
W05001099,1.6
W05001100,1.6
W05001101,2.6
W05001102,4.2
W05001103,2.6
W05001104,2.3
W05001105,3.7
W05001106,2.4
W05001107,3
W05001108,2.8
W05001109,3.3
W05001110,8.2
W05001111,4.5
W05001112,3.7
W05001113,3.7
W05001114,3.7
W05001115,2.8
W05001116,3.8
W05001648,4.1
W05001649,3.7
W05001650,3.4
W05001651,3.4
W05001652,2.7
W05001653,2.8
W05001654,3.2
W05001655,3
W05001656,3
W05001657,3.4
W05001658,3.2
W05001659,2.8
W05001660,3
W05001661,3.5
W05001662,3.5
W05001663,2.6
W05001664,4.2
W05001665,2.9
W05001666,3.6
W05001667,2.7
W05001668,2.4
W05001669,3.3
W05001670,2.8
W05001671,3.2
W05001672,2.7
W05001673,2.8
W05001674,2.5
W05001675,2.6
W05001676,3.4
W05001677,3
W05001678,2.3
W05001256,3.1
W05001257,2.5
W05001258,3.2
W05001259,3.7
W05001260,3.3
W05001261,3.3
W05001262,4.7
W05001263,3.7
W05001264,2.7
W05001265,3.9
W05001266,4
W05001267,2.8
W05001268,3.4
W05001269,3.2
W05001361,3.1
W05001362,3.3
W05001363,3.1
W05001364,2.9
W05001365,2.6
W05001366,4.3
W05001367,1.6
W05001368,2.9
W05001369,2
W05001370,2.4
W05001371,2.6
W05001372,3.2
W05001373,3.4
W05001374,2.7
W05001375,4.1
W05001376,3.7
W05001377,2.8
W05001378,4.1
W05001762,3.5
W05001763,2.4
W05001764,2
W05001765,1.8
W05001766,1.8
W05001767,2.5
W05001768,2.8
W05001769,0.8
W05001770,2.2
W05001771,3.3
W05001772,2.4
W05001773,1.5
W05001774,2.1
W05001775,2.7
W05001776,4.3
W05001777,1.5
W05001778,2.2
W05001779,2.9
W05001780,1.5
W05001781,1.3
W05001782,1.7
W05001783,1.4
W05001784,1.7
W05001785,1.7
W05001786,2.5
W05001787,1.5
W05001788,3.6
W05001789,1.6
W05001790,2
W05001791,1.6
W05001792,1.5
W05001793,2.3
W05001794,3
W05001795,1.9
W05001796,2
W05001797,1.7
W05001798,2
W05001799,2.9
W05001800,2.8
W05001627,3.3
W05001628,4.2
W05001629,3.6
W05001630,4.1
W05001631,2
W05001632,2.5
W05001633,3.5
W05001634,1.7
W05001635,4.2
W05001636,2.5
W05001637,2.9
W05001638,5.7
W05001639,4.3
W05001640,3.4
W05001641,2.1
W05001642,2.5
W05001643,3.2
W05001644,3.5
W05001645,4.2
W05001646,3.5
W05001647,4.9
W05001117,1.7
W05001118,1.4
W05001119,1.2
W05001120,2.1
W05001121,2.4
W05001122,1.4
W05001123,2.1
W05001124,1.5
W05001125,0.7
W05001126,1.8
W05001127,3.2
W05001128,1.9
W05001129,1.8
W05001130,2.3
W05001131,1.7
W05001132,1.2
W05001133,2.1
W05001134,1.4
W05001135,1.9
W05001136,1.1
W05001137,1.3
W05001138,2.1
W05001139,1
W05001140,2.3
W05001141,1.4
W05001142,2.8
W05001143,3.2
W05001144,1.9
W05001145,1.5
W05001146,0.9
W05001147,2.2
W05001148,2.4
W05001149,1.6
W05001150,1.7
W05001151,1.9
W05001152,1.7
W05001153,2.5
W05001154,1.3
W05001155,1.9
W05001156,2
W05001157,1.5
W05001158,2.1
W05001159,1.7
W05001160,4.1
W05001161,3.8
W05001162,2
W05001163,3.6
W05001164,2.2
W05001165,2.1
W05001166,1.7
W05001167,1.1
W05001168,1.1
W05001169,1.4
W05001170,2.5
W05001171,1.5
W05001172,4.3
W05001173,2.5
W05001174,2.8
W05001175,1.9
W05001176,1.9
W05001616,3.5
W05001617,2.9
W05001618,3.6
W05001619,4.8
W05001620,3.4
W05001621,3.2
W05001622,2.8
W05001623,3.3
W05001624,2.9
W05001625,2.7
W05001626,3.1
