mnemonic,percent_crowded
E05013418,3.7
E05013419,4.2
E05013420,3
E05013421,1.3
E05013422,3.1
E05013423,4.6
E05013424,2.2
E05013425,2.9
E05013426,2.5
E05013427,1.8
E05013428,2.6
E05013429,4.4
E05013430,2.3
E05013431,2.5
E05013432,2.1
E05013433,2.7
E05013434,2.7
E05013435,1.6
E05013436,2.4
E05013437,1.9
E05013438,1.5
E05013439,2.1
E05013440,3.7
E05013441,1.8
E05013442,3.9
E05013443,4.1
E05013444,2.4
E05013446,3.6
E05013447,1.7
E05013448,2.3
E05013449,2.3
E05013450,2.6
E05013451,1.8
E05013452,2.3
E05013453,3.3
E05013455,2.1
E05013457,2.7
E05013458,1.4
E05013459,1.8
E05013460,6
E05013461,2.4
E05013462,4.4
E05013463,5.6
E05013464,3.8
E05013465,3.5
E05013466,4.1
E05013467,3.9
E05013468,1.3
E05013469,3.6
E05013470,1.5
E05013471,2.1
E05013472,2.5
E05013473,4.8
E05013474,4.5
E05013475,3
E05013476,2.6
E05013477,6
E05013478,6.1
E05013479,2.5
E05013480,3.1
E05013481,4.7
E05013482,4.4
E05013483,2.8
E05013484,2.6
E05013485,2.6
E05013486,3.7
E05013487,2.4
E05013488,4.5
E05013489,2.5
E05013490,3.1
E05013491,5.3
E05013492,3
E05013493,1.7
E05013494,1.1
E05013495,2
E05013832,2.7
E05013833,2.8
E05013834,2.7
E05013835,1.7
E05012649,6.2
E05012650,3.2
E05012651,9.3
E05012652,19.9
E05012653,19.5
E05012654,1.7
E05012655,7.6
E05012656,1.6
E05012657,4.6
E05012658,7
E05012659,3.7
E05012660,4.7
E05012661,14.3
E05012662,4.3
E05012663,5.6
E05012664,3.9
E05012665,8.4
E05012666,3
E05012667,5.2
E05012668,2.1
E05012669,7.2
E05012670,5.5
E05012671,3.5
E05012672,4
E05012673,4.6
E05012674,7.1
E05012675,9
E05012676,4.2
E05012677,7.6
E05012678,10.4
E05012679,6.4
E05012680,11.3
E05012681,10.9
E05012682,1.5
E05012683,1.9
E05012684,2.3
E05012685,4.6
E05012686,3
E05012687,2
E05012688,2.5
E05012689,1.7
E05012690,3.1
E05012691,2.1
E05012692,2.9
E05012693,2.8
E05012694,2.3
E05012695,3.1
E05012696,3
E05012697,3.1
E05012698,3.2
E05012699,2.1
E05012700,2.6
E05012701,3.6
E05012702,2.4
E05012703,2.4
E05012704,4.2
E05012705,2.8
E05012706,3.4
E05012707,1.6
E05012708,9.6
E05012709,4.5
E05012710,1.8
E05012711,4.6
E05012712,3.8
E05012713,1.6
E05012714,4.8
E05012715,2.3
E05012716,1.9
E05012717,1.9
E05012718,3
E05012719,2.3
E05012720,2.1
E05012721,4
E05012722,3.3
E05012723,2.1
E05012724,2.6
E05012725,3.1
E05012726,3
E05012727,1.5
E05012728,4.1
E05012729,5.9
E05012730,5.6
E05012731,2.2
E05012732,2.6
E05012733,2.1
E05011782,2.9
E05011783,2.4
E05011784,3.3
E05011785,2.5
E05011786,2
E05011787,2.4
E05011788,3.4
E05011789,2.3
E05011790,3.3
E05011791,1.8
E05011792,1.8
E05011793,2.6
E05011794,6.2
E05011795,4
E05011796,3.2
E05011797,3
E05011798,2.4
E05011799,2.6
E05011800,2.3
E05011801,2.9
E05011802,2.7
E05011803,1.2
E05011804,2.7
E05011805,2.2
E05011806,2.7
E05011807,2.1
E05011808,1.1
E05011809,2.2
E05011810,1.9
E05011811,2
E05011011,3.4
E05011012,10.8
E05011013,5.9
E05011014,4.7
E05011015,6.6
E05011016,8.8
E05011017,7.1
E05011018,3.3
E05011019,5.8
E05011020,11
E05011021,2.9
E05011022,3.4
E05011023,2.7
E05003510,3.8
E05003511,2.6
E05003512,1.9
E05003513,3.4
E05003514,1.7
E05003515,3.9
E05003516,4.2
E05003517,1.9
E05003518,3.6
E05003519,3.1
E05003520,4
E05003521,3.1
E05003522,4.7
E05003524,1.8
E05003525,2.1
E05003526,2
E05003527,3.8
E05003528,2.3
E05003529,2.4
E05003530,2.1
E05003531,5.6
E05008546,4
E05008547,2.4
E05008548,2.8
E05012412,7.3
E05012413,3.6
E05012414,4.6
E05012415,2.5
E05012416,2.1
E05012417,3.2
E05012418,1.9
E05012419,3
E05012420,1.8
E05012421,1.4
E05012422,3.8
E05012423,2.4
E05012424,1.8
E05012425,5.3
E05012426,3.2
E05012427,1.7
E05012428,2.4
E05012429,1.3
E05012430,2
E05012431,2.6
E05012432,3.2
E05012433,2.1
E05012434,2.1
E05012435,3
E05012436,3.4
E05010128,3.2
E05010129,1.6
E05010130,1.9
E05010131,1.2
E05010132,2.8
E05010133,2.7
E05010134,2.5
E05010135,2.4
E05010136,2.3
E05010137,3
E05010138,2.3
E05010139,2.7
E05010140,2
E05010141,2.3
E05010142,3.3
E05010143,2.1
E05010144,4
E05010145,2.3
E05010146,1.9
E05010147,2.7
E05011892,1.8
E05011893,3.3
E05011894,1.4
E05011895,2.4
E05011896,2.4
E05011897,3.8
E05011898,5.6
E05011899,2
E05011900,3.2
E05011901,4.1
E05011902,4.1
E05011903,2.6
E05011904,2.2
E05011905,2.1
E05011906,3
E05011907,2.5
E05011908,2.4
E05011909,3.1
E05011910,2.1
E05011911,2
E05011912,1.8
E05011913,4.6
E05011914,3.2
E05011915,4.7
E05011916,1.9
E05011917,3.6
E05011918,3.4
E05011919,2.5
E05011920,4.8
E05011921,2.8
E05011922,3.2
E05011923,2.5
E05011924,3.2
E05011925,2.5
E05011926,2
E05011927,1.6
E05011928,1.1
E05011929,1.6
E05011930,1.3
E05011931,1.9
E05010550,2.8
E05010551,1.7
E05010552,2.1
E05010553,2.2
E05010554,2.1
E05010555,2.3
E05010556,1.4
E05010557,2.8
E05010558,2.9
E05010559,1.9
E05010560,1.5
E05010561,3
E05010562,4.3
E05010563,1.8
E05010564,2.6
E05010565,4.6
E05010566,2
E05010567,3.7
E05004288,6.9
E05004289,1.9
E05004290,1.8
E05004291,1.8
E05004292,1.7
E05004293,4.2
E05004294,6.1
E05004295,6.7
E05004296,1
E05004297,4.2
E05004298,3.6
E05004299,3.5
E05004300,1
E05004301,3.6
E05004302,8.3
E05004303,4.1
E05004304,4.6
E05004305,5.3
E05004306,2.5
E05004307,2.1
E05010696,1.9
E05010697,2.4
E05010698,1.7
E05010699,2.7
E05010700,1.2
E05010701,1.1
E05010702,3.2
E05010703,1.5
E05010704,1.4
E05010705,2
E05010706,1.1
E05010707,2.5
E05010708,2
E05010709,1.5
E05010710,2.3
E05010711,2.1
E05010712,2.1
E05010713,4
E05010714,2.6
E05010715,2.8
E05010716,2
E05010717,3
E05010718,2.5
E05010719,1.6
E05010720,1.8
E05010721,2.2
E05010722,1.7
E05010723,2.7
E05010724,1.5
E05010725,2.7
E05010726,2.8
E05010727,3.6
E05012156,1.8
E05012157,2.8
E05012158,4.4
E05012159,4.3
E05012160,3.5
E05012161,2.9
E05012162,1.7
E05012163,2.3
E05012164,3.1
E05012165,2.7
E05012166,2.3
E05012167,3.2
E05012168,3.1
E05012169,3.7
E05012170,2.4
E05012171,2.3
E05012172,2.3
E05012173,2.4
E05012174,1.3
E05012175,1.7
E05012176,2.4
E05010950,1.6
E05010951,1.3
E05010952,2.5
E05010953,7.1
E05010954,5.3
E05010955,2.7
E05010956,3.4
E05010957,1.6
E05010958,7
E05010959,5
E05010960,1.6
E05010961,7.6
E05010962,5.4
E05010963,5.3
E05010964,5.1
E05010965,2.5
E05010966,4.9
E05010967,9.2
E05010969,2.3
E05010972,2.6
E05010973,1.5
E05010975,2.2
E05010976,3.2
E05010981,1.6
E05010982,1.9
E05010986,5.4
E05010987,3.7
E05010988,4.1
E05010990,2.1
E05010991,3.5
E05010992,2.8
E05013187,1.3
E05013188,2.8
E05013189,1.8
E05013190,4.7
E05013191,1.3
E05013192,2.5
E05013193,3.2
E05013194,2.3
E05013195,1.9
E05013196,4.6
E05013197,5.1
E05013198,2.2
E05013199,2.9
E05013212,3.1
E05012064,2
E05012065,3.2
E05012066,2.6
E05012067,2.3
E05012068,3.2
E05012069,1.6
E05012070,1.4
E05012071,3.1
E05012072,2.4
E05012073,1.5
E05012074,3.8
E05012075,1.9
E05012076,4.1
E05012077,2.7
E05012078,2.2
E05012079,1.8
E05012080,1.7
E05012081,3.6
E05012082,4.1
E05012083,2.7
E05014360,3.4
E05014361,2
E05014362,4.3
E05014363,3.1
E05014370,2.6
E05014371,2.2
E05014372,2.5
E05014373,2.5
E05014378,4.2
E05014381,3.6
E05014388,2.3
E05014342,2
E05014343,3.3
E05014344,5.5
E05014345,6.1
E05014346,2.7
E05014348,2.4
E05014349,1.4
E05014353,2.3
E05014364,3.6
E05014365,2.3
E05014367,1.7
E05014376,2.5
E05014341,2.7
E05014347,3.1
E05014350,2.2
E05014351,4.1
E05014352,3.6
E05014354,1.9
E05014356,3.3
E05014357,1.9
E05014366,2.4
E05014369,2.6
E05014379,2.1
E05014380,2.3
E05014389,3.7
E05014390,4.5
E05014391,3.9
E05014392,4.2
E05014393,3.2
E05014339,4
E05014340,3
E05014355,1.5
E05014358,2.1
E05014359,2.3
E05014368,2.5
E05014374,2.8
E05014375,2.3
E05014377,3.2
E05014382,6.1
E05014383,4.5
E05014384,2.3
E05014385,1.8
E05014386,2.5
E05014387,2.6
W05001492,2.2
W05001493,2.9
W05001494,2.5
W05001495,2.7
W05001496,4.2
W05001497,2
W05001498,2.7
W05001499,1.4
W05001500,2.7
W05001501,2.1
W05001502,3.1
W05001503,3.6
W05001504,1.9
W05001505,3
W05001506,0.9
W05001507,2.1
W05001508,3.6
W05001509,1.7
W05001510,2.5
W05001511,1.9
W05001512,1.7
W05001513,3.7
W05001514,1
W05001515,1.4
W05001516,2
W05001517,7.4
W05001518,3.2
W05001519,3.9
W05001520,2.9
W05001521,1.3
W05001522,2.6
W05001523,2.4
W05001524,2
W05001525,2
W05001526,4.1
W05001527,2.2
W05001528,2.5
W05001529,2.8
W05001530,7.2
W05001531,4.8
W05001532,2
W05001533,2.6
W05001534,4
W05001535,2.9
W05001536,2.3
W05001537,2.8
W05001538,3.7
W05001539,1
W05001540,1.5
W05001541,1.7
W05001542,3.1
W05001543,3.8
W05001544,3.2
W05001545,2.7
W05001546,3.8
W05001547,3
W05001548,1.6
W05001549,2.5
W05001550,2.2
W05001551,0.9
W05001552,1.1
W05001553,1.7
W05001554,3.2
W05001555,5.7
W05001556,3
W05001557,3.4
W05001558,3.1
W05001559,1.6
W05001560,3.8
W05001561,2.2
W05001562,1.8
W05001563,2.7
W05001564,4.1
W05001565,2.6
W05001566,2.6
W05001567,1.3
W05001568,3
W05001569,1.8
W05001570,1.5
W05001403,2.5
W05001404,3
W05001405,1.4
W05001406,2.7
W05001407,3.1
W05001408,2.7
W05001409,3.5
W05001410,1.5
W05001411,2.4
W05001412,2.2
W05001413,2.1
W05001414,5.8
W05001415,2.8
W05001416,4.7
W05001417,3.1
W05001418,1.9
W05001419,2.9
W05001420,1.2
W05001421,2.5
W05001422,5.7
W05001423,5.4
W05001424,1.5
W05001425,2.4
W05001426,1.9
W05001427,4.8
W05001428,3.3
W05001429,3.7
W05001430,7.1
W05001431,2.8
W05001432,3
W05001332,1.6
W05001333,2.3
W05001334,4.9
W05001335,2.3
W05001336,2.3
W05001337,3.9
W05001338,2.6
W05001339,2.7
W05001340,3
W05001341,3
W05001342,0.8
W05001343,1.4
W05001344,2.7
W05001345,2.8
W05001346,4.9
W05001347,2.9
W05001348,3
W05001349,2.6
W05001350,3.7
W05001351,3
W05001352,6.6
W05001353,4.2
W05001354,2.8
W05001355,7.2
W05001356,3.2
W05001357,2.5
W05001358,4.5
W05001359,2.1
W05001360,2.6
W05001571,1.3
W05001572,2.8
W05001573,2.8
W05001574,1.7
W05001575,3.4
W05001576,3.1
W05001577,5.4
W05001578,2.2
W05001579,2.2
W05001580,2.5
W05001581,1.5
W05001582,1.8
W05001583,3.9
W05001584,3.4
W05001585,2.1
W05001586,5.2
W05001587,4.7
W05001588,2.9
W05001589,4.6
W05001590,3.1
W05001591,2.1
W05001592,2.6
W05001593,1.1
W05001594,3
W05001595,1.2
W05001596,4.7
W05001597,2.9
W05001598,3
W05001599,3.2
W05001600,3.4
W05001601,3.4
W05001602,1.6
W05001603,3.1
W05001604,4.2
W05001605,1.2
W05001606,5
W05001607,4.6
W05001608,1.2
W05001609,1.8
W05001610,5.5
W05001611,4.7
W05001612,6
W05001613,5.1
W05001614,3
W05001615,2.3
W05001713,5.7
W05001714,3.4
W05001715,2.3
W05001716,0.9
W05001717,2.4
W05001718,3.8
W05001719,4.3
W05001720,4.6
W05001721,5.6
W05001722,5.3
W05001723,2.6
W05001724,3.8
W05001725,2
W05001726,4.6
W05001727,2.8
W05001728,4.5
W05001729,3.5
W05001730,1.9
W05001731,2.2
W05001732,5.9
W05001733,5.1
W05001734,2.1
W05001735,4
W05001736,1.6
W05001737,4.1
W05001738,8.5
W05001739,2.7
W05001740,1.8
W05001741,2.7
W05001742,3.4
W05001743,1.7
W05001744,1
W05001745,3
W05001746,3.1
W05001747,6.9
W05001748,1.3
W05001749,3.8
W05001750,4.8
W05001751,2.7
W05001752,1.9
W05001753,10.4
W05001754,5.2
W05001755,0.7
W05001756,1.9
W05001757,4
W05001758,7.6
W05001759,2.9
W05001760,7.1
W05001761,5.8
W05001298,2.8
W05001299,1.8
W05001300,7.2
W05001301,4.5
W05001302,4.9
W05001303,2.4
W05001304,3.2
W05001305,2.9
W05001306,2.7
W05001307,2.7
W05001308,2.7
W05001309,2.7
W05001310,3.4
W05001311,1.6
W05001312,3.8
W05001313,2.2
W05001314,2.6
W05001315,1.6
W05001316,3.4
W05001317,2.5
W05001318,2.1
W05001319,2.3
W05001320,2.5
W05001321,2.3
W05001322,2.3
W05001323,3.7
W05001324,1.6
W05001325,1.4
W05001326,1.6
W05001327,5.7
W05001328,2.6
W05001329,3.2
W05001330,2.6
W05001331,2
W05001433,2.2
W05001434,2.2
W05001435,2.2
W05001436,4
W05001437,1.2
W05001438,1.9
W05001439,2.1
W05001440,4
W05001441,2.7
W05001442,2.8
W05001443,2.4
W05001444,3
W05001445,5.7
W05001446,7.3
W05001447,3.4
W05001448,1.7
W05001449,2.4
W05001450,1.8
W05001451,3
W05001452,2.5
W05001453,3.1
W05001454,2.7
W05001455,3
W05001456,2.5
W05001457,3.1
W05001458,4.1
W05001459,2.9
W05001460,2.3
W05001461,5.5
W05001462,2.5
W05001463,4.9
W05001464,2.8
W05001465,5.6
W05001466,3.1
W05001467,3.7
W05001468,3.3
W05001469,3
W05001470,2.6
W05001471,1.9
W05001472,2.5
W05001473,3.3
W05001474,4.1
W05001475,2.9
W05001476,3.2
W05001477,6.4
W05001478,4.2
W05001479,3.5
W05001480,1.2
W05001481,1.2
W05001482,1.6
W05001483,2.2
W05001484,2
W05001485,2.4
W05001486,3.2
W05001487,1.7
W05001488,2.7
W05001489,2.9
W05001490,2.2
W05001491,1.6
W05001177,1.9
W05001178,3.4
W05001179,1.3
W05001180,3
W05001181,2.1
W05001182,1.5
W05001183,3.6
W05001184,3.3
W05001185,2.1
W05001186,1.7
W05001187,3.5
W05001188,2
W05001189,2.6
W05001190,1.8
W05001191,3.8
W05001192,4.7
W05001193,2.4
W05001194,1.3
W05001195,1.3
W05001196,1.2
W05001197,0.8
W05001198,3.3
W05001199,3.3
W05001200,3.4
W05001201,1.7
W05001202,2
W05001203,2.9
W05001204,3.5
W05001205,2.5
W05001206,2.2
W05001207,3.1
W05001208,1.8
W05001209,2.3
W05001210,1.8
W05001211,2.3
W05001212,2.2
W05001213,3.1
W05001214,1.5
W05001215,2.5
W05001216,1.6
W05001217,2.2
W05001218,2.3
W05001219,2.6
W05001220,2.3
W05001221,1.7
W05001222,0.7
W05001223,2
W05001224,2
W05001225,1.7
W05001226,3.3
W05001227,2.6
W05001039,2.8
W05001040,4
W05001041,8.5
W05001042,2.2
W05001043,2.8
W05001044,3.3
W05001045,1.1
W05001046,1.1
W05001047,2.3
W05001048,2
W05001049,1.4
W05001050,4.8
W05001051,2.4
W05001052,2.3
W05001053,1.2
W05001054,0.7
W05001055,3
W05001056,1.3
W05001057,3.4
W05001058,2.3
W05001059,5.9
W05001060,1
W05001061,1.1
W05001062,2.2
W05001063,0.5
W05001064,2.3
W05001065,4.6
W05001066,6.4
W05001067,8.6
W05001068,4
W05001069,3.3
W05001070,2.9
W05001679,1.8
W05001680,2.1
W05001681,1.3
W05001682,0.9
W05001683,2.1
W05001684,2.8
W05001685,3.2
W05001686,1.1
W05001687,0.5
W05001688,1.5
W05001689,1.3
W05001690,1.3
W05001691,2.4
W05001692,1.4
W05001693,1.4
W05001694,1
W05001695,1.7
W05001696,1.2
W05001697,1.1
W05001698,1.4
W05001699,1.1
W05001700,1.6
W05001701,1.8
W05001702,1.9
W05001703,2.1
W05001704,3.3
W05001705,2.1
W05001706,2
W05001707,1.5
W05001708,2.3
W05001709,1.3
W05001710,2
W05001711,2.2
W05001712,2.1
W05001228,1.2
W05001229,2.5
W05001230,1.4
W05001231,1.8
W05001232,5.9
W05001233,1.5
W05001234,2.5
W05001235,1.9
W05001236,2.2
W05001237,2.2
W05001238,1.3
W05001239,2.9
W05001240,2.6
W05001241,2.4
W05001242,2.2
W05001243,1.8
W05001244,2.8
W05001245,1.4
W05001246,0.9
W05001247,0.7
W05001248,2.3
W05001249,1.5
W05001250,0.4
W05001251,2.7
W05001252,2.2
W05001253,2.9
W05001254,0.6
W05001255,2.4
W05001379,1.8
W05001380,2.7
W05001381,3
W05001382,4.4
W05001383,1.9
W05001384,3.3
W05001385,0.7
W05001386,1.3
W05001387,1.9
W05001388,4.5
W05001389,2
W05001390,2.9
W05001391,0.5
W05001392,1.4
W05001393,0.8
W05001394,1.4
W05001395,1.3
W05001396,2.1
W05001397,0.8
W05001398,0.6
W05001399,2.5
W05001400,3.3
W05001401,1.6
W05001402,0.9
W05001270,10.3
W05001271,8.2
W05001272,8
W05001273,4.6
W05001274,15.9
W05001275,3.7
W05001276,8.1
W05001277,4.3
W05001278,4.7
W05001279,8
W05001280,1.7
W05001281,1.6
W05001282,1.6
W05001283,4.3
W05001284,2
W05001285,4.5
W05001286,4.2
W05001287,1.5
W05001288,3.3
W05001289,10.2
W05001290,2.4
W05001291,1.3
W05001292,1.2
W05001293,8.6
W05001294,2.9
W05001295,6.5
W05001296,7.4
W05001297,2
W05001071,2
W05001072,2
W05001073,2.1
W05001074,1.3
W05001075,2.5
W05001076,2
W05001077,1.6
W05001078,1.5
W05001079,2.2
W05001080,2.2
W05001081,2.8
W05001082,1.8
W05001083,2.4
W05001084,4.6
W05001085,2.6
W05001086,2.2
W05001087,1.7
W05001088,2.3
W05001089,1.8
W05001090,1.4
W05001091,2.9
W05001092,2.2
W05001093,2.2
W05001094,2.6
W05001095,4.5
W05001096,3.5
W05001097,0.4
W05001098,0.6
W05001099,1.4
W05001100,1.7
W05001101,1.8
W05001102,5.9
W05001103,1.7
W05001104,0.8
W05001105,3
W05001106,2.9
W05001107,1.8
W05001108,1.3
W05001109,2
W05001110,6.5
W05001111,2.2
W05001112,1.9
W05001113,2.9
W05001114,9.1
W05001115,2.5
W05001116,2.6
W05001648,2.1
W05001649,2.6
W05001650,2.3
W05001651,1.8
W05001652,2.2
W05001653,2.3
W05001654,2.7
W05001655,2.1
W05001656,2.1
W05001657,2.9
W05001658,1
W05001659,2.8
W05001660,2.1
W05001661,1.5
W05001662,0.9
W05001663,1.8
W05001664,1.8
W05001665,2.3
W05001666,2
W05001667,2.1
W05001668,1.8
W05001669,2.4
W05001670,2.3
W05001671,2.6
W05001672,2.2
W05001673,2.7
W05001674,1.3
W05001675,2.4
W05001676,2.2
W05001677,1.3
W05001678,2.1
W05001256,3.1
W05001257,1.9
W05001258,3.1
W05001259,3.4
W05001260,2.6
W05001261,4.4
W05001262,3.8
W05001263,3.8
W05001264,1.6
W05001265,3.6
W05001266,3.5
W05001267,3
W05001268,2
W05001269,2.3
W05001361,3.2
W05001362,2.9
W05001363,3.3
W05001364,2.5
W05001365,2.1
W05001366,2.3
W05001367,0.7
W05001368,4.4
W05001369,3.1
W05001370,1.8
W05001371,2
W05001372,4.2
W05001373,3.9
W05001374,4
W05001375,3.4
W05001376,3.4
W05001377,2.6
W05001378,5.2
W05001762,3.1
W05001763,1.1
W05001764,0.7
W05001765,1.9
W05001766,2.3
W05001767,4.5
W05001768,3.5
W05001769,1.6
W05001770,1
W05001771,3.6
W05001772,0.6
W05001773,1.9
W05001774,1.5
W05001775,3.1
W05001776,4.9
W05001777,1.3
W05001778,2
W05001779,2
W05001780,1.1
W05001781,1.1
W05001782,1.1
W05001783,1.2
W05001784,2.4
W05001785,1.6
W05001786,1.1
W05001787,1.2
W05001788,3.5
W05001789,2.1
W05001790,1.6
W05001791,1.9
W05001792,1.6
W05001793,2.5
W05001794,2.7
W05001795,1.2
W05001796,1.4
W05001797,0.7
W05001798,2.7
W05001799,3.5
W05001800,4.6
W05001627,3.5
W05001628,4.4
W05001629,3.6
W05001630,5.6
W05001631,2.7
W05001632,1.9
W05001633,3.9
W05001634,1.5
W05001635,5.5
W05001636,1.3
W05001637,2
W05001638,9.5
W05001639,5.6
W05001640,2.8
W05001641,0.9
W05001642,1.1
W05001643,3.2
W05001644,3.5
W05001645,5
W05001646,3.6
W05001647,8.8
W05001117,2.5
W05001118,1.1
W05001119,1.2
W05001120,1.9
W05001121,3.2
W05001122,1.2
W05001123,1.9
W05001124,1.8
W05001125,1.9
W05001126,1.7
W05001127,3
W05001128,1
W05001129,1.5
W05001130,2.2
W05001131,1.7
W05001132,1
W05001133,0.9
W05001134,1.8
W05001135,3.4
W05001136,1.3
W05001137,1.9
W05001138,2
W05001139,1.8
W05001140,1.1
W05001141,2.1
W05001142,2.9
W05001143,3.3
W05001144,1.1
W05001145,1.9
W05001146,0.5
W05001147,3.5
W05001148,3.1
W05001149,1.2
W05001150,2.3
W05001151,1.3
W05001152,2.8
W05001153,2.2
W05001154,2
W05001155,2.3
W05001156,0.7
W05001157,1.2
W05001158,1.3
W05001159,1.6
W05001160,3.5
W05001161,4.1
W05001162,1.8
W05001163,1.6
W05001164,1.6
W05001165,2.3
W05001166,1.4
W05001167,1.4
W05001168,2
W05001169,0.6
W05001170,1.9
W05001171,2.1
W05001172,7.7
W05001173,5.2
W05001174,4.4
W05001175,1.2
W05001176,1.3
W05001616,1.6
W05001617,2.8
W05001618,3.5
W05001619,3.9
W05001620,2.6
W05001621,2.2
W05001622,2.3
W05001623,3.4
W05001624,2.2
W05001625,1.6
W05001626,1.8
