mnemonic,percent_crowded
E05002244,5.6
E05002245,3.6
E05002246,16.1
E05002247,12.5
E05002248,13.9
E05008751,4.5
E05008752,1.8
E05008753,13.1
E05008754,10.7
E05008755,2.6
E05008756,9.6
E05008757,5.1
E05008758,3.2
E05008759,7.3
E05008760,2.4
E05008761,13.2
E05008762,3
E05008763,5.8
E05008764,7.2
E05008765,3.2
E05008766,3.9
E05008767,5.6
E05008768,8.9
E05008769,3.7
E05008770,2.1
E05008771,3
E05008772,12.3
E05008773,2.4
E05008774,1.3
E05008775,3
E05008776,2.7
E05008777,2
E05008779,2.5
E05008780,2.2
E05008781,2.2
E05008782,3
E05008783,3
E05008785,2.7
E05008786,6.1
E05008787,5.1
E05008790,5.1
E05008791,2.5
E05008792,2.5
E05008793,2.2
E05008796,3.8
E05008797,3.1
E05008798,2.3
E05008800,7.6
E05008801,1.8
E05008803,3.4
E05008804,2.1
E05008805,2.2
E05008806,8.9
E05008807,3.2
E05008808,1.6
E05012843,1.8
E05012844,2.4
E05012845,7.4
E05012846,6.3
E05012847,2.1
E05012848,6.1
E05012849,2.5
E05012850,3.1
E05013050,7
E05013051,8.8
E05013052,3.7
E05013053,6.5
E05013054,7.2
E05013055,5.7
E05013056,9.7
E05013057,8.7
E05013058,5.2
E05013059,10.4
E05013060,5.5
E05013061,9.5
E05013062,7.5
E05013063,7.2
E05011560,2.5
E05011561,2.3
E05011562,2.3
E05011563,3.8
E05011564,3.7
E05011565,2.5
E05011566,2.1
E05011567,2.8
E05011568,3.3
E05011569,4.3
E05011570,3.7
E05011571,2.9
E05011572,2.9
E05011573,2
E05009491,3.5
E05009492,2.1
E05009493,3.3
E05009494,9.4
E05009495,2.4
E05009496,2.9
E05009497,3.5
E05009498,3.1
E05009499,2.1
E05009500,3
E05009501,2.9
E05009502,3.4
E05009503,9.3
E05009504,7.3
E05009505,3.1
E05009506,4.7
E05009507,2.9
E05009508,2.6
E05009509,4.2
E05009510,5
E05009511,2.3
E05009512,4.2
E05009513,7
E05009514,3.1
E05011256,1
E05011257,2.5
E05011258,2.3
E05011259,2
E05011260,2.4
E05011261,1.5
E05011262,1.3
E05011263,1.5
E05011264,1
E05011265,3.1
E05011266,7
E05011267,0.8
E05011268,2.4
E05011269,3
E05011270,3.2
E05011271,2.4
E05011272,5
E05011273,2.5
E05011274,3.8
E05011275,2.8
E05011276,1.8
E05011277,3.5
E05011278,1.6
E05011279,1.8
E05011280,1.4
E05011281,2.9
E05011282,1.6
E05011283,3.4
E05011284,2.2
E05011285,2.5
E05011286,1.9
E05011289,2.1
E05011291,3.5
E05011292,1.6
E05011293,2.3
E05011294,2
E05011295,2
E05011296,1.5
E05011297,3.5
E05011298,2
E05011300,2.4
E05011301,2
E05011304,1.6
E05011305,2.2
E05011306,1.5
E05011307,1.5
E05013880,2.3
E05013881,2.5
E05014031,3.8
E05014032,2.1
E05014169,2.8
E05014170,2.6
E05004021,2.2
E05004022,2.6
E05004023,2.8
E05004024,4.6
E05004025,9.9
E05004026,6.9
E05004027,3.7
E05004028,9.5
E05004029,8
E05004030,6.4
E05004031,9.3
E05004032,11.9
E05004033,9.1
E05004034,3.8
E05004035,4.5
E05004036,3.3
E05010365,3.1
E05010366,2.8
E05010367,4.8
E05010368,7
E05010369,4.1
E05010370,2.5
E05010371,2.7
E05010372,2.7
E05010374,2.2
E05010378,2.7
E05010379,1.9
E05010380,2.8
E05010382,1.8
E05010383,2.3
E05010384,2.8
E05010385,1.8
E05010388,3.7
E05010389,4.5
E05010390,2.5
E05012961,1.3
E05012962,2.9
E05012963,4.7
E05012964,1.7
E05012965,3.7
E05012966,6.3
E05012967,4.2
E05004067,6.9
E05004068,9.3
E05004069,6.2
E05004070,3.5
E05004071,2.1
E05004072,4.2
E05004073,4.3
E05004074,6.6
E05004075,4.1
E05004076,3.5
E05004077,4.7
E05004078,2.4
E05004079,2.5
E05004080,2.2
E05004081,4.4
E05004082,4.9
E05004083,2
E05004084,8.2
E05004085,7.4
E05004086,4.5
E05004087,6.1
E05004088,6.8
E05004089,6.7
E05004090,3.5
E05004091,3.2
E05004092,3.4
E05004093,5.6
E05004094,3.2
E05004095,4
E05004096,2.3
E05004097,2.9
E05004098,3.8
E05004099,3.8
E05004100,2.3
E05004101,3.8
E05004102,2.9
E05004103,4
E05004104,3.4
E05004105,1.7
E05004106,6.2
E05004107,5.2
E05004108,4.1
E05004109,5.7
E05004110,2.9
E05004111,5.6
E05004112,2.5
E05004113,3.7
E05004114,3.6
E05004115,3.3
E05004116,2.6
E05004117,4
E05004118,7
E05004119,3.9
E05010827,5.4
E05010828,6.3
E05010829,10.3
E05010830,6
E05010831,2.3
E05010832,2.4
E05010833,2.3
E05010834,4.4
E05010835,6.9
E05010836,7
E05010837,2.7
E05010838,2.1
E05010839,4.2
E05010840,5
E05010841,3.7
E05010842,3.4
E05010843,2.3
E05004147,4.8
E05004148,5.4
E05004149,4.2
E05004150,3.6
E05004151,2.5
E05004152,3.9
E05004153,4.9
E05004154,5.9
E05004155,10.6
E05004157,3.9
E05004158,3.6
E05004159,11.2
E05004160,14.6
E05004161,12.5
E05004162,1.5
E05004163,4.2
E05004164,3.8
E05004165,4.5
E05004166,3.9
E05004167,4.7
E05004169,6.5
E05004170,3.7
E05004171,3.8
E05004172,4.7
E05004173,2.6
E05004174,5
E05004175,8.2
E05004176,6.4
E05004177,10.3
E05004178,11.5
E05008940,4.3
E05008941,3.8
E05004179,13.3
E05004180,4.8
E05004181,7.9
E05004182,10.9
E05004183,17.1
E05004184,13.5
E05004185,13.9
E05004186,5.3
E05004187,8.8
E05004188,12
E05004189,18.4
E05004190,2.4
E05004191,2.2
E05004192,4.1
E05004193,2.4
E05004194,3.7
E05004195,4
E05004196,3.7
E05004197,3.5
E05004198,2.8
E05004199,2.1
E05004200,2.3
E05004201,1.8
E05004202,3.6
E05004203,2.7
E05004204,2.4
E05004205,3
E05004206,2.2
E05010844,3.6
E05010845,3.7
E05010846,6
E05010847,2.8
E05010848,2.6
E05010849,2.6
E05010850,2.8
E05010851,3
E05010852,5.7
E05010853,6.1
E05010854,3.3
E05010855,2.6
E05010856,3.8
E05011932,2.3
E05011933,2.3
E05011934,6.7
E05011935,2.6
E05011936,3.5
E05011937,6.4
E05011938,5.6
E05011939,2.5
E05011940,6
E05011941,2.9
E05011942,3.5
E05011943,2.3
E05011944,1.7
E05011945,6.6
E05011946,2.5
E05011947,3.1
E05011948,2.3
E05011949,2.9
E05011950,3.7
E05011951,12.4
E05011952,2.9
E05011953,5.9
E05011954,5.3
E05011955,4.8
E05011956,3.6
E05011957,2.6
E05011958,3.2
E05011959,3.4
E05011960,2.4
E05011961,4.3
E05011962,4
E05011963,3.7
E05009910,2.3
E05009911,2.2
E05009912,1
E05009913,2.1
E05009914,2.5
E05009915,2
E05009916,2
E05009917,2.4
E05009918,3
E05009919,2.8
E05009920,2
E05009921,1.4
E05009922,1.5
E05009923,2.7
E05009924,3.1
E05009925,2.9
E05009926,2.2
E05009927,3.8
E05009928,1.9
E05009929,3.2
E05009930,3
E05009931,1.6
E05009002,4.1
E05009003,9.9
E05009004,10.3
E05009005,7.2
E05009006,3.5
E05009007,6.9
E05009008,9.1
E05009009,10
E05009010,14.4
E05009011,9.7
E05004691,5.4
E05004692,7.2
E05004693,1.8
E05004694,4.5
E05004695,1.9
E05004696,6.6
E05004697,1.4
E05004698,2.5
E05004699,2
E05004700,2.7
E05004701,3.9
E05004702,4.8
E05004703,6.3
E05004704,8
E05004705,12.6
E05004706,7.3
E05004707,3.5
E05004708,6
E05004709,4.9
E05004710,1.5
E05004711,3.6
E05004712,1.6
E05004713,2.5
E05004714,2.8
E05004715,6.6
E05012177,3.3
E05012178,3.6
E05012179,4.8
E05012180,13.9
E05012181,11.3
E05012182,10.2
E05012183,11.3
E05012184,3.4
E05012185,8.9
E05012186,5.1
E05012187,6.5
E05012188,6.2
E05012189,5.2
E05012190,8.8
E05012191,4.5
E05012192,4.3
E05004761,2.4
E05004762,2.4
E05004763,4.1
E05004764,4.2
E05004765,4
E05004766,4.2
E05004767,2.4
E05004768,4.2
E05004769,2.8
E05004770,5.6
E05004771,2
E05004772,4
E05004773,2.4
E05004774,2
E05004775,2.3
E05004776,4.5
E05004777,5.6
E05004778,3.4
E05004779,3.1
E05004780,5.9
E05004781,2
E05004782,2.3
E05004783,5.5
E05004784,1.6
E05009425,4.9
E05009426,6
E05009427,2
E05009428,3.1
E05009429,4.7
E05009430,2
E05009431,4.5
E05009432,4.6
E05009433,1.6
E05009434,11
E05009435,5.3
E05009436,5.3
E05009437,16.8
E05011046,12.6
E05011047,19.5
E05011048,19.4
E05011049,11.1
E05011050,10.3
E05011051,7.6
E05011052,7.9
E05011053,6.7
E05011054,5.8
E05011055,7.3
E05011056,16.3
E05011057,10.3
E05010237,2.2
E05010238,2.3
E05010239,2.4
E05010240,3.2
E05010241,2.6
E05010242,3.7
E05010243,3.4
E05010244,4.3
E05010245,1.8
E05010246,1.5
E05010247,2.1
E05010248,2.1
E05010249,2
E05010250,2
E05010251,2.8
E05010252,2.6
E05010253,3
E05010254,2.8
E05010255,3
E05010256,3.4
E05010257,1.7
E05010258,4.1
E05010259,5.9
E05010260,4.5
E05010261,7.7
E05010262,2.4
E05010263,3.6
E05005757,1.9
E05005758,1.6
E05005759,2.1
E05005760,1.5
E05005761,2.4
E05005762,3.2
E05005763,2.5
E05005764,2.1
E05005765,1.6
E05005766,2.5
E05005767,1.9
E05005768,2
E05005769,2.1
E05005770,1.9
E05005771,2.3
E05005772,2.2
E05005773,1.9
E05005774,1.2
E05005775,2.4
E05005776,1.4
E05005777,2.5
E05005778,1.7
E05005779,2.6
E05005780,1.3
E05005781,2.8
E05005782,1.8
E05005783,1.6
E05005784,2.5
E05005785,2.2
E05005786,2
E05005787,1.9
E05005788,7.1
E05005789,9.7
E05005790,2.6
E05005791,2.4
E05005792,2.4
E05005793,3
E05005794,5
E05005795,11.6
E05005796,2.5
E05005797,3.1
E05005798,6.3
E05005799,2.3
E05005800,3.8
E05012321,1.7
E05012322,1.6
E05012323,2.4
E05012324,3.4
E05012325,3.1
E05012326,2.3
E05012327,1.8
E05012328,3.8
E05012329,3
E05012330,3.5
E05012331,6.5
E05012332,3.9
E05012333,1.9
E05012334,3.9
E05012335,7.4
E05012336,2.8
E05012337,2.1
E05012338,3
E05012339,2
E05012340,2.4
E05012341,1.4
E05012342,6.4
E05012343,10.3
E05012344,1.8
E05012345,4.7
E05012346,2.5
E05012347,2.8
E05012348,3.4
E05012349,1
E05012350,3.2
E05012351,2.1
E05012352,3.6
E05012353,1.9
E05012354,2
E05012355,2.2
E05011834,2.8
E05011835,2.5
E05011836,2.5
E05011837,2.6
E05011838,4
E05011839,1.5
E05011840,1.7
E05011841,1.7
E05011842,1.9
E05011843,2.1
E05011844,1.8
E05011845,3.6
E05011846,3.4
E05011847,2.6
E05011848,3.2
E05011849,3
E05011850,4.3
E05011851,2.5
E05011852,2.5
E05011853,2.7
E05011854,2.1
E05011855,3
E05011856,2.3
E05011857,3.4
E05011858,2.7
E05011859,1.6
E05011860,4
E05011861,3.3
E05011862,2.1
E05011863,3.7
E05011864,3
E05011865,2.8
E05012901,6.7
E05012902,6.2
E05012903,5.4
E05012904,3.8
E05012905,5.3
E05012906,5.8
E05012907,6.3
E05012908,5.4
E05012909,3.9
E05012910,6.3
E05012911,4.5
E05012912,12.5
E05012913,6.3
E05011866,1.8
E05011867,2.2
E05011868,1.5
E05011869,2.4
E05011870,1.8
E05011871,2
E05011872,3
E05011874,2.7
E05011875,1.8
E05011877,1.9
E05011878,1.7
E05011879,2.5
E05011880,3.8
E05011881,1.6
E05011882,2.3
E05011883,2.5
E05011884,2.6
E05011885,2.4
E05011886,1.5
E05011887,1.8
E05011888,1.8
E05011889,2.3
E05011890,2.7
E05011891,1.8
E05012851,2.4
E05012852,2.1
E05012565,1.6
E05012566,2.5
E05012567,2.2
E05012568,1.1
E05012569,2.4
E05012570,1.8
E05012571,2.8
E05012572,2.1
E05012573,1.8
E05012574,1.2
E05012575,3.2
E05012576,1.8
E05012577,3.8
E05012578,1.9
E05012579,2.8
E05012580,1.8
E05012581,1.5
E05012582,1.6
E05012583,1.9
E05012584,2.1
E05012585,5.1
E05012586,3.2
E05012587,4.2
E05012588,2.1
E05007117,9.9
E05007118,1.8
E05007119,6.1
E05007120,2.5
E05007121,5.7
E05007122,9.4
E05007123,3.8
E05007124,5.4
E05007125,3.3
E05007126,3.6
E05007127,4.2
E05007128,3.4
E05007129,6.7
E05007130,10.2
E05007131,5.1
E05007132,5
E05012589,2.3
E05012590,2.2
E05012591,2.3
E05012592,2.5
E05012593,2.7
E05012594,2
E05012595,2.9
E05012596,2
E05012597,1.7
E05012598,3.2
E05012599,1.7
E05012600,2.1
E05012601,2.2
E05012602,2
E05012603,2.4
E05012604,2.6
E05012605,2.5
E05012606,1.3
E05012607,2.1
E05012608,2.1
E05012609,4.3
E05012610,2.2
E05012611,1.9
E05012612,2.2
E05012613,1.8
E05012614,2.2
E05013947,6.7
E05013948,5.5
E05013949,4.7
E05013950,5
E05013951,7.7
E05013952,4.1
E05013953,2.6
E05013954,2.1
E05013955,2.1
E05013956,3
E05013957,7.1
E05013958,5
E05013959,2.9
E05013960,4.4
E05013961,3.5
E05013962,3.6
E05013963,8.2
E05013964,7.1
E05013965,3.8
E05013966,2.2
E05011058,2.5
E05011059,7.7
E05011060,4.8
E05011061,12.1
E05011062,9.2
E05011063,13
E05011064,12.9
E05011065,6.3
E05011066,6.4
E05011067,2.9
E05011068,4
E05011069,6.3
E05011070,3.6
E05011071,8.6
E05011072,2.6
E05011073,2.7
E05004721,2.5
E05004723,1.5
E05004724,5.5
E05004725,3
E05004726,3.4
E05004727,3.8
E05004728,3.2
E05004729,1.4
E05004730,2.5
E05004731,6.6
E05004732,4.2
E05004733,2.2
E05004735,2.7
E05004736,2.6
E05004737,3.8
E05004738,4.8
E05004739,3
E05004741,3.5
E05004742,4.9
E05004743,2.9
E05004744,5.3
E05004745,2.4
E05009315,2.8
E05012981,5
E05012982,5.1
E05012983,5.1
E05012984,2
E05012985,2.9
E05012986,2.7
E05012987,2.6
E05004805,7.2
E05004806,12.1
E05004807,5.9
E05004808,5.1
E05004810,9.7
E05004811,4.7
E05004812,10.1
E05004813,8.9
E05004814,8
E05004815,8.4
E05004816,8.7
E05004817,5.4
E05009316,3.3
E05012734,2
E05012735,2.6
E05012736,2.7
E05012737,1.8
E05012738,2.8
E05012739,1.7
E05012740,1.8
E05012741,2.5
E05012742,1.6
E05012743,3.4
E05012744,2.6
E05012745,5.7
E05012746,1.8
E05012747,2.5
E05012748,2.1
E05012749,3.3
E05012750,1.9
E05012751,1.6
E05012752,2.1
E05012753,2.8
E05012754,1.8
E05012755,2.5
E05012756,0.6
E05012757,3.3
E05012758,1.5
E05012759,2.7
E05012760,2.2
E05012761,2.8
E05012762,1.7
E05012763,4.5
E05012764,2.6
E05012765,1.9
E05012766,1.9
E05012767,5.3
E05012768,2.8
E05012769,3
E05012770,1.1
E05012771,2.2
E05012772,2.4
E05012773,2
E05012774,2.8
E05012775,4.8
E05012776,2.3
E05012777,7.4
E05012778,3
E05012779,2
E05012780,1.6
E05012781,2.3
E05012782,1.7
E05012783,1.9
E05012784,2.5
E05012785,1.7
E05012786,5.9
E05012787,3.7
E05012788,1.3
E05012789,4.2
E05012790,2
E05012791,5.8
E05012792,3.9
E05012793,4.1
E05012794,1.4
E05012795,2.1
E05012796,3.5
E05012797,5.8
E05012798,2
E05012799,2
E05012800,1.4
E05012801,2.6
E05012802,3.3
E05012803,2.5
E05012804,1.6
E05012805,1.6
E09000001,16.9
E05014053,29.6
E05014054,18.9
E05014055,21.7
E05014056,18.4
E05014057,19.3
E05014058,18.2
E05014059,11.2
E05014060,20.8
E05014061,27.8
E05014062,19.5
E05014063,19.2
E05014064,18.8
E05014065,21.6
E05014066,27.6
E05014067,20.9
E05014068,22
E05014069,19.1
E05014070,20.9
E05014071,16.2
E05013628,9.5
E05013629,7
E05013630,25.1
E05013631,17.3
E05013632,26
E05013633,20.7
E05013634,20.3
E05013635,10.2
E05013636,13.1
E05013637,11.8
E05013638,11.6
E05013639,13
E05013640,14.7
E05013641,5.3
E05013642,16.9
E05013643,20.4
E05013644,7.1
E05013645,8.7
E05013646,7.6
E05013647,10.7
E05013648,14.5
E05013649,22
E05013650,8.4
E05013651,14.9
E05011217,5.7
E05011218,10.5
E05011219,4.1
E05011220,4.3
E05011221,4
E05011222,6.9
E05011223,3.9
E05011224,4.9
E05011225,13.1
E05011226,5.5
E05011227,5
E05011228,5.5
E05011229,4.3
E05011230,5.9
E05011231,14.4
E05011232,20.6
E05011233,4.1
E05013496,30.3
E05013497,21.6
E05013498,18.3
E05013499,26.1
E05013500,23.9
E05013501,26.4
E05013502,13.7
E05013503,21.9
E05013504,18.2
E05013505,14.7
E05013506,21.9
E05013507,15.6
E05013508,17.4
E05013509,26.2
E05013510,26.7
E05013511,27.2
E05013512,19.1
E05013513,22.4
E05013514,32.1
E05013515,25.9
E05013516,17.8
E05013517,23.1
E05013987,7.7
E05013988,4.3
E05013989,3.8
E05013990,5.8
E05013991,9.3
E05013992,2.3
E05013993,3
E05013994,6.5
E05013995,15.4
E05013996,3.2
E05013997,3
E05013998,2.9
E05013999,3.4
E05014000,9.9
E05014001,5.4
E05014002,11.5
E05014003,2.9
E05014004,7.1
E05014005,4.9
E05014006,7.2
E05014007,11.7
E05014008,3.4
E05013652,19.1
E05013653,27
E05013654,21.7
E05013655,22.3
E05013656,21
E05013657,11.1
E05013658,21.4
E05013659,9.4
E05013660,22.7
E05013661,13.1
E05013662,23.6
E05013663,18.4
E05013664,21.4
E05013665,30
E05013666,23.9
E05013667,18.6
E05013668,28.1
E05013669,30.3
E05013670,19.5
E05013671,21.4
E05011462,10.8
E05011463,15.1
E05011464,15.9
E05011465,22.5
E05011466,5.1
E05011467,12.5
E05011468,21.7
E05011469,5.4
E05011470,17.1
E05011471,15.1
E05011472,15.4
E05011473,9.3
E05011474,4.2
E05011475,11.4
E05011476,7.9
E05011477,7.1
E05011478,4.5
E05011479,21.8
E05011480,4.8
E05011481,5.7
E05011482,6.3
E05011483,9.7
E05011484,14.4
E05011485,19.6
E05011486,16.5
E05011487,17.3
E05011488,21.1
E05011489,14.8
E05013518,13.7
E05013519,20.9
E05013520,14
E05013521,14.2
E05013522,20.2
E05013523,17.4
E05013524,13.9
E05013525,16.2
E05013526,17.1
E05013527,21.7
E05013528,15.7
E05013529,13.5
E05013530,9.6
E05013531,18.5
E05013532,23.1
E05013533,23.6
E05013534,15.4
E05013535,14.5
E05013536,18.4
E05013537,29.7
E05013538,33.4
E05013539,27.3
E05013540,10.4
E05013541,13.2
E05013672,7.5
E05013673,19.5
E05013674,18.1
E05013675,16.7
E05013676,7.6
E05013677,21.9
E05013678,8
E05013679,27.6
E05013680,20
E05013681,6.3
E05013682,21.5
E05013683,9.8
E05013684,17.6
E05013685,21.5
E05013686,18.3
E05013687,7.2
E05013688,19
E05013689,24.5
E05013690,10.6
E05013691,17
E05013692,11.9
E05013693,9.4
E05013694,26.9
E05013695,12.8
E05013696,9.7
E05014072,19.2
E05014073,8.1
E05014074,11.6
E05014075,13.6
E05014076,9.3
E05014077,11.7
E05014078,4.3
E05014079,7.8
E05014080,11
E05014081,10.9
E05014082,10.2
E05014083,11.6
E05014084,8.8
E05014085,12.4
E05014086,7.9
E05014087,19.3
E05014088,10.8
E05014089,14.3
E05014090,20.2
E05014091,21.7
E05014092,12.8
E05014093,18.8
E05014094,24
E05009367,21.4
E05009368,23.7
E05009369,15.5
E05009370,16.4
E05009371,15.1
E05009372,18.4
E05009373,21.7
E05009374,19.4
E05009375,17.6
E05009376,23.3
E05009377,20.1
E05009378,17.3
E05009379,19.5
E05009380,20.1
E05009381,16.9
E05009382,20.3
E05009383,27.1
E05009384,24.3
E05009385,15.6
E05009386,17.8
E05009387,20.8
E05013733,22.6
E05013734,19.5
E05013735,16.6
E05013736,25.4
E05013737,20.6
E05013738,16
E05013739,12.6
E05013740,14.2
E05013741,18.9
E05013742,17.9
E05013743,12.7
E05013744,11.3
E05013745,9.5
E05013746,15.7
E05013747,16.8
E05013748,28.3
E05013749,16.4
E05013750,15.7
E05013751,24.2
E05013752,24.5
E05013753,17.1
E05013585,10.7
E05013586,22.1
E05013587,28.2
E05013588,14.7
E05013589,10.4
E05013590,25.9
E05013591,24.7
E05013592,11.4
E05013593,13.8
E05013594,12.4
E05013595,21.9
E05013596,28.4
E05013597,23
E05013598,27.9
E05013599,24.9
E05013600,16.3
E05013601,25
E05013602,21.8
E05013603,23.2
E05013604,19
E05013605,26.9
E05013542,8.3
E05013543,12.7
E05013544,14.1
E05013545,20.2
E05013546,20.5
E05013547,16.8
E05013548,13.3
E05013549,9.1
E05013550,11.2
E05013551,17
E05013552,10
E05013553,21.4
E05013554,12.1
E05013555,8.7
E05013556,8.5
E05013557,8.8
E05013558,16.7
E05013559,16.6
E05013560,12.9
E05013561,17.4
E05013562,24.9
E05013563,17
E05013967,11.7
E05013968,3.1
E05013969,6.7
E05013970,4.7
E05013971,14.9
E05013972,3.6
E05013973,6.1
E05013974,8.1
E05013975,16.6
E05013976,5.1
E05013977,4.6
E05013978,7.8
E05013979,8.4
E05013980,12.6
E05013981,12.9
E05013982,5.4
E05013983,9.7
E05013984,7.8
E05013985,5
E05013986,2.7
E05013564,18.1
E05013565,15.3
E05013566,17.8
E05013567,5.3
E05013568,7.9
E05013569,26
E05013570,28.8
E05013571,11.1
E05013572,12.7
E05013573,5.5
E05013574,8.3
E05013575,11
E05013576,20.2
E05013577,6.4
E05013578,7
E05013579,9.2
E05013580,14.8
E05013581,16.4
E05013582,20.8
E05013583,23.6
E05013584,20.2
E05013606,16.3
E05013607,19.7
E05013608,12.9
E05013609,11.4
E05013610,8.6
E05013611,9.6
E05013612,23.8
E05013613,17.5
E05013614,19.1
E05013615,17.1
E05013616,18.1
E05013617,21.9
E05013618,20.1
E05013619,21.6
E05013620,32.6
E05013621,20.1
E05013622,26.1
E05013623,11.6
E05013624,30.2
E05013625,14.5
E05013626,14.6
E05013627,14.9
E05013697,14.8
E05013698,13
E05013699,16.1
E05013700,18.8
E05013701,13.3
E05013702,13.8
E05013703,21.4
E05013704,10.8
E05013705,15.9
E05013706,16.1
E05013707,16.4
E05013708,14.8
E05013709,16.3
E05013710,11.4
E05013711,13.2
E05013712,17.8
E05013713,17.2
E05009388,17.9
E05009389,18.6
E05009390,12.9
E05009391,18.8
E05009392,22.1
E05009393,19
E05009394,24.1
E05009395,26.8
E05009396,27.1
E05009397,17.6
E05009398,14
E05009399,28.4
E05009400,21.1
E05009401,15.1
E05009402,15.4
E05009403,13.1
E05009404,18.6
E05009405,14.4
E05013928,5.8
E05013929,10.7
E05013930,8.3
E05013931,6.7
E05013932,6.4
E05013933,7.3
E05013934,8.4
E05013935,6.2
E05013936,6.9
E05013937,9.2
E05013938,12.7
E05013939,3.3
E05013940,8.8
E05013941,14.1
E05013942,7.4
E05013943,10.2
E05013944,10.6
E05013945,8
E05013946,4.8
E05014095,15
E05014096,22.2
E05014097,17.6
E05014098,17.6
E05014099,11.3
E05014100,16.8
E05014101,15.9
E05014102,13
E05014103,13.9
E05014104,17
E05014105,17.2
E05014106,15.8
E05014107,19.3
E05014108,20.3
E05014109,18.8
E05014110,18.6
E05014111,24.3
E05014112,14.6
E05014113,16.8
E05014114,13
E05014115,20.7
E05014116,13.1
E05014117,15.5
E05014118,14.2
E05014119,11.7
E05013714,19.4
E05013715,13.9
E05013716,16
E05013717,12.8
E05013718,10.7
E05013719,22.3
E05013720,16.5
E05013721,21.5
E05013722,13.5
E05013723,13.4
E05013724,17.1
E05013725,14.3
E05013726,10.5
E05013727,18.5
E05013728,27.9
E05013729,13.5
E05013730,19.7
E05013731,15.2
E05013732,17.9
E05013810,12.4
E05013811,5.7
E05013812,12.8
E05013813,20.2
E05013814,20.5
E05013815,13.9
E05013816,10.1
E05013817,16.3
E05013818,11.4
E05013819,5.6
E05013820,6.5
E05013821,16.4
E05013822,13.8
E05013823,10
E05013824,14.7
E05013825,4.6
E05013826,11.2
E05013827,6.4
E05013828,9.1
E05013829,6.5
E05013904,22.1
E05013905,27.4
E05013906,25.2
E05013907,20.6
E05013908,24.6
E05013909,30.4
E05013910,26.8
E05013911,20.9
E05013912,26.4
E05013913,33.9
E05013914,30.8
E05013915,31.9
E05013916,30.9
E05013917,25
E05013918,30.4
E05013919,25.6
E05013920,27.4
E05013921,32.6
E05013922,23.9
E05013923,13.2
E05013924,19.4
E05013925,10.3
E05013926,29.1
E05013927,25.8
E05011234,13.8
E05011235,13.4
E05011236,7.9
E05011237,15.1
E05011238,11.6
E05011239,11.6
E05011240,24
E05011241,17
E05011242,11.4
E05011243,12.4
E05011244,22.1
E05011245,15.1
E05011246,32.5
E05011247,27.1
E05011248,17.1
E05011249,4.8
E05011250,19.8
E05011251,20.7
E05011252,9
E05011253,27.3
E05011254,7.4
E05011255,9
E05013774,6.3
E05013775,5
E05013776,6.5
E05013777,8
E05013778,5.2
E05013779,8.5
E05013780,7.3
E05013781,10.5
E05013782,6.7
E05013783,7.8
E05013784,7
E05013785,5.8
E05013786,7.8
E05013787,6
E05013788,6.9
E05013789,10.2
E05013790,5.8
E05013791,6
E05011095,12.2
E05011096,20.1
E05011097,14
E05011098,21.6
E05011099,9.6
E05011100,5.1
E05011101,13.3
E05011102,24.3
E05011103,10
E05011104,15
E05011105,19.5
E05011106,15.5
E05011107,18.6
E05011108,17.4
E05011109,25.4
E05011110,24.5
E05011111,12.7
E05011112,17
E05011113,15.9
E05011114,14
E05011115,19.2
E05011116,19.5
E05011117,10.9
E05013754,7.1
E05013755,8.8
E05013756,6.1
E05013757,5.1
E05013758,4.5
E05013759,12.5
E05013760,5.9
E05013761,15
E05013762,17
E05013763,11.3
E05013764,6.7
E05013765,18.2
E05013766,8.1
E05013767,14.2
E05013768,9.4
E05013769,8.6
E05013770,10.2
E05013771,9.5
E05013772,7.5
E05013773,2.7
E05009317,25.9
E05009318,21.3
E05009319,16.4
E05009320,18.8
E05009321,25.8
E05009322,27.3
E05009323,18.2
E05009324,16.2
E05009325,26.9
E05009326,14.2
E05009327,25.6
E05009328,30.4
E05009329,27.8
E05009330,14
E05009331,23.5
E05009332,28.9
E05009333,23.8
E05009334,29.3
E05009335,21.4
E05009336,25
E05013882,24.4
E05013883,24.2
E05013884,14.5
E05013885,8.8
E05013886,9.8
E05013887,21.3
E05013888,18.3
E05013889,12.5
E05013890,11
E05013891,20.9
E05013892,17.4
E05013893,21.7
E05013894,12.1
E05013895,22.9
E05013896,22.7
E05013897,16.5
E05013898,20.4
E05013899,17
E05013900,16.5
E05013901,12.3
E05013902,17.4
E05013903,19.9
E05014009,11
E05014010,17.4
E05014011,12.8
E05014012,23
E05014013,15.2
E05014014,11.5
E05014015,8.8
E05014016,6.2
E05014017,21.4
E05014018,10
E05014019,13.8
E05014020,12.3
E05014021,7.6
E05014022,7.5
E05014023,12.3
E05014024,16.9
E05014025,13.1
E05014026,12.8
E05014027,8.9
E05014028,12.4
E05014029,15.1
E05014030,12.2
E05013792,16.4
E05013793,21.4
E05013794,32.1
E05013795,25
E05013796,21.8
E05013797,10.4
E05013798,26.3
E05013799,19.7
E05013800,18.9
E05013801,14.7
E05013802,21.9
E05013803,25.6
E05013804,24.7
E05013805,15.4
E05013806,15.4
E05013807,20.7
E05013808,18.5
E05013809,31.1
E05002249,8.6
E05002250,2.9
E05002251,9.7
E05002252,9.4
E05002253,2.1
E05002254,4.5
E05002255,8
E05002256,4.1
E05002257,5.4
E05002258,3.5
E05002259,4.2
