mnemonic,percent_fuel
E05002264,2.5
E05002265,2.1
E05002266,3.2
E05002267,1.9
E05002268,1.6
E05002269,1.2
E05002270,1.5
E05002271,1.6
E05002272,2.1
E05002273,1.6
E05002274,0.9
E05002275,0.7
E05002276,1
E05002277,0.8
E05002278,0.7
E05002279,1.6
E05002280,1.5
E05002281,1
E05002282,0.8
E05002283,1.3
E05002284,0.6
E05002285,1.5
E05002286,0.7
E05002287,1.6
E05002288,5
E05012132,29.1
E05012133,43.8
E05012134,37.2
E05012135,51.9
E05012136,15.3
E05012137,35.4
E05012138,55.6
E05012139,26.8
E05012140,20.7
E05012141,2.9
E05012142,2.7
E05012143,3.8
E05012144,8.9
E05012145,3
E05012146,10.1
E05012147,55.1
E05012148,1.9
E05012149,7.2
E05012150,2.3
E05012151,2.9
E05012152,2.1
E05012153,2.4
E05012154,1.8
E05012155,2.5
E05013864,4.5
E05013865,2.8
E05013866,2
E05013867,1.1
E05013868,1.6
E05013869,2.8
E05013870,0.8
E05013871,3.6
E05013872,1.3
E05013873,1.8
E05013874,2.6
E05013875,2.8
E05013876,2
E05013877,2.5
E05013878,1.3
E05013879,1.8
E05009337,1.5
E05009338,1.7
E05009339,2.8
E05009340,2.8
E05009341,1.6
E05009342,2.1
E05009343,3.9
E05009344,2.2
E05009345,2.4
E05009346,2.7
E05009347,2.2
E05009348,1.5
E05009349,1.5
E05009350,1.5
E05009351,1.9
E05012494,1.3
E05012495,1.4
E05012496,6.7
E05012497,1.6
E05012498,4.7
E05012499,1.7
E05012500,1.4
E05012501,1.8
E05012502,1.5
E05012503,3.1
E05012504,2.4
E05012505,1
E05012506,29.7
E05012507,2.5
E05012508,1.6
E05012509,1.5
E05012510,1.3
E05012511,1.9
E05012512,1.1
E05002372,5.1
E05002373,1.4
E05002374,1
E05002375,2.6
E05002376,0.6
E05002377,0.8
E05002378,0.8
E05002379,0.9
E05002380,2.8
E05002381,1.7
E05002382,1.1
E05002383,7.3
E05002384,1
E05002385,1.1
E05002386,0.7
E05002387,6.6
E05002388,2
E05002389,1.3
E05002390,0.8
E05002391,1.3
E05002392,18.2
E05002393,0.9
E05002394,1.4
E05002395,0.8
E05002396,1.3
E05009406,1.3
E05009407,1.6
E05009408,1.2
E05009409,2.1
E05009410,1.3
E05009411,1.6
E05009412,1.9
E05009413,2.2
E05009414,1.1
E05009415,1.5
E05009416,5.4
E05009417,1.1
E05009418,11.2
E05009419,1.1
E05009420,1.1
E05009421,1.7
E05009422,0.8
E05009423,1.5
E05009424,1.8
E05002420,4.7
E05002421,4.6
E05002422,2.6
E05002423,3.3
E05002424,1.5
E05002425,2
E05002426,1.7
E05002427,1.3
E05002428,1.4
E05002429,1.1
E05002430,1.8
E05002431,4.2
E05002432,5.6
E05002433,1.6
E05002434,4
E05002435,1.8
E05002436,0.9
E05002437,2.4
E05002438,1.5
E05002439,1.3
E05002440,1.1
E05002441,2.2
E05002442,2.2
E05002443,2.7
E05002444,2.7
E05002445,2.6
E05002446,1.5
E05002447,2.5
E05002448,2.4
E05002449,1.9
E05002450,2.2
E05002451,2.7
E05002452,3.3
E05002453,3.2
E05002454,2.6
E05002455,2.9
E05002456,1.5
E05002457,3.1
E05002458,2.1
E05002459,2.2
E05002460,1.6
E05002461,3.1
E05002462,1.6
E05002463,1.8
E05002464,2.1
E05002465,2.8
E05002466,1.8
E05002467,2.1
E05002468,2.3
E05002469,2.9
E05002470,1.6
E05013359,2.8
E05013360,2.5
E05013361,3.7
E05013362,30.6
E05013363,7.2
E05013364,20.9
E05013365,35
E05013366,3
E05013367,2.9
E05013368,2.5
E05013369,2.1
E05013370,3.2
E05013371,4.6
E05013372,11
E05013373,2.8
E05013374,2.6
E05013375,2.4
E05013376,2.3
E05013377,3.9
E05013378,2
E05013379,5.8
E05013380,4
E05013381,2.1
E05013382,2.8
E05013383,3.9
E05013384,4.2
E05013385,2.5
E05013386,3.7
E05013387,3.5
E05013388,2.8
E05013389,3.2
E05013390,3.2
E05013391,2.8
E05013392,2.4
E05013393,3
E05013394,3.8
E05013395,7.3
E05013396,4.3
E05013397,4.7
E05013120,2
E05013121,1.5
E05013122,3.9
E05013123,1.6
E05013124,2.3
E05013125,1.7
E05013126,1.5
E05013127,1.5
E05013128,1.4
E05013129,1.2
E05013130,14.6
E05013131,2.3
E05013132,10.2
E05013133,10
E05013134,2.5
E05013135,1.6
E05013136,3.6
E05013137,5.1
E05013138,19.9
E05013139,19.3
E05013140,3.5
E05013141,4
E05013142,1.6
E05013143,3.9
E05013144,2.3
E05013145,2.1
E05013146,20.1
E05013147,3.1
E05013148,34.8
E05013149,1.3
E05013150,2.5
E05013151,18.7
E05013152,1.8
E05013153,1.6
E05013154,3.4
E05013155,10.1
E05013156,18.5
E05013157,2.1
E05013158,3.1
E05013159,9.3
E05013160,1.9
E05013161,4.9
E05013162,2.3
E05013163,1.3
E05013164,2
E05013165,4.2
E05013166,9.6
E05013167,11.4
E05013168,16.6
E05011574,2.5
E05011575,1.5
E05011576,1
E05011577,2.6
E05011578,1.4
E05011579,1.2
E05011580,1.9
E05011581,1.3
E05011582,2.7
E05011201,1.7
E05011202,1.2
E05011203,1.8
E05011204,4
E05011205,4.8
E05011206,0.7
E05011207,3.1
E05011208,1.3
E05011209,2
E05011210,2.9
E05011211,2.6
E05011212,1.2
E05011213,1.7
E05011214,2.4
E05011215,2
E05011216,1.6
E05011583,37.5
E05011584,11.6
E05011585,2.1
E05011586,25.2
E05011587,1.9
E05011588,2.3
E05011589,2.5
E05011590,2.4
E05011591,2.7
E05011592,10.9
E05011593,11.7
E05011594,1.6
E05011595,2.1
E05011596,3.5
E05011597,41.5
E05011598,2.8
E05011599,1.6
E05011600,1.4
E05011601,1.8
E05011602,2.6
E05011603,7.8
E05011604,2.6
E05011605,2.3
E05011606,1.9
E05011607,2.2
E05011608,2.2
E05011609,2.6
E05011610,2.8
E05011611,4.1
E05011612,1.6
E05011613,22.7
E05011614,33.1
E05011615,52.7
E05011616,21.2
E05011617,16.6
E05011618,6.3
E05011619,24.5
E05011620,13
E05011621,4
E05011622,10.5
E05011623,3.7
E05011624,6.3
E05011625,36.6
E05011626,21.4
E05011627,52.8
E05011628,2
E05011629,1.9
E05011630,2
E05011631,2
E05011632,5.7
E05011633,4.8
E05011634,49.2
E05011635,4.6
E05011636,41.5
E05011637,17.5
E05011638,28.2
E05011639,2.3
E05011640,3
E05011641,2.4
E05011642,1.5
E05011643,3.2
E05011644,2.7
E05011645,34.6
E05011646,3.8
E05011647,6.2
E05011648,10.1
E05011649,28.6
E05011650,27.3
E05011651,3.2
E05011652,37.2
E05011653,18.5
E05011654,2
E05011655,2
E05011656,2.6
E05011657,2.2
E05011658,14.6
E05011659,2.7
E05011660,2
E05011661,1.6
E05011662,4
E05011663,5
E05011664,2.2
E05011665,21
E05013078,11
E05013079,10.2
E05013080,1.6
E05013081,3.5
E05013082,1.5
E05013083,1.6
E05013084,53.4
E05013085,1.7
E05013086,1.6
E05013087,1.2
E05013088,18.8
E05013089,1.5
E05013090,3.1
E05013091,1.4
E05013092,7.4
E05013093,13.4
E05013094,5.5
E05013095,3.4
E05012290,1.4
E05012291,3.2
E05012292,2.3
E05012293,1.6
E05012294,1.3
E05012295,0.9
E05012296,2.3
E05012297,29.6
E05012298,19.7
E05012299,4.9
E05012300,33
E05012301,2.5
E05012302,6.5
E05012303,31.5
E05012304,3.7
E05012305,7.4
E05012306,2.8
E05012307,1.3
E05012308,1.5
E05012309,1.9
E05012310,1.2
E05012311,8.8
E05012312,2.9
E05012313,1.5
E05012314,1.3
E05012315,2.2
E05012316,47.7
E05012317,4.3
E05012318,1.9
E05012319,3.8
E05012320,0.8
E05011187,1.2
E05011188,2.5
E05011189,2.3
E05011190,1.2
E05011191,1.5
E05011192,1.2
E05011193,1.6
E05011194,1.7
E05011195,1.5
E05011196,0.7
E05011197,0.6
E05011198,0.8
E05011199,2.6
E05011200,1.7
E05004516,1.7
E05004517,2
E05004518,1
E05004519,1.7
E05004520,1.2
E05004521,1
E05004522,1
E05004523,1.3
E05004524,2.1
E05004525,1.7
E05004526,1.7
E05004527,1.1
E05004528,1.9
E05004529,1.2
E05004530,2.7
E05014138,1.8
E05014139,1.6
E05014140,1.6
E05014141,2
E05014142,1.9
E05014143,2.1
E05014144,3.1
E05014145,3.3
E05014146,1.7
E05014147,0.8
E05014148,0.7
E05014149,2.8
E05014150,1.1
E05014151,1.5
E05009352,1.2
E05009353,0.8
E05009354,1.2
E05009355,1.3
E05009356,1
E05009357,1.5
E05009358,8.1
E05009359,4.2
E05009360,6.2
E05009361,1.3
E05009362,0.9
E05004566,3.8
E05004567,3.3
E05004568,1.8
E05004569,3.3
E05004570,1.5
E05004571,1.1
E05004572,1
E05004573,2.1
E05004574,2.2
E05004575,1.1
E05004576,1.6
E05004577,1.5
E05004578,1.7
E05004579,1.3
E05004580,6.3
E05004581,1.6
E05004582,6.1
E05004583,1.9
E05004584,8.6
E05004585,39.5
E05004586,6.2
E05004587,17.8
E05004588,2.1
E05004589,1.6
E05004590,2.8
E05004592,2.7
E05004593,1
E05004596,1.6
E05004597,1.7
E05004598,2.5
E05004599,1.2
E05004600,1.5
E05004601,4.8
E05004602,2.4
E05004603,3.1
E05004604,2.2
E05004605,1.7
E05004606,14.7
E05004607,2.2
E05004608,3.2
E05004609,2.3
E05004610,2
E05004611,2
E05004612,2.2
E05004613,2.7
E05008932,45.5
E05008933,4
E05008934,44.7
E05008989,1.4
E05008990,1.1
E05008991,1
E05008992,1.7
E05008993,1.1
E05008994,0.6
E05008995,2.2
E05008996,1.1
E05008997,1.5
E05008998,1.1
E05008999,1.8
E05009000,1.6
E05009001,0.9
E05012085,5.2
E05012088,2.3
E05012093,27.8
E05012097,52.3
E05012098,45.9
E05012100,1.9
E05012102,3.6
E05012927,30.4
E05012928,2.4
E05012929,2.4
E05012930,2.2
E05012931,2.3
E05012932,27.4
E05012933,57.8
E05012934,41.6
E05012935,15.5
E05012936,3.4
E05012937,2.9
E05012938,4.1
E05012939,2
E05010995,12.9
E05010996,5.5
E05010997,6.2
E05010998,20.7
E05010999,3.2
E05011000,3.8
E05011001,1.5
E05011002,2.4
E05011003,1.6
E05011004,2
E05011005,1.6
E05011006,11.4
E05011007,2.3
E05011008,47.9
E05011009,7
E05011010,23.2
E05011743,1.7
E05011744,1.8
E05011745,24.7
E05011746,24.4
E05011747,2.2
E05011748,2.3
E05011749,16.1
E05011750,2.9
E05011751,22.7
E05011752,37
E05011753,2.3
E05011754,1.8
E05011755,2.3
E05011756,2
E05011757,53.1
E05011758,3.5
E05011759,12.4
E05011760,29.7
E05011761,3
E05011762,1.8
E05011763,1.9
E05011764,1.3
E05011765,19.4
E05011766,1.5
E05011767,44.4
E05011768,2.7
E05011769,2.1
E05011770,1.8
E05011771,3.1
E05011772,8.9
E05011773,4.6
E05011774,26
E05011775,1.7
E05011776,1.5
E05011777,20.4
E05011778,28.3
E05011779,34.4
E05011780,2.6
E05011781,8.2
E05010392,1
E05010393,3
E05010395,1
E05010396,1.8
E05010397,2.2
E05010398,2
E05010399,2
E05010402,2.8
E05010404,1.6
E05010405,1.2
E05010407,1
E05010408,1.6
E05010409,1.9
E05010410,2.5
E05010411,2.5
E05012953,11.1
E05012954,6.7
E05012955,16.8
E05012956,3.2
E05012990,1.8
E05012991,14
E05012392,2.2
E05012393,1.4
E05012394,1.1
E05012395,1.8
E05012396,2.2
E05012397,1.2
E05012398,1.8
E05012399,1.4
E05012400,0.6
E05012401,3.3
E05012402,1.4
E05012403,2.5
E05012404,1.5
E05012405,2.2
E05012406,1.7
E05012407,1.8
E05012408,1.6
E05012409,2
E05012410,1.7
E05012411,1.4
E05012855,9.9
E05012856,3.1
E05012857,1.6
E05012858,5.3
E05012859,16
E05012860,9.9
E05012861,14.2
E05012862,2.3
E05012863,1.3
E05012864,1.2
E05012865,2.2
E05012866,1.8
E05012867,3.8
E05012868,2.2
E05012869,3
E05012870,1.6
E05012871,1.8
E05004964,2.1
E05004965,3.2
E05004966,2.3
E05004967,7.3
E05004968,2.4
E05004969,5
E05004970,14.3
E05004971,2.2
E05004972,1.4
E05004973,1.3
E05004974,2.7
E05004975,2.2
E05004976,1.6
E05004977,12
E05004978,1.5
E05004979,1.7
E05004980,1.8
E05004981,2.1
E05004982,1
E05004983,2.2
E05004984,1
E05004985,13.1
E05004986,2.4
E05004987,2.5
E05004989,5.6
E05004990,7.9
E05004991,1.4
E05004992,2.7
E05004993,10.5
E05004994,22
E05004995,1.4
E05004996,2.4
E05004997,11.7
E05004999,13.2
E05005000,2.5
E05005001,31.4
E05005002,1.3
E05005003,1.6
E05005004,1.3
E05005006,7.7
E05005007,8.5
E05008553,12.4
E05008554,2.5
E05008555,1.4
E05005010,45.1
E05005011,9.5
E05005012,2.1
E05005013,3.9
E05005014,5.3
E05005016,2.8
E05005017,9.9
E05005018,8.3
E05005021,4.9
E05005026,1.9
E05005027,2.1
E05005028,1.6
E05005029,2.1
E05005031,1.8
E05005032,2.4
E05009956,4.3
E05009958,5.2
E05009959,8.1
E05009960,2
E05009961,20
E05009962,13.6
E05009963,41.6
E05009964,3
E05009965,13
E05011558,15.3
E05011559,25.8
E05010015,1.2
E05010016,2
E05010017,2.9
E05010018,3.4
E05010019,3.1
E05010020,2.4
E05010021,6.3
E05010022,2.4
E05010023,12.8
E05010024,31.6
E05010025,8.4
E05010026,1.9
E05010027,14.4
E05009544,2.7
E05009545,2.6
E05009546,4.1
E05009547,10.9
E05009548,1.7
E05009549,19.4
E05009550,6
E05009551,1.8
E05009552,1
E05009553,2
E05009554,2.1
E05009555,1.6
E05009556,2.2
E05009557,2
E05009558,2.5
E05009559,2
E05009560,2.9
E05009561,1.5
E05009562,7
E05009563,11.3
E05009564,1
E05009565,1.3
E05009566,20.1
E05009567,0.7
E05005081,1.3
E05005082,1.7
E05005083,1.3
E05005084,1.4
E05005085,2.4
E05005086,1.3
E05005087,0.9
E05005088,3
E05005089,1.5
E05005090,2.4
E05005091,1.2
E05005092,0.9
E05005093,3.3
E05005094,1.2
E05005095,1.2
E05005096,1.5
E05005097,1.1
E05005098,1.6
E05005099,1.3
E05005100,4.9
E05005101,1.2
E05005102,1.6
E05005103,1.6
E05009568,2.9
E05009569,3.1
E05009570,13.5
E05009571,5.5
E05009572,1.1
E05009573,1.7
E05009574,2.3
E05009575,12.7
E05009577,7.1
E05009578,1.4
E05009579,7.4
E05009580,2.6
E05009582,0.7
E05009583,1
E05009584,1.8
E05009585,1.9
E05009586,2.2
E05009587,1.4
E05009588,1.3
E05009589,5.5
E05009590,1.8
E05009591,14.9
E05012988,6.1
E05012989,1
E05005130,13.2
E05005131,52.7
E05005132,2.5
E05005133,17.7
E05005134,2.6
E05005135,32.6
E05005136,48.1
E05005137,14.5
E05005138,6.6
E05005139,2.2
E05005140,1.9
E05005141,2.5
E05005142,4.3
E05005143,2.5
E05005144,2.5
E05005145,2.2
E05005146,1.8
E05005147,2.2
E05005148,3.4
E05005149,8.1
E05010921,2.7
E05010922,2.9
E05010923,1.9
E05010924,2.2
E05010925,2.6
E05010926,2.7
E05010928,2.6
E05010929,53
E05010930,42.4
E05010932,2
E05010933,3
E05010934,36.6
E05011348,4.1
E05011349,2.3
E05012968,2
E05012969,34.6
E05013096,1.3
E05013097,1.8
E05013098,2.1
E05013099,2
E05013100,1.8
E05013101,1.7
E05013102,1.9
E05013103,1.2
E05013104,2.1
E05013105,1.8
E05013106,2.5
E05013107,1.9
E05013108,1.3
E05013109,2.4
E05013110,1.6
E05013111,3
E05013112,1.3
E05013113,1.5
E05013114,2.4
E05013115,1.6
E05013116,1.8
E05013117,2.1
E05013118,2.2
E05013119,1.7
E05009733,11.6
E05009734,8.7
E05009735,12.7
E05009736,12
E05009740,1.7
E05009742,4.5
E05009743,4.6
E05009749,2.3
E05009751,22.7
E05011701,9.4
E05011702,2.2
E05011703,2.1
E05011704,21.5
E05011705,30.6
E05011707,14.1
E05011708,13.3
E05011710,2
E05011711,2.3
E05011712,28.7
E05012853,1.9
E05012854,6
E05009754,1.9
E05009755,2
E05009757,1.6
E05009769,29.6
E05009770,36.7
E05009771,7.1
E05011713,10.9
E05011714,3.4
E05011715,3
E05011717,2.4
E05011718,44.4
E05011719,3.6
E05012970,2.5
E05012971,1.7
E05012972,3.2
E05012973,2.1
E05012974,1.7
E05012975,15.3
E05012976,3.9
E05012977,4.2
E05012978,1.5
E05012979,2.6
E05012980,10.4
E05012992,14.4
E05006627,43
E05006628,13
E05006629,18.1
E05006632,2
E05006634,3.4
E05006637,2.2
E05006638,13.3
E05006639,3.7
E05006640,3.9
E05006642,51.4
E05006643,16.2
E05006644,15
E05006645,35.5
E05006646,24.5
E05006647,15.3
E05006648,2.1
E05006649,2.1
E05006650,2.6
E05006651,2.5
E05006652,1.5
E05006653,2.6
E05009363,42.8
E05009364,33.3
E05009365,3.9
E05010781,35.2
E05010782,5.1
E05010783,13.9
E05011074,0.4
E05011075,2.2
E05011076,1
E05011077,1.1
E05011078,0.8
E05011079,0.7
E05011080,1
E05011081,1.5
E05011082,1.2
E05011083,1
E05011084,0.4
E05011085,1.5
E05011086,1.4
E05011087,1.7
E05011088,1.4
E05011089,1.6
E05007273,1.4
E05007274,1.2
E05007275,0.9
E05007276,0.8
E05007277,1.8
E05007278,0.8
E05007279,0.6
E05007280,1.3
E05007281,0.8
E05007282,1.1
E05007283,1.9
E05007284,1
E05007285,0.7
E05007286,1.4
E05007287,1.3
E05007288,1.1
E05007289,1.9
E05007290,1.3
E05007291,4.4
E05007292,2.9
E05007293,1.8
E05007294,2.8
E05007295,10.1
E05007296,0.9
E05007297,3.3
E05007298,1.1
E05007299,14.7
E05007300,4.6
E05007301,2.3
E05007302,4.1
E05007303,1.2
E05007304,1.6
E05007305,17.8
E05007306,1.1
E05007307,2.5
E05007308,1.2
E05007309,1.2
E05007310,1.1
E05007311,4.2
E05007312,1.3
E05007313,1.2
E05007314,8.3
E05007315,4.2
E05007316,10.7
E05007317,11.1
E05007318,1.9
E05007319,1.1
E05007320,1.4
E05007321,1.8
E05007322,3.3
E05007323,1.7
E05007324,1.3
E05007325,52.2
E05007326,3.8
E05007327,22.9
E05007328,3.4
E05012872,0.8
E05012873,1.4
E05012874,1.6
E05012875,1.4
E05012876,1.9
E05012877,2.7
E05012878,2.9
E05012879,1.1
E05012880,0.8
E05012881,0.7
E05012882,1.3
E05012883,1.8
E05012884,1.5
E05012885,1.8
E05012886,1
E05012887,2.1
E05012888,2.5
E05012889,1.9
E05012890,1.8
E05012891,1.3
E05012892,1.9
E05012893,1.7
E05012894,1.1
E05012895,3.7
E05012896,1.3
E05012897,1.5
E05012898,2
E05012899,1.9
E05012900,1.1
E05007362,1.4
E05007363,2.2
E05007364,1.6
E05007365,1
E05007366,1.2
E05007367,1.8
E05007368,0.9
E05007369,1.8
E05007370,1.9
E05007371,1
E05007372,1.9
E05007373,1.8
E05007374,1
E05012026,1
E05012027,1.2
E05012028,1
E05012029,0.6
E05012030,0.8
E05012031,1.2
E05012032,1.1
E05012033,0.8
E05012034,0.5
E05012035,1.5
E05012036,0.5
E05012037,1.1
E05012038,0.8
E05012039,2.3
E05007391,2.9
E05007392,8.3
E05007393,7.7
E05007394,3.4
E05007395,1.6
E05007396,7.9
E05007397,4.4
E05007398,4.6
E05007399,3.4
E05007400,0.9
E05007401,1.5
E05007402,9.3
E05007403,1.4
E05007404,3.6
E05007405,1.4
E05007406,1.2
E05007407,1.5
E05007408,5.6
E05007409,8.2
E05007410,12.8
E05007411,26.3
E05007412,4.1
E05007413,11.5
E05007414,23.9
E05007415,1.1
E05007416,1.9
E05007417,15.3
E05007418,5.9
E05007419,1.9
E05007420,2.7
E05007421,0.8
E05007422,1.3
E05007423,1.2
E05007424,1.5
E05007425,1.2
E05007426,1.1
E05007427,1.1
E05007428,7.6
E05007429,1.1
E05007430,1
E05007431,1.2
E05007432,1.4
E05007433,1.9
E05007434,2.5
E05007435,2.3
E05007436,3.1
E05007437,2.5
E05007438,9.2
E05007439,7.1
E05010795,1.3
E05010796,2.1
E05010797,2.9
E05010798,3.3
E05010799,1.1
E05010800,1.5
E05010801,1.9
E05010802,2.7
E05010803,1.3
E05010804,1.4
E05007562,0.8
E05007563,2.1
E05007564,1.5
E05007565,1.2
E05007566,1.5
E05007567,1.7
E05007568,2
E05007569,1.7
E05007570,2
E05007571,2
E05007572,1.4
E05007573,2.3
E05007574,1.6
E05007575,2
E05009800,0.6
E05009801,0.9
E05009802,3.9
E05009803,9.7
E05009804,4.2
E05009805,2.6
E05009806,1.7
E05009807,2.2
E05009808,2.2
E05009809,1.2
E05009810,1.2
E05009811,0.9
E05009812,0.9
E05009813,2.1
E05009814,2.9
E05009815,1.3
E05009816,1.5
E05009817,1.4
E05009818,1.9
E05009819,4.4
E05009820,1.2
E05009821,1.5
E05009822,3
E05011666,1.8
E05011667,2.1
E05011668,2
E05011669,2.5
E05011670,2.3
E05011671,23.2
E05011672,19.6
E05011673,39.9
E05011674,19.5
E05011675,5.7
E05011676,46
E05011677,19.7
E05011678,49.7
E05011679,8.2
E05011680,6.3
E05011681,16
E05011682,3.2
E05011683,6.9
E05011684,3.1
E05011685,6.6
E05011686,21.2
E05012914,1.4
E05012915,2
E05012916,0.6
E05012917,1.5
E05012918,1.4
E05012919,1.7
E05012920,0.5
E05012921,2
E05012922,1.3
E05012923,1.6
E05012924,1.6
E05012925,1.4
E05012926,1.3
E05011812,6.9
E05011813,9.4
E05011814,2
E05011815,18.8
E05011816,29.7
E05011817,2
E05011818,1.8
E05011819,4.8
E05011820,1.2
E05011821,1.6
E05011822,28.7
E05011823,49.1
E05011824,19.5
E05011825,1.3
E05011826,2.2
E05011827,19.5
E05011828,5.5
E05011829,11.4
E05011830,5.3
E05011831,5.5
E05011832,1.4
E05011833,10.4
E05007668,9.6
E05007669,2.1
E05007670,41.7
E05007671,1.3
E05007672,1.2
E05007673,1.4
E05007674,1.7
E05007675,1.8
E05007676,1.4
E05007677,6.2
E05007678,7.9
E05007679,13.4
E05007680,1.5
E05007681,1.6
E05007682,4.3
E05007683,1.6
E05007684,2.3
E05007685,2.5
E05007686,1.9
E05007687,1.1
E05007688,1.4
E05007689,1.8
E05007690,1.3
E05007691,41.4
E05007692,8.8
E05007693,1.5
E05007694,2
E05007695,1.6
E05007696,3.4
E05007697,0.9
E05007698,1.6
E05007699,0.9
E05007700,3.9
E05007701,1.6
E05007702,1.6
E05007703,0.7
E05007704,1.5
E05007705,2.7
E05007706,1.3
E05012461,6.5
E05012462,32.4
E05012463,2
E05012464,26.4
E05012465,12.3
E05012466,1.6
E05012467,11.8
E05012468,2.5
E05012469,2.4
E05012470,1.4
E05012471,3.2
E05012472,1.3
E05012473,2.6
E05012474,16.2
E05012475,3
E05012476,2.8
E05012477,1.2
E05012478,2.7
E05012479,1.2
E05012480,2
E05012481,6.6
E05012482,5.2
E05012483,21.6
E05012484,4.2
E05012485,8.5
E05012486,1.4
E05012487,8.3
E05012488,1.5
E05012489,1.9
E05012490,2.1
E05012491,1.5
E05012492,1.4
E05012493,2.2
E05010885,2.4
E05010886,1.3
E05010887,1.7
E05010888,2
E05010889,1.5
E05010890,1.6
E05010891,1.6
E05010892,4.7
E05010893,2.5
E05010894,1.9
E05010895,2.4
E05010896,2
E05010897,2.6
E05010898,1.3
E05010899,1.5
E05010900,1.8
E05010901,1
E05010902,0.9
E05010903,1.5
E05010904,1.2
E05010905,2.8
E05010906,1.1
E05010907,3.6
E05010908,1.6
E05010909,1.7
E05010910,2.1
E05010911,2
E05010912,2.2
E05010913,1.5
E05010914,1.8
E05010915,1.1
E05010916,1.5
E05010917,1
E05010918,1.4
E05010276,12.3
E05010277,5.9
E05010278,19.5
E05010279,2.3
E05010280,2.6
E05010281,1.2
E05010282,1.9
E05010283,2.5
E05010284,9.2
E05010285,15.4
E05010286,2.2
E05010287,13.6
E05010288,1.7
E05010289,4.4
E05010290,2
E05010291,2.2
E05010292,10.8
E05010293,0.8
E05010294,1.1
E05010295,1
E05010296,1.7
E05010297,1.7
E05010298,2.4
E05010299,2.8
E05010300,2.5
E05010301,1.1
E05010302,1.4
E05010303,1.5
E05010304,0.9
E05010305,1.7
E05010306,1.2
E05010307,3.4
E05010308,25.2
E05010309,20.6
E05010310,6.1
E05012104,5
E05012105,21.1
E05012106,1.5
E05012107,1.2
E05012108,22.2
E05012109,1.7
E05012110,20.4
E05012111,2.9
E05012112,1
E05012113,1.8
E05012114,15.3
E05012115,1.8
E05012116,1.9
E05012117,1.9
E05012118,1.9
E05012119,1.2
E05012120,2.4
E05012121,1.6
E05012122,16.6
E05012123,19.2
E05012124,1.7
E05012125,1.6
E05012126,1.3
E05012127,3.3
E05012128,8.8
E05012129,1.4
E05012130,1.9
E05012131,2
E05002078,1.8
E05002079,1.7
E05002080,2.8
E05002081,2.5
E05002082,2.5
E05002083,1.2
E05002084,1.9
E05002085,1.6
E05002086,1.2
E05002087,1.9
E05002088,1.6
E05002089,2.1
E05002090,1.6
E05002091,1.5
E05002092,2.1
E05002093,1.5
E05002094,2.9
E05002095,1.5
E05002096,2.8
E05002097,3
E05012254,1.7
E05012255,1.1
E05012256,2.1
E05012257,2.1
E05012258,4.2
E05012259,3
E05012260,2.7
E05012261,1.8
E05012262,1.9
E05012263,1.4
E05012264,4
E05012265,2.3
E05012266,2.9
E05012267,1.6
E05012268,4.9
E05012269,2.6
E05008954,3.6
E05008955,2.9
E05008956,1.1
E05008957,2.3
E05008958,1.7
E05008960,1.7
E05008961,1.3
E05008962,1.8
E05008963,1.3
E05008965,0.8
E05008966,15.8
E05008967,1.8
E05008968,0.9
E05008969,1.6
E05008970,1.4
E05008971,1.9
E05008972,2.6
E05010755,2
E05010756,0.9
E05010757,1.5
E05013273,5.6
E05013274,5.6
E05013275,4
E05013276,11.1
E05013277,24.2
E05013278,4.8
E05013279,6
E05013280,12.2
E05013281,45.7
E05013282,37.4
E05013284,4.5
E05013286,3.9
E05013288,27.7
E05013289,20.7
E05013290,12
E05013291,7.9
E05013292,17.7
E05013293,6.1
E05013295,19.1
E05013297,33.6
E05013298,30.1
E05013301,3.8
E05013302,4.3
E05013303,12.2
E05013305,21.3
E05013306,24.5
E05013307,24.3
E05013308,21.8
E05013309,34.3
E05013311,24.7
E05013312,46.8
E05013313,29.6
E05013314,5.5
E05013315,5.3
E05013317,15.2
E05013319,21.1
E05013320,6.6
E05013321,6
E05013323,8.1
E05013324,42
E05013325,37.6
E05013327,38
E05013329,9.1
E05013330,6.4
E05013331,26.7
E05013336,6.6
E05013337,38.4
E05013338,18.9
E05013341,45.1
E05013346,30
E05013347,43
E05013348,3.3
E05013349,3.5
E05013350,18.3
E05013351,23.4
E05013353,3.9
E05013354,4.9
E05013355,4.1
E05013356,5.4
E05013357,24
E05013358,21
E05013836,5.2
E05013837,42.3
E05013838,41.1
E05013839,5.3
E05013840,13.3
E05013841,5
E05013842,15.1
E05013843,39.7
E05013844,26
E05013845,29.9
E05013846,23.8
E05013847,4.5
E05013848,5.7
E05013849,36.9
E05013850,16.9
E05013851,22.8
E05013852,32.6
E05013853,4.6
E05013854,5.7
E05013855,13
E05013856,28.9
E05013857,9.9
E05013858,10
E05013859,23.7
E05013860,37.7
E05013861,24.2
E06000053,31.1
E05013398,16.9
E05013399,21.2
E05013400,4.2
E05013401,1.6
E05013402,5.9
E05013403,25.9
E05013405,8.2
E05013406,3.2
E05013407,3.6
E05013408,61.8
E05013409,14.7
E05013410,52.4
E05013411,2.7
E05013412,2.1
E05013413,2.4
E05013414,39.4
E05013415,10.2
E05013416,1.8
E05013417,2.1
E05013418,2.2
E05013419,3.1
E05013420,2.1
E05013421,2.4
